"id","V2","V3","V4","V5","V6","V7"
"Y1",7254.93875,7299.8675,7333.4975,7369.06875,7419.5,7453.57875
"Y2",1635.23375,1648.9425,1682.005,1713.25125,1732.7675,1744.98375
"Y3",8587.425,8795.99,9002.45125,9218.7675,9440.595,9651.22625
"Y4",9908.115,10138.0875,10374.1375,10611.2,10860.0375,11084.9375
"Y5",7119.3975,7356.1475,7597.43875,7848.6825,8088.34,8321.8625
"Y6",4292.1125,4486.93625,4672.9325,4860.43625,5033.19125,5218.31875
"Y7",3926.66625,4070.305,4211.9575,4348.6975,4467.3675,4601.1625
"Y8",2418.9625,2429.68125,2438.48375,2447.42125,2456.91875,2459.72
"Y9",2330.9175,2352.61375,2371.59375,2392.26875,2410.17875,2424.0775
"Y10",2389.82875,2413.81125,2433.60125,2454.66625,2473.05625,2486.77625
"Y11",1505.67,1517.4175,1527.8675,1539.3,1549.37125,1556.00875
"Y12",2026.8675,2069.40875,2109.3775,2150.60625,2188.10875,2222.2525
"Y13",4695.19125,4810.20125,4928.2325,5060.1575,5187.41125,5303.7325
"Y14",5121.7375,5234.43375,5353.89375,5475.55125,5598.83625,5709.60625
"Y15",5482.3975,5644.83375,5815.76,5985.96125,6159.81,6320.38875
"Y16",2543.1875,2581.84125,2619.7025,2662.48875,2701.425,2736.31375
"Y17",3858.32375,3948.6325,4042.56125,4142.58875,4238.0575,4321.84375
"Y18",3165.6675,3216.2225,3264.46,3319.90375,3372.27625,3417.61375
"Y19",3209.40375,3399.2325,3583.7375,3797.09625,3976.9625,4182.8625
"Y20",6645.07375,6774.47125,6898.52625,7024.99125,7151.32875,7268.105
"Y21",9950.3,10365.7625,10769.7375,11188.0625,11590.9125,11993.7625
"Y22",4855.6225,5087.65375,5321.7625,5552.01,5765.29,6007.5175
"Y23",10483.35,10632.3625,10797.65,10978.8375,11103,11252.2625
"Y24",9747.8675,9987.76875,10235.12,10486.075,10684.3625,10925.0875
"Y25",2553.10375,2639.585,2724.535,2809.97125,2887.43,2968.7425
"Y26",8097.61875,8432.36625,8783.455,9126.2625,9438.24875,9811.7775
"Y27",1922.31875,1989.3,2056.78375,2124.7175,2183.3825,2253.76625
"Y28",1883.36625,1948.13125,2013.21875,2077.1425,2133.58625,2199.95875
"Y29",4314.84625,4369.3925,4418.3775,4469.28375,4513.68125,4551.1575
"Y30",4575.3375,4682.0575,4784.56625,4889.34625,4985.5225,5073.3675
"Y31",3862.49625,3889.41625,3909.4975,3932.91,3949.99,3959.03125
"Y32",5517.68,5584.47875,5644.58875,5707.89875,5762.82,5809.12
"Y33",1285.21875,1301.4075,1316.14,1332.31625,1346.2675,1356.87125
"Y34",1721.1675,1739.5275,1755.1075,1772.65375,1786.97875,1797.885
"Y35",3474.395,3538.7025,3600.1175,3661.38125,3716.7325,3767.995
"Y36",1182.2575,1192.355,1200.86875,1210.6475,1218.47375,1224.25125
"Y37",4105.26875,4177.6175,4244.59125,4313.64,4373.47,4429.99625
"Y38",3726.9275,4136.30375,4449.5725,4763.715,5006.62,5338.30625
"Y39",3832.57125,3952.58,4052.1375,4198.94625,4323.08125,4442.78125
"Y40",4785.88875,4938.06,5071.60125,5245.04625,5417.8275,5583.76875
"Y41",14740.3625,15060.9625,15314.225,15652.575,15975.7375,16294.25
"Y42",5887.52,6193.70125,6492.2325,6816.155,7139.25625,7449.565
"Y43",2943.0575,3066.10875,3191.2825,3325.68375,3459.81625,3593.39
"Y44",10271.875,10578.925,10872.4375,11203.1625,11532.05,11837.6875
"Y45",10222.6125,10481.9375,10734.8625,10999.5125,11306.7,11563.525
"Y46",6422.4175,6683.9375,6942.9425,7254.3925,7521.7475,7779.1575
"Y47",6436.09,6708.72125,6978.5,7295.7525,7574.04125,7834.04125
"Y48",6730.8625,6746.2475,6738.41375,6711.39625,6712.445,6698.975
"Y49",2519.4925,2541.87125,2558.2975,2575.815,2595.94875,2609.47125
"Y50",18709.825,18978.675,19203.025,19413.3375,19695.325,19914.3125
"Y51",8237.17125,8347.05125,8426.54625,8508.805,8604.62125,8682.61125
"Y52",18169.8375,19371.1625,20666.075,21926.1625,23198.9875,24466.9125
"Y53",19936.2125,21254.175,22710.5625,24128.775,25382.125,26862.9125
"Y54",9104.44375,9857.44875,10647.05,11465.825,12291.8875,13137.425
"Y55",2819.11375,3051.4475,3301.66,3557.2775,3803.5975,4059.7725
"Y56",12550.425,13767.675,15047.2,16268.35,17537.4125,18791.55
