"id","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"D1",2033.295,2027.68125,2036.39375,2034.7475,2036.3175,2037.70125,2035.62375,2035.98875,2031.35375,2039.235,2037.295,2037.87,2038.86,2038.1
"D2",2963.4775,2954.48625,2969.92375,2978.83625,2982.5375,2992.10625,2979.365,2973.765,2966.195,2978.3925,2982.61125,2982.27625,2989.0025,2983.595
"D3",1121.8775,1120.46125,1118.36,1118.23625,1117.4925,1117.205,1127.87375,1128.3675,1123.41,1120.58375,1117.205,1115.46375,1114.45,1129.8925
"D4",1202.5725,1206.11375,1202.42875,1193.5375,1190.565,1182.89625,1235.1125,1220.5625,1208.825,1201.28625,1188.79375,1183.38,1176.795,1249.70625
"D5",5870.7075,5877.58375,5881.785,5905.3675,5902.515,5898.27375,5892.40125,5884.7525,5892.55875,5897.36875,5915.88125,5907.7225,5896.9275,5888.93125
"D6",3028.86,3074.87,3047.54625,3068.00625,3078.2825,3124.72625,3114.8825,3046.6425,3080.1725,3050.51875,3065.5525,3077.45,3117.62125,3114.86125
"D7",6435.02375,6360.5475,5242.95875,5335.91,4931.14625,5726.135,5304.265,6234.57,6223.47,5331.43,5476.04,5069.86125,5648.08625,5303.82
"D8",1732.00375,1728.63125,1741.43625,1739.7325,1736.01125,1736.485,1737.4175,1736.70375,1733.62625,1745.03,1741.0325,1736.285,1735.02125,1737.69125
"D9",1584.58375,1580.645,1592.765,1590.4625,1588.50625,1588.5125,1589.895,1589.33125,1585.23125,1594.75,1592.24,1589.37875,1589.02625,1592.2825
"D10",2626.70625,2634.78,2632.55375,2638.09625,2641.49,2639.73125,2627.31375,2635.29625,2642.10625,2639.78375,2639.37125,2641.20625,2637.9025,2627.8875
"D11",2436.41125,2438.655,2437.2175,2441.18875,2418.70125,2435.1775,2448.02,2439.965,2441.415,2441.2875,2443.64125,2421.81125,2434.9325,2447.92
"D12",3676.64,3665.61625,3695.15125,3687.08125,3672.105,3697.5,3678.69875,3683.75375,3678.26125,3702.94875,3691.90875,3675.4025,3694.70625,3679.7575
"D13",7209.5975,7220.0225,7236.82,7329.23,7304.72125,7247.4075,7265.91,7237.83,7258.0375,7265.38125,7337.78,7299.08875,7240.46,7266.9875
"D14",5661.58625,5673.1425,5651.93125,5666.5775,5690.355,5718.1625,5693.05625,5683.5925,5686.695,5663.705,5671.13875,5689.93125,5713.43875,5696.64875
"D15",8372.99375,8806.3425,8385.625,7833.0175,7913.8875,8062.7775,7989.47,8306.43125,8687.00375,8367.47125,7869.4875,7983.65375,8070.6175,7965.8725
"D16",3084.0825,3082.58125,3067.66625,3091.005,3080.8575,3060.6775,3083.07125,3092.1975,3089.17125,3074.12125,3093.01375,3080.59,3061.29125,3084.535
"D17",4046.88875,4045.37125,4061.8525,4069.04375,4061.605,4070.535,4051.05,4056.2675,4060.5075,4073.145,4072.17,4064.06125,4070.39,4054.3875
"D18",9566.85625,9585.80125,9651.285,9573.00875,9570.90125,9580.17375,9560.57125,9587.9125,9598.965,9664.71,9582.5725,9577.0525,9582.385,9571.77
"D19",2674.83375,2688.705,2707.1725,2687.80875,2752.61375,2715.235,2698.40625,2684.9625,2697.66625,2717.3075,2691.98125,2747.76625,2711.8825,2697.2825
"D20",10845.45,10820.3375,10867.925,10851.075,10861.05,10880.8,10864.925,10862.7125,10844.9,10890.85,10869.9,10869.875,10888.225,10875.3
"D21",2663.31,2677.14875,2694.875,2672.335,2738.1725,2702.94375,2687.29875,2670.96875,2683.35125,2702.765,2676.6575,2734.71875,2700.965,2685.7225
"D22",2847.7325,2868.5925,2900.955,2895.87875,2914.44375,2897.2975,2869.27375,2862.92125,2876.695,2907.37625,2896.545,2910.36125,2895.45875,2872.70125
"D23",1915.45375,1926.68875,1943.20125,1942.54125,1948.97,1933.07125,1928.8625,1918.20625,1928.3875,1946.90375,1942.72875,1948.09375,1932.0475,1929.9325
"D24",2541.43375,2561.445,2591.83875,2587.585,2600.58375,2585.72625,2560.1325,2554.41,2568.83,2598.08375,2588.14125,2597.62125,2583.14625,2562.2975
"D25",1586.16875,1596.00875,1609.0125,1608.97625,1613.535,1600.3825,1597.5375,1588.305,1597.18625,1611.71125,1609.515,1613.3625,1600.09125,1598.37375
"D26",2362.58875,2380.75875,2407.24,2405.43625,2418.365,2404.105,2380.18125,2374.33625,2386.635,2412.53625,2405.10625,2415.4875,2400.6275,2382.64125
"D27",1708.165,1720.3375,1734.405,1734.6225,1739.30625,1724.0925,1721.18625,1711.47125,1722.54375,1739.34375,1734.95625,1739.0275,1723.885,1722.1
"D28",426.9435,430.015375,430.501625,429.466625,429.4705,425.816125,424.78775,426.885375,430.938,431.6455,430.61525,430.798,426.442625,425.742875
"D29",6409.78125,6456.07375,6419.33,6428.40625,6437.7625,6445.46375,6420.9975,6419.49375,6462.97625,6434.14,6436.4375,6439.44375,6442.74,6416.76125
"D30",613.82425,618.5905,619.035125,617.205,617.183625,611.70625,610.690375,613.82725,619.601625,620.58875,618.680375,619.14975,612.671875,611.745125
"D31",2123.0025,2095.42375,2110.445,2129.99125,2163.745,2132.1,2130.445,2125.8975,2100.885,2117.68375,2133.63,2163.67375,2132.865,2132.69375
"D32",1927.1175,1902.69625,1919.17,1935.32875,1965.47875,1934.85625,1931.12625,1929.3825,1908.175,1926.63625,1938.85125,1965.99625,1934.705,1933.26375
"D33",6693.42875,6694.42125,6863.3975,6825.75,6810.9425,6798.38,6773.2975,6708.10125,6730.0275,6883.38875,6843.055,6815.4575,6792.0675,6775.8875
"D34",2276.06375,2275.9625,2299.195,2297.08,2293.095,2289.0175,2285.32625,2279.44125,2278.52125,2304.665,2299.07875,2292.66,2287.175,2283.80375
"D35",1665.87875,1676.2025,1664.01625,1659.92,1649.57625,1663.37875,1667.1525,1677.41375,1686.0575,1667.77375,1661.05,1645.785,1661.665,1670.39875
"D36",3783.32625,3778.45875,3773.55375,3764.09125,3835.3225,3809.8125,3790.7525,3788.9175,3785.6975,3780.64,3771.22625,3836.10625,3809.92875,3794.43375
"D37",2456.37625,2497.09625,2492.06375,2509.32875,2536.0375,2489.6625,2452.755,2463.88625,2505.1875,2500.095,2509.5725,2533.26,2487.1375,2456.4875
"D38",2253.6125,2322.96,2261.61875,2333.79,2371.62625,2271.84625,2299.16625,2264.13375,2328.51375,2268.15875,2335.63,2363.94875,2269.10875,2299.12375
"D39",2466.475,2475.90625,2498.88625,2527.7925,2573.725,2531.2575,2534.70375,2476.15,2492.00625,2507.34,2535.1275,2571.40125,2529.03875,2532.64125
"D40",3921.4675,3935.84,3961.9375,3954.70875,3933.5875,3913.28375,3910.23125,3929.00875,3942.405,3970.54,3958.81375,3934.30125,3911.615,3911.47875
"D41",6601.965,6695.9225,6406.94,6473.6125,6529.54625,6570.2325,6555.72125,6623.24875,6700.90625,6437.74625,6503.86625,6539.18875,6577.30875,6555.685
"D42",7022.88875,7086.26,7078.5375,7083.27,7055.55875,7103.975,6998.45375,7057,7095.6175,7076.61625,7076.615,7049.45875,7097.57625,7010.6175
