"id","V2","V3","V4","V5","V6","V7","V8","V9"
"Q1",6871.7275,6742.1325,6905.3225,6875.625,6960.845,6823.035,6987.1675,6956.87
"Q2",7102.785,7090.9975,7216.7675,7221.9225,7241.48,7238.515,7359.325,7339.315
"Q3",7219.4575,7165.8775,7249.1425,7205.4125,7280.815,7232.2225,7306.0175,7257.0375
"Q4",7704.045,7750.3175,7823.8075,7798.7825,7808.7125,7856.6325,7916.975,7886.19
"Q5",964.6285,842.0355,1146.0175,1400.1825,995.70025,866.20575,1166.0675,1418.24
"Q6",9826.375,9717.3975,9829.645,9863.295,9883.755,9784.7475,9894.73,9947.82
"Q7",3371.62,3355.645,3349.05,3366.2,3377.495,3358.17,3352.5525,3370.3925
"Q8",2601.6125,2559.8475,2604.165,2633.575,2616.7975,2578.0175,2617.18,2650.6925
"Q9",2497.72,2471.4875,2487.785,2497.0275,2495.185,2469.415,2487.955,2499.7475
"Q10",2563.745,2541.355,2562.25,2559.1525,2561.1975,2544.275,2568.6275,2565.975
"Q11",1172.305,1161.955,1159.06,1157.655,1173.68,1164.7875,1161.7625,1160.67
"Q12",3164.91,2944.325,3239.4725,3401.475,3190.375,2960.225,3242.7675,3410.3325
"Q13",1763.04,1762.3675,1780.345,1781.4,1804.7525,1803.0275,1819.1275,1820.365
"Q14",12300.55,12189.825,12246.35,12529.55,12579.775,12512.775,12575.45,12844.925
"Q15",1197.1725,1169.555,1267.69,1303.9,1227.4125,1194.355,1290.0425,1320.725
"Q16",2033.33,2042.3025,2137.4375,2132.4225,2111.6925,2118.7375,2217.99,2217.13
"Q17",2456.4275,2472.7775,2428.5525,2482.8575,2487.07,2503.68,2461.7625,2513.385
"Q18",4661.04,4451.2875,4914.545,4771.4325,4702.2025,4469.635,4916.025,4769.3425
"Q19",5714.7325,5696.4375,5768.235,5791.8525,5734.255,5723.3225,5806.52,5835.2025
"Q20",6288.2,6297.3325,6283.7575,6364.1925,6332.74,6336.925,6326.7675,6415.325
"Q21",9749.615,9709.57,9795.47,9865.5725,9788.22,9751.5575,9844.865,9933.295
"Q22",5062.7675,5067.6875,5175.535,5239.235,5118.09,5130.325,5240.725,5318.2225
"Q23",5954.74,5832.37,5971.625,6045.955,5949.28,5838.48,5983.225,6058.52
"Q24",2310.675,2295.0975,2340.09,2330.2725,2312.165,2293.7675,2335.81,2323.2075
"Q25",1360.19,1353.8475,1383.2825,1373.4075,1354.2625,1350.5375,1379.215,1367.4725
"Q26",7493.7075,6794.8325,7594.5025,9021.7075,7480.1,6891.615,7711.8775,9228.6075
"Q27",9172.1925,9044.0425,9236.4825,9283.3175,9232.145,9079.14,9246.5125,9276.4575
"Q28",5148.18,5149.0925,5035.935,4975.8625,5173.8825,5197.51,5102.765,5036.4275
"Q29",1959.6375,1929.21,1895.1725,1891.025,1969.85,1942.8725,1913.2125,1906.54
"Q30",3126.2375,3147.6625,3084.1,3099.7575,3144.1375,3163.7775,3100.7275,3116.3625
"Q31",2506.0075,2558.1175,2518.2125,2513.2375,2516.6125,2570.4775,2537.0925,2526.6325
"Q32",4843.97,4724.965,4723.1175,4729.4625,4905.5625,4790.985,4790.0525,4796.9
"Q33",8285.2875,8367.045,8335.6075,8341.2325,8384.465,8465.47,8424.785,8432.5275
"Q34",7174.8925,7319.2925,7262.9475,7290.3225,7267.35,7400.4175,7347.0525,7347.52
"Q35",10163.225,10333.625,10277.05,10162.175,10261.725,10446.45,10368.225,10249.225
"Q36",9231.1075,9173.735,9171.96,9236.835,9341.0525,9291.7,9326.5125,9397.01
"Q37",4516.2875,4502.2275,4497.485,4507.135,4539.3725,4546.305,4556.2725,4571.1925
"Q38",6395.5675,6342.9425,6497.1375,6493.8825,6476.815,6443.445,6591.91,6618.6925
"Q39",5545.54,5721.9875,6205.6175,6009.4425,5617.1475,5833.015,6391.2,6154.8125
"Q40",5280.7025,5330.02,5300.035,5299.235,5338.9675,5393.345,5373.2925,5368.87
"Q41",1919.2825,1921.5175,1923.045,1927.9625,1946.695,1946.8925,1949.545,1953.33
"Q42",2136.5825,2137.835,2130.1,2132.385,2165.705,2165.05,2159.9675,2162.76
"Q43",5480.6375,5571.4175,5500.645,5532.035,5545.7275,5641.72,5584.635,5618.195
"Q44",1289.54,1298.7225,1286.43,1287.315,1308.46,1316.7725,1302.55,1304.2725
"Q45",1932.955,1938.32,1939.1275,1942.6175,1961.6075,1965.97,1967.435,1970.45
"Q46",3385.245,3406.6325,3449.3075,3430.8725,3434.3775,3465.6025,3495.35,3481.3125
"Q47",9622.51,9745.655,9709.2275,9812.32,9757.58,9880.915,9822.97,9917.62
"Q48",1412.2575,1392.8,1420.1125,1443.67,1438.79,1423.2875,1449.85,1470.2525
"Q49",8934.9375,9146.495,9063.35,9018.19,9056.22,9277.6575,9206.6375,9143.86
"Q50",9253.645,9578.905,9392.8725,9415.3475,9378.0475,9704.095,9545.3575,9549.6625
"Q51",1482.87,1512.98,1502.1325,1462.9575,1512.1125,1544.1575,1532.0625,1482.8225
"Q52",5809.4075,5851.785,5858.095,5868.485,5869.7225,5905.67,5927.8,5932.2875
