"id","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"W1",36263.875,36342.8875,36340.5625,36249.2625,36040.1875,35768.8125,35735.925,35315.75,35425.05,36097.3,36176.8875,34977.3,35322.3125
"W2",3610.94625,3628.22625,3609.92,3599.16625,3580.50625,3575.4025,3525.47625,3520.3,3549.5775,3621.88375,3554.68125,3494.1275,3484.8575
"W3",9792.53875,9915.0625,9813.1525,9566.0125,9656.83625,9938.135,9896.8625,9736.66625,9683.49875,9955.1225,9978.16875,9809.71,9686.325
"W4",2175.7525,2253.135,2356.92,2641.53,2484.56125,2735.35,2606.8025,3352.115,2841.5675,3007.085,3324.17625,3913.6225,4368.92125
"W5",1604.77,1634.43375,1634.5375,1722.29875,1718.07375,1898.175,1744.585,2132.04625,2179.49625,1881.07875,2129.64,1560.86,1311.11625
"W6",522.767375,574.358375,551.872375,641.03575,655.684625,805.356375,728.699,844.062625,1299.8575,1097.27625,983.837125,813.840625,692.333
"W7",3493.15875,3047.08,2756.21125,2318.6625,4578.8225,3190.6825,3082.93875,2246.5975,7101.76,7392.20625,3738.32125,2815.7775,3018.07125
"W8",3888.8775,4462.635,5411.46125,4232.5125,6382.835,5260.55,5235.44125,4005.28625,4815.2825,6663.5975,4281.2425,3279.7,3146.0825
"W9",8137.6775,7968.35375,9014.575,8551.35,9567.63375,7891.28875,8288.505,9913.65625,9947.00375,10044.08375,7969.225,7333.96125,7225.93125
"W10",5032.78125,5024.82875,4931.29125,5422.94125,5346.6975,5329.705,5356.66,5344.69625,5300.70625,5109.60875,5030.95125,4919.8825,4805.72375
"W11",369.73525,345.29125,358.2015,353.23725,400.882,468.31025,361.552625,366.361625,390.601,428.727875,391.804,363.58975,394.99575
"W12",1040.85375,1066.50625,1074.90125,1076.29125,1066.535,1059.07,1056.315,1042.7025,1037.975,1033.7425,1047.57,1055.7725,1051.15375
"W13",2332.06375,2351.02375,2364.3825,2400.53625,2393.5125,2436.68875,2495.26,2507.61125,2492.24375,2404.56,2514.88375,2582.50125,2606.53125
"W14",2298.01625,2341.1425,2347.41625,2325.3025,2384.15375,2444.83625,2443.6925,2464.385,2504.7875,2469.50875,2525.42375,2684.52125,2425.7025
"W15",4360.22375,4663.29375,4814.86625,4448.63875,4201.98375,4557.97875,4299.73875,4164.3175,4007.67125,3635.21375,5081.64875,6908.8225,4387.4625
"W16",4296.07875,4608.0125,4763.5575,4428.54625,4182.8,4506.22875,4263.83,4167.86125,4352.04375,4260.0975,5157.85375,7056.25125,4389.27875
"W17",11985.35,11978.975,11953.8375,11921.3625,11937.2125,12023.45,12013.85,12079.7875,12017.1375,11925.125,12000.075,12021.075,11984.575
"W18",4350.03875,4348.17,4378.375,4387.5375,4406.1675,4302.3725,4333.92875,4305.13125,4308.6575,4339.11125,4364.6425,4337.74875,4337.92625
"W19",2852.45875,3281.05,2725.765,2874.0375,2701.05125,3765.2475,2987.075,3201.62,3694.36,7531.51625,6963.02625,4167.135,3084.69875
"W20",3975.97375,4264.13625,3882.13375,3817.5125,3005.6825,4185,3969.47,3758.41125,2726.86375,3595.0675,5489.5525,4593.38125,4127.9575
"W21",2383.00375,2208.075,2175.685,2686.32875,2964.20125,2577.29,2251.8925,2747.6425,3503.11625,3427.98125,3360.33375,2322.73125,1933.1575
"W22",3302.7225,3416.43,3173.09,3061.43875,2715.2875,3443.80625,3037.15875,3768.58875,2518.915,3017.16,4406.87,3638.4275,3089.845
"W23",741.25075,756.621625,754.528125,726.971125,551.62175,776.864875,744.810375,743.667625,538.0985,753.1945,1049.47875,913.374,792.03825
"W24",6958.2,8213.6275,7044.2375,6897.6175,6468.57625,12838.875,7794.68875,7350.2125,7354.6275,20857.0875,18693,10425.97875,7026.3125
"W25",1433.79375,1688.17125,1972.04875,2274.71625,2352.31125,2707.69875,2381.72625,2504.66625,2603.5775,2717.71,2824.08625,2187.53,1959.62375
"W26",2880.6175,3150.95375,3107.93875,3681.9175,3553.1625,4185.33375,3899.7975,4372.0625,4592.6075,5323.21,8147.8225,3969.15375,3696.34625
"W27",1991.6925,2614.49375,2001.42125,2594.7525,2676.23,3046.18875,2486.14875,3296.38375,3594.005,4196.66375,4155.72375,2696.07,2444.05875
"W28",5372.52125,4642.82375,5037.59375,6197.40125,7346.61,6080.37875,5349.43375,9080.885,13890.8125,11519.275,9442.3,5867.66,5409.75875
"W29",907.357125,1072.86,956.62925,987.288875,1001.107625,1465.60625,1269.06125,1228.96625,1053.39375,1636.96,2073.51875,1258.9525,976.885875
"W30",3679.90375,3910.4725,3529.665,3907.9625,3985.43375,4510.31,4064.0625,4718.965,6765.5575,5275.4625,6177.53875,4674.41375,4182.51125
"W31",863.3405,959.777875,1074.78,1304.6875,1454.475,1620.2575,1312.1125,1862.4725,1987.25375,1834.0325,1641.16875,1270.41625,1128.2925
"W32",4849.13875,4275.69,5563.43,4759.2125,6499.84625,5157.6025,5788.37,6476.00125,7314.2975,6742.0825,6337.57125,5016.70625,5229.545
"W33",1719.46875,1661.6225,1901.45,2106.55875,2777.80375,2029.3,2130.23125,2771.14875,3496.0725,3406.375,2208.91125,1896.70875,2114.60375
"W34",1534.7775,1474.7025,1559.62625,1409.34125,1998.27125,1803.2425,1875.72125,1530.5675,1772.36625,2526.4,1698.22625,1421.3975,1471.1275
"W35",1193.41,1204.2325,1194.89875,1056.35,2106.10125,1854.135,1396.19,1097.119625,1188.3275,2418.32875,1992.05375,1451.33375,1547.19875
"W36",16148.475,14593.025,13365.0375,14697.2125,12474.3,10693.125,12368.325,15399.2875,19236.8375,16462.025,13078.35,13594.525,17356.4
"W37",2924.035,2965.6975,2973.54625,2962.57125,2996.58,2992.16875,2995.40875,2989.215,2970.47625,2970.575,2984.65875,2959.585,2995.05375
"W38",3188.4225,3223.64,3188.34875,3185.395,3179.38125,3209.79125,3214.145,3263.65,3252.825,3262.1525,3288.2575,3238.50125,3263.80875
"W39",5835.62625,5831.24625,5820.12625,5776.58875,5756.96125,5757.69875,5769.59875,5821.425,5805.57125,5789.9775,5836.31625,5845.08875,5834.09
"W40",5832.2275,5822.57375,5805.8475,5753.84875,5742.18625,5734.45125,5763.1275,5768.11625,5750.18,5781.4825,5815.51625,5793.6425,5764.5925
"W41",6187.66625,6254.97,6279.8825,6192.53,6205.44125,6081.59875,6126.62,6222.665,6290.5425,6316.2325,6346.755,6346.34375,6318.59125
"W42",6158.21125,6265.79625,6280.87875,6210.07875,6187.3825,6120.79875,6092.3225,6199.7325,6308.67125,6359.1775,6316.5375,6376.78375,6292.2875
"W43",6192.09625,6258.25875,6237.17,6172.6025,6177.94375,6091.805,6101.115,6197.815,6310.36,6340.9575,6301.965,6302.64375,6271.77
"W44",5843.31875,5827.07625,5797.235,5773.83125,5761.98625,5750.56375,5770.5925,5782.26375,5834.13875,5799.1225,5829.755,5814.35125,5788.0325
"W45",2990.7375,3033.095,2996.345,2963.3225,2897.01375,2958.57,2972.89625,3013.38,3024.16625,2984.27125,3033.4675,2984.9325,2924.95625
"W46",3360.96625,3490.31375,3439.3175,3322.375,3291.1375,3222.59375,3235.6925,3210.94625,3233.4725,3221.80375,3276.76875,3332.92,3249.02875
"W47",2973.91125,3027.55375,2978.0475,2940.89375,2881.9525,2936.08625,2947.26625,2995.75875,2994.1775,2965.485,3009.11125,2967.32125,2896.8675
"W48",3118.04,3140.39625,3077.3875,3049.7175,2973.5875,2938.0125,2932.00625,2893.475,2924.51375,2936.92375,2982.43125,2924.005,2906.44625
"W49",3295.27125,3374.44,3319.525,3294.115,3221.8075,3279.255,3265.19875,3273.20625,3292.4075,3297.82375,3331.9725,3308.09375,3188.8075
"W50",3317.33875,3371.66125,3339.28125,3306.09875,3233.32875,3290.2475,3276.5475,3272.98,3250,3279.37,3319.85125,3285.98125,3180.53
"W51",6564.49125,6622.9875,6598.85625,6502.89625,6446.36625,6452.7,6414.9025,6441.74375,6374.87,6413.64375,6474.5125,6544.8475,6511.045
"W52",7152.63875,7268.3275,7187.795,7005.0275,6870.235,6928.3975,6982.46375,7022.38375,7053.675,7031.99125,7118.725,7219.1975,7160.49625
"W53",1901.4975,1962.4475,1745.8125,1787.89125,1872.55875,1851.89,1955.72,1992.54625,2002.90875,1838.18875,1997.7325,2060.76875,2051.66875
"W54",2505.61375,2515.335,2464.4075,2468.1075,2455.2675,2486.45875,2502.37875,2520.28,2555.94375,2569.4475,2610.965,2603.1375,2569.895
"W55",4744.8325,4709.135,4739.925,4550.45375,4392.58625,4294.43625,4264.625,4042.84375,3970.685,4066.3175,4045.52,3831.70125,3729.61875
"W56",3030.69375,3070.34125,3121.03375,3192.21,3298.10875,3334.74,3431.79375,3513.36625,3567.615,3667.07,3724.5425,3708.0325,3764.1725
"W57",2122.57125,2050.73125,1951.28625,1893.57125,1840.6725,1783.405,1749.7925,1695.135,1612.90375,1553.545,1522.76625,1508.31875,1485.31875
"W58",3393.42375,3323.0625,3317.54125,3265.39875,3228.1175,3217.77,3279.01125,3267.73125,3250.12625,3236.37,3139.87125,3071.09,3037.22875
"W59",2132.54625,2081.435,2348.55875,2366.35125,2691.44625,2507.425,2523.7075,2518.645,2661.83625,2025.9,2126.4,2246.58125,2149.795
"W60",8942.7475,8901.70625,8994.4575,9080.915,9177.0775,9184.71625,9209.33625,9229.5725,9206.7075,9199.30875,9276.41875,9251.1775,9358.3575
"W61",9905.9275,11815.3375,11827.325,10565.3375,10369.3125,11252.825,11395.1,11079.675,10859.6125,10358.8875,10439.175,10717.325,10653.1375
"W62",7196.29125,6981.9825,6962.27125,7000.94,7022.4775,7108.5575,7107.78,7212.87625,7280.93125,7552.1925,7561.14375,7630.12,7606.00625
"W63",5977.42375,6138.62625,6117.66625,5905.3025,5887.47,6177.8475,6197.64375,6317.70875,6303.14125,6455.605,6484.16625,6625.90375,6567.39625
"W64",12639.7,12171.4625,13015.0875,14224.4625,14397.225,12453.4625,12796.0625,13876.4625,14471.7875,12680.5625,13191.3375,14791.8625,15946.1125
"W65",18005.4875,17360.15,18318.8,19768.75,20044.4625,17770.175,18084.7875,19285.4,20086.25,18119.8125,18623.9,20383.025,21753.4625
"W66",7538.40375,7591.76375,7503.77375,7323.90375,7412.37875,7671.0775,7617.30625,7484.825,7497.06875,7684.69125,7702.2525,7507.09125,7405.845
"W67",13247.3875,13332.8375,13497.6375,13631.8625,13651,13620.6625,13545.775,13695.175,13564.9875,13552.975,13606.0375,13771.4625,13775.475
"W68",6916.58125,6910.56125,6905.77125,6869.6425,6864.01875,6773.53125,6780.865,6710.66125,6688.21375,6672.0525,6650.99625,6666.71,6694.815
"W69",6886.74375,6898.42375,6887.3825,6891.41875,6755.4575,6804.42375,6789.39625,6673.7875,6657.81,6702.76125,6692.93,6672.2175,6696.80875
"W70",2598.40375,2580.18125,2567.40375,2564.9425,2572.62875,2565.90375,2606.26625,2633.2025,2621.24125,2625.20375,2599.86,2583.795,2588.18
"W71",1972.0225,1923.23625,1923.79125,1941.00875,1945.8075,1924.74625,1941.14375,1921.08125,1921.855,1889.29375,1903.3,1907.14125,1911.52
"W72",1963.02,1938.13875,1927.67375,1941.73375,1946.925,1929.90875,1951.8375,1927.69375,1940.2475,1912.6575,1905.33,1913.33875,1938.60375
"W73",1952.02125,1935.205,1934.10125,1939.64625,1931.07875,1925.75,1925.80875,1916.1125,1927.40875,1905.06,1897.97375,1912.33625,1930.045
"W74",4439.325,4358.03875,4468.9925,4882.48,3955.64875,3978.395,4342.88,4269.84125,4047.25,4225.64,4859.495,5956.7775,5986.12375
"W75",24527.4125,24669.525,26498.25,26022.975,25530.4375,24975.8375,25323.7125,24147.45,24508.9125,25289.85,25833.95,27627.4,25492.525
"W76",518.922875,545.395625,558.63675,552.669375,447.787375,467.7555,491.967875,499.510625,498.892,512.363875,517.42025,522.982875,518.8045
"W77",3324.99375,3863.27,3424.17125,2649.60125,4109.2175,4775.0925,5232.49625,4841.64375,4745.5025,4011.09875,5001.19,5125.8125,4819.6575
"W78",3444.49375,3607.0775,2917.995,2888.52,4037.04,4656.6625,4677.00375,4723.72375,4760.4175,5256.49125,4846.08375,5389.39875,4497.33125
"W79",1445.53125,1364.105,1457.9875,1481.75375,1471.1375,1462.795,1425.01125,1426.44,1458.9425,1426.82375,1458.3275,1492.8125,1537.07
"W80",1360.70625,1456.71125,1474.195,1469.57875,1491.7825,1421.7275,1421.0125,1463.07375,1434.26625,1449.71625,1475.9825,1518.485,1578.16
"W81",24624.6875,25033.975,26246.55,27064.875,26007.85,25851.7375,25408.1875,25442,24512.9875,25540.8,25802.9875,27568.95,27334.2875
"W82",4433.13875,4462.665,4434.285,4413.67875,4420.6825,4448.1225,4466.19,4420.165,4451.49625,4491.7025,4455.17625,4473.785,4497.58125
"W83",6063.66625,6053.64375,6062.08,6059.6825,6080.14375,6062.8025,6082.7425,6097.9575,6099.2525,6127.345,6121.92375,6106.81875,6055.99875
"W84",5982.95125,6051.9125,6050.55625,6058.9025,6027.77625,6053.7325,6111.8825,6114.78125,6083.5575,6084.8625,6103.4275,6066.79125,6006.8825
"W85",17242.175,17236.95,17221.85,17110.075,17075.05,17123.9875,17112.0375,17196.0625,17172.2625,17107.9625,17160.0875,17023.65,16908.25
"W86",17323.7375,17259.875,17147.2,17223.2,17099.1875,17153.6875,17186.25,17159.9,17177.825,17149.475,17083.975,17076.2625,16967.9125
"W87",1083.3975,1083.64375,1082.97625,1084.31,1086.46125,1087.915,1093.1675,1087.585,1094.03625,1091.8175,1087.5475,1085.5075,1075.9725
"W88",12070.825,12090.7875,12006.8875,12022.7625,11964.1,11937.8625,11954.4625,12122.4375,12071.9875,12072.525,12200.225,12347.3375,12395.3125
"W89",1249.26125,1281.3225,1259.285,1286.56,1331.3175,1331.03625,1243.5325,1252.7,1266.535,1283.325,1260.7325,1241.45,1216.72125
"W90",1916.7975,1910.58,1932.4825,1927.345,1931.88625,1932.295,1927.8975,1932.11125,1922.65625,1930.51875,1924.88125,1935.6825,1869.72625
"W91",20233.4375,20403.925,20612.2375,20333.475,20592.3,20568.5,20496.4125,20552,20436.05,20629.1875,20478.4125,20483.7,19953.175
"W92",24308.65,24718.575,24425.025,24523.65,24696.1125,24685.6125,24250.3625,24161.9,24265.6,24580.075,23840.3875,23319.3,22044.1
"W93",1739.485,1728.605,1728.435,1731.35125,1752.9875,1755.8,1744.67875,1737.43,1749.90125,1756.98625,1748.56125,1751.45125,1750.895
"W94",1749.835,1735.3625,1725.715,1749.8775,1770.61125,1780.27875,1805.905,1818.98,1782.33375,1753.705,1738.2225,1708.1775,1698.5425
