"id","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49"
"H1",619.491,557.92775,523.988,494.784625,475.985,465.825875,465.763125,491.021875,497.652,537.604375,584.92875,648.32625,720.53,773.859125,810.29225,824.427125,835.03575,824.395125,824.45875,805.193,774.30025,753.8995,726.306875,681.25175,610.7295,548.202,510.853,480.829,462.9015,451.183125,452.914625,471.831375,483.381,524.35625,577.490125,652.61225,732.52025,795.0095,837.834375,866.1225,863.195875,837.707125,826.666125,806.972,784.5645,741.79525,723.2355,673.415875
"H2",2795.9425,2484.7025,2257.55375,2070.93375,1932.935,1913.5125,1876,1940.91375,2067.355,2218.835,2400.10625,2609.5375,2857.8725,3086.4,3285.73625,3471.02125,3595.4025,3706.53125,3783.1225,3800.3275,3715.2425,3526.465,3319.3425,3195.38875,2892.465,2554.315,2293.61625,2088.46875,1965.05875,1861.205,1847.47625,1907.99,2033.1975,2261.18125,2521.20875,2781.6675,3049.05,3332.875,3570.15125,3741.005,3880.90375,3937.975,3983.255,3976.22875,3877.3825,3659.295,3444.91,3271.8875
"H3",1459.885,1396.94,1252.2925,1122.09375,1030.64,971.489125,941.70975,909.048125,929.76025,985.159125,1070.13875,1156.8225,1212.93375,1255.15,1307.44375,1347.21625,1390.10625,1427.295,1465.85,1491.06,1525.21625,1528.60375,1504.12375,1454.99875,1419.0775,1377.1675,1241.325,1116.555,1003.185875,945.3655,915.049375,891.002875,906.810625,954.297125,1030.8775,1105.13625,1175.02375,1217.0775,1259.14,1292.405,1328.58,1348.3975,1384.145,1423.74,1440.68625,1447.6175,1415.825,1371.08375
"H4",5357.33125,5115.33625,4742.0025,4350.89875,4029.16875,3792.35375,3585.54125,3472.995,3446.8125,3495.81375,3595.62,3782.31125,3971.39125,4189.08,4440.29375,4658.57375,4865.3175,5131.28375,5373.6675,5632.295,5814.57,5877.08875,5748.615,5628.3425,5486.4975,5211.76875,4828.03875,4472.9375,4206.02,3972.15875,3780.8175,3681.71,3659.69625,3711.55125,3752.37875,3868.04625,4017.53625,4222.10625,4435.95875,4640.25875,4808.73875,5018.325,5225.59625,5401.405,5537.99625,5481.77625,5284.32,5159.9075
"H5",3572.5125,3247.86875,2805.8625,2421.245,2146.80125,1982.6525,1871.5325,1794.065,1802.1825,1882.5925,1973.7725,2117.15125,2252.08125,2370.53125,2638.8575,2811.485,3017.20375,3224.49625,3423.42125,3560.545,3673.32375,3754.1175,3624.6125,3399.195,3142.10625,2926.84,2580.15875,2269.225,2043.59,1888.48,1793.02125,1723.87875,1728.53125,1795.30125,1864.51,1993.475,2122.5975,2279.97375,2437.5225,2606.8825,2826.225,3072.5275,3307.39125,3513.7175,3679.07125,3782.06125,3706.88125,3512.22625
"H6",5149.51,5337.97375,5681.865,6010.4325,6297.23625,6502.32,6671.41625,6807.3675,6941.40375,7100.36875,7184.90625,7219.08625,7325.44125,7385.095,7289.75625,7103.54625,6884.53625,6738.14375,6357.69875,5860.88375,5517.77875,5246.9025,5030.5925,4927.525,4940.73625,5024.025,5158.1325,5449.4525,5833.28375,6130.79,6318.67625,6493.57625,6636.2425,6736.16875,6824.9975,6880.905,6935.86,6996.9725,6935.24125,6832.94875,6671.01875,6502.0675,6121.63375,5671.77375,5325.11125,5025.45625,4866.4775,4793.32375
"H7",48656.775,47066.6125,44321.9375,40061.4875,36107.5375,33386.375,31890.8875,30828.05,30462.125,30721.925,31645.625,33351.65,35696.8375,37709.625,39778.1,41787.075,43600.9,45223.7875,47438.375,49046.65,50316.2125,51260.6875,50846.625,49318.9875,47217.8875,45901.4125,43395.85,39420.7625,35704.075,33132.675,31756.8125,30496.425,29970.275,30228.675,31118.6125,32672.1625,34992.6625,37201.85,39409.15,41766.7,43781.425,45539.5125,47510.325,49373.25,50567.05,51357.7125,50809.9875,48112.275
"H8",28912.4625,26755,25045.3875,23882.8125,23203.3875,23026.075,23807.6875,25088.8375,26367.2375,28059.975,30081.7,32357.8375,34553.375,36445.7,38138.675,39287.625,40147.975,40325.15,39388.8625,37826.3875,36382.3625,35380.8875,34371.175,31707.175,28928.1875,26477.675,24897.275,23720.525,23042.7875,22899.8375,23558.5875,24579.875,25678.5625,27275.9625,29016.2625,31098.15,33000.9625,34662.0625,36402.9625,37829.4625,38812.7,39375.5,39136.1125,37925.25,36103.675,34611.725,33476.25,30982.5125
"H9",35398.9,32569.8,30359.7375,28740.125,27635.3875,26935.275,26677.275,27362,28404.15,29773.5375,31729.025,34006.2125,36374.75,38705.6375,40589.2,42075.525,42915.1,43615.6375,43958.975,43606.375,42874.625,41738.75,40189.875,39095.7,36633.25,33822.5,31601.65,29869.675,28600.3875,27730.2875,27427.475,27888.4125,28761.6625,30226.4375,32531.75,34983.75,37589.825,40039.325,42035.4,43657.275,44349.25,44883.825,44987.4625,44423.85,43441.3375,42112.7375,40412.5125,39207.0125
"H10",462.6595,457.08875,441.975125,423.85125,410.7675,402.775625,401.076,398.387125,398.451625,399.717625,423.759125,418.144625,426.879625,439.942375,441.562,451.466,457.541,460.59925,470.9145,475.96175,471.679625,476.4085,476.786,463.751,459.679375,453.78375,441.541,423.51775,413.076,404.789375,402.505375,399.384875,399.23125,399.062,423.116375,422.323375,431.31,442.64575,449.131,451.790875,453.37225,464.5675,470.51225,469.306125,444.224625,482.176,480.747625,466.917875
