"id","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"D1",2035.1825,2027.93375,2034.9225,2034.73375,2037.0525,2037.635,2037.2525,2040.69125,2033.6175,2038.20375,2035.6325,2037.5025,2037.9525,2040.2575
"D2",2966.775,2957.0425,2971.96625,2981.185,2985.40625,2992.825,2980.81,2976.82,2970.3425,2981.6525,2984.715,2985.7625,2989.475,2983.91125
"D3",1124.35875,1122.47125,1120.23125,1120.25,1119.03125,1118.1525,1129.36375,1131.60625,1127.02375,1122.88375,1120.18125,1117.50625,1115.8675,1131.72875
"D4",1219.66125,1219.83625,1212.395,1197.8,1189.63625,1184.08625,1238.01875,1239.81625,1227.73125,1211.39625,1195.62875,1187.28625,1178.61,1253.5175
"D5",5871.385,5872.16875,5873.64375,5902.82625,5903.91,5898.89,5896.11,5889.0725,5890.4275,5893.63125,5914.80875,5912.72375,5905.7225,5902.72625
"D6",3031.72125,3076.3625,3046.99,3069.305,3084.5475,3122.58625,3116.73875,3050.75625,3083.7675,3054.57375,3069.14375,3085.94625,3119.36625,3120.87
"D7",6423.795,6349.02375,5225.82625,5294.14875,4933.46875,5717.8375,5293.19875,6230.84375,6202.02875,5319.185,5422.91625,5048.76125,5634.6475,5315.8925
"D8",1732.34,1726.5725,1739.035,1738.205,1736.35,1735.97,1739.5775,1739.8675,1734.70125,1743.58,1739.37875,1736.84,1736.99875,1741.9525
"D9",1585.94,1581.0525,1591.95875,1591.3925,1589.54125,1588.59875,1590.955,1591.6825,1587.9425,1596.39875,1593.2175,1589.7575,1588.20625,1592.47625
"D10",2629.275,2634.7375,2632.25625,2640.35125,2644.14,2640.79375,2629.89375,2641.975,2646.28625,2637.9175,2641.31,2645.0425,2642.52625,2635.2825
"D11",2437.78125,2437.37125,2434.23875,2441.17375,2421.27375,2435.1025,2451.535,2444.22625,2443.4525,2441.1475,2443.79625,2423.9675,2436.01125,2450.88375
"D12",3677.0175,3663.41875,3692.24375,3687.85625,3675.94125,3698.06625,3680.77625,3688.105,3678.93375,3700.1375,3691.86875,3678.595,3696.66125,3684.16
"D13",7204.7475,7210.38625,7233.5425,7331.28,7310.52375,7252.125,7270.86375,7237.04625,7246.40625,7261.89125,7332.9725,7306.55375,7250.89,7277.09
"D14",5664.8025,5673.3725,5654.3825,5672.56375,5697.91625,5721.45625,5699.86125,5690.1675,5693.19,5670.49375,5680.5425,5701.2775,5718.8075,5704.4025
"D15",8369.54125,8768.10625,8364.1975,7825.6675,7977.32625,8108.71875,8016.00125,8328.735,8673.30875,8369.5325,7883.83125,8042.40375,8109.15,8000.29
"D16",3083.36125,3082.01625,3066.53625,3093.915,3086.435,3060.43375,3086.73,3095.09125,3089.72875,3076.48,3096.6425,3087.88,3065.785,3090.55
"D17",4046.74,4047.4775,4063.725,4071.0125,4068.0875,4072.3175,4053.1625,4058.2225,4060.92,4074.94,4073.205,4067.77625,4070.3525,4054.12375
"D18",9576.285,9591.73125,9644.86875,9575.99125,9575.9475,9580.455,9574.64875,9604.8975,9613.54875,9664.70625,9586.1,9582.1,9584.19,9577.415
"D19",2677.805,2689.01,2708.90125,2689.42375,2756.5925,2715.52625,2701.74625,2689.62625,2701.27125,2718.31875,2693.575,2755.01125,2714.6375,2702.6525
"D20",10851.625,10826.525,10867.6125,10861.5375,10876.4,10887.4125,10877.4,10883.7,10864.275,10894.975,10877.775,10884.55,10887.75,10885.5375
"D21",2666.24,2678.205,2696.095,2673.525,2743.0575,2702.67125,2690.35875,2677.1575,2690.39125,2706.77125,2678.56125,2739.95,2700.39875,2691.05625
"D22",2847.9025,2868.05,2899.99,2898.22625,2919.065,2897.75625,2870.96625,2864.615,2878.68,2908.73125,2898.09875,2916.52125,2896.00375,2873.1725
"D23",1915.86375,1927.22,1942.525,1943.5725,1952.38375,1933.49875,1931.0175,1919.29125,1930.38125,1948.8175,1944.28375,1951.32,1932.29,1929.68
"D24",2539.815,2558.78375,2587.1925,2587.335,2602.16875,2583.675,2560.12125,2555.8275,2567.935,2595.13,2586.53625,2599.83375,2581.71,2562.03375
"D25",1587.1375,1595.88125,1607.8475,1609.0425,1614.89375,1600.205,1599.54375,1591.81125,1599,1611.44375,1608.4925,1614.19375,1600.745,1600.0625
"D26",2363.2975,2380.5275,2407.00625,2406.5125,2420.5925,2403.26875,2380.7025,2377.33,2389.71625,2413.24375,2407.64625,2419.66875,2403.26875,2384.96
"D27",1707.77875,1717.57875,1731.5375,1733.06125,1739.8725,1723.54875,1722.70375,1712.77375,1720.13125,1735.65,1731.905,1739.6425,1725.16375,1723.50125
"D28",427.168875,430.5365,430.358625,429.5345,429.73025,425.43325,425.461375,427.707125,431.261375,431.875,430.227125,430.326875,425.882375,425.66425
"D29",6413.81625,6454.675,6416.45625,6425.57125,6442.66875,6444.29875,6423.70375,6424.91625,6468.01,6429.97625,6433.02125,6442.68875,6443.435,6424.0125
"D30",613.34925,617.759125,617.655625,617.123,617.6765,611.752625,611.37575,614.0365,618.658375,619.605,618.456,619.029375,612.983875,611.964625
"D31",2125.12125,2095.40875,2109.01875,2129.79875,2166.4725,2133.29375,2132.0025,2128.6175,2101.25875,2117.175,2134.52625,2166.49,2133.51625,2133.36625
"D32",1928.25625,1901.765,1916.04125,1932.5875,1963.05125,1932.9875,1933.32875,1932.10125,1908.3325,1923.4625,1936.45,1962.59875,1934.2725,1937.63125
"D33",6696.21125,6687.73375,6843.36,6817.34875,6800.22875,6794.1625,6781.965,6725.835,6734.24375,6867.6375,6829.575,6805.29625,6788.84625,6783.2025
"D34",2276.8025,2275.02,2299.1775,2297.87875,2294.95125,2289.81875,2287.725,2282.62125,2280.6325,2306.36375,2299.9875,2294.88625,2288.6975,2285.58125
"D35",1665.625,1675.4025,1663.71375,1663.37375,1653.6825,1664.9025,1668.88875,1677.25,1685.49125,1670.16,1664.04375,1650.68875,1663.97875,1671.7025
"D36",3788.34125,3780.16625,3772.345,3765.75375,3842.98,3812.83625,3795.0325,3796.49875,3790.74625,3783.79625,3775.18125,3841.555,3812.13625,3797.24625
"D37",2458.7,2497.14625,2488.2925,2508.15625,2535.5625,2488.25625,2452.40125,2465.5025,2504.365,2496.73625,2507.1975,2532.2175,2486.93625,2454.3275
"D38",2255.58,2322.045,2260.89125,2334.23625,2372.2375,2272.29625,2301.2125,2268.03375,2327.36,2269.605,2336.8975,2364.6275,2273.13875,2300.5475
"D39",2466.95375,2474.88625,2498.87125,2525.41,2575.81125,2533.14625,2534.25,2480.9175,2493.13125,2507.5725,2534.46,2571.71125,2529.27625,2534.6375
"D40",3923.27875,3934.7,3960.0325,3953.8875,3938.715,3915.0225,3913.18875,3934.80375,3947.75,3972.2325,3958.68375,3939.41375,3912.535,3915.735
"D41",6599.91625,6682.7875,6393.00125,6468.66875,6533.65,6572.635,6558.99,6635.55,6697.2225,6437.685,6502.34,6540.7175,6581.72625,6560.7925
"D42",7024.64,7083.7375,7076.57125,7084.845,7070.135,7110.09,7010.52625,7060.01125,7103.20375,7072.97,7079.18,7062.7125,7106.26625,7020.6425
"D43",1127.75375,1128.56375,1132.52625,1131.20375,1123.6125,1124.32,1128.96,1131.4475,1131.145,1134.75,1132.1925,1123.56125,1124.35375,1129.6825
"D44",8561.16375,8575.3725,8577.11,8578.71,8579.7575,8626.395,8610.91125,8587.00375,8598.60375,8595.9925,8586.71375,8586.6,8631.18,8625.05625
"D45",1119.84375,1120.07375,1124.01625,1122.81125,1126.93875,1126.52875,1124.575,1123.65125,1124.07875,1127.04625,1124.40125,1127.84,1126.8,1125.90125
"D46",10093,10116.7375,10232.475,10162.3625,10243.775,10234.8625,10211.5375,10162.975,10179.3,10259.15,10176.075,10248.5375,10242.2125,10235.875
"D47",1020.11875,1023.1275,1023.17,1018.475,1019.895,1021.0975,1013.55375,1022.56625,1024.56,1024.5975,1020.42375,1021.17125,1022.0775,1015.21125
"D48",10479.825,10514.375,10558.5,10543.2875,10458.4625,10443.05,10487.575,10513.3875,10538.25,10574.925,10552.9125,10467.925,10454.3625,10498.5
"D49",11083.1,11103.975,11149.9625,11130.65,11042.825,11040.0375,11087.6125,11122.125,11134.6375,11175.0625,11134.5,11050.3875,11044.0375,11100.725
"D50",9871.68375,9911.9925,9990.64625,9936.54375,10008.82,9993.5975,9944.66375,9887.7375,9923.28625,9997.985,9954.7675,10026.38,10015.23875,9984.41875
"D51",1016.075,1019.835,1030.27375,1023.40125,1031.2525,1030.62875,1027.6875,1022.39,1024.88625,1032.56875,1024.88625,1032.01125,1031.1275,1030.2925
"D52",2898.15125,2897.47625,2939.2175,2897.39125,2887.08875,2888.82625,2896.17125,2907.35,2904.99125,2943.22375,2896.265,2885.89375,2887.76,2898.985
"D53",1106.165,1106.1125,1111.5325,1109.52875,1111.48,1113.1175,1111.8375,1109.75,1109.91375,1114.89625,1110.85625,1112.2575,1112.97125,1112.34125
"D54",2830.575,2841.85375,2839.2125,2847.42375,2840.3025,2838.46125,2830.61125,2839.08875,2850.3125,2847.89375,2850.48625,2842.36625,2839.3725,2831.01375
"D55",1080.3025,1080.895,1079.94125,1081.38,1081.19875,1084.64,1082.02,1084.58625,1084.51375,1083.3825,1082.71625,1081.27,1085.4,1083.61
"D56",10496.5875,10495.35,10550.35,10534.7375,10579.65,10581.8,10580.5,10535,10528.825,10577.9375,10547.425,10589.475,10583.0375,10592.5625
"D57",1714.49,1718.355,1723.035,1716.38625,1709.44875,1710.7575,1720.415,1721.53625,1724.24125,1727.09375,1716.08625,1710.55625,1712.445,1723.12375
"D58",1674.36125,1687.125,1686.6225,1687.7425,1679.75875,1671.095,1680.35625,1682.06625,1691.40125,1692.05375,1689.12,1680.72625,1671.905,1681.62875
"D59",4919.135,4935.8575,4979.9225,4960.9225,4932.07875,4953.985,4934.10625,4939.09125,4957.92625,4994.59625,4966.37,4940.80375,4957.41625,4938.415
"D60",4123.18125,4096.4375,4102.1725,4102.04625,4093.97625,4115.315,4086.61875,4127.755,4107.88875,4111.1175,4105.32875,4094.5825,4115.89375,4091.05625
"D61",3703.27125,3710.5975,3667.83875,3693.87625,3661.65875,3682.0725,3680.0375,3697.20375,3705.25875,3676.22375,3699.10125,3670.00125,3686.355,3679.7625
"D62",5720.42875,5721.12,5695.09875,5696.65625,5658.27125,5663.76,5675.68625,5740.085,5734.06625,5707.84125,5696.0625,5670.7,5671.36875,5687.17375
"D63",4731.76875,4705.59875,4713.75625,4729.77875,4728.1475,4737.085,4726.31375,4740.4825,4718.88375,4729.38125,4738.045,4732.10875,4739.7025,4726.48625
"D64",1047.2925,1057.45,1059.81125,1050.2775,1045.5075,1062.56625,1056.74125,1052.05375,1059.93,1062.35625,1051.5425,1045.3925,1062.11375,1056.725
"D65",3558.9,3577.84125,3545.04625,3552.66375,3546.2375,3586.95875,3566.3225,3574.88125,3587.135,3558.43375,3563.25875,3549.695,3589.81625,3571.31625
"D66",1425.65625,1404.67625,1395.18875,1388.94125,1400.18625,1393.63,1401.07,1429.00875,1406.2125,1397.465,1389.70875,1402.5875,1397.00625,1403.8625
"D67",5134.51875,5167.585,5075.4075,5145.37,5103.84875,5095.1625,5152.8225,5152.53875,5174.20375,5092.32875,5139.83875,5108.345,5101.18375,5162.45875
"D68",5542.56,5576.67625,5543.11125,5566.72375,5593.6125,5547.25625,5554.845,5570.7,5597.52625,5559.8425,5572.11,5587.22125,5547.0175,5565.0125
"D69",3956.945,3951.23125,3969.4475,3961.26125,3960.27625,3973.24375,3971.69625,3967.205,3960.12,3976.255,3966.165,3966.035,3976.36375,3976.48875
"D70",3984.7075,4124.425,4114.45125,4070.50375,4042.12625,4024.61125,4035.82375,3972.905,4151.85375,4136.59,4082.01875,4041.27,4011.24375,4016.0725
"D71",2546.4025,2545.12625,2542.38,2529.2,2532.9275,2535.5025,2538.78125,2553.075,2550.865,2546.1625,2532.23625,2536.54875,2537.73875,2539.8525
"D72",1917.75125,1921.9175,1924.495,1916.21375,1908.66125,1912.5,1923.57125,1924.03125,1927.44875,1928.8775,1916.425,1909.5325,1913.26,1924.86625
"D73",1027.3825,1030.48125,1030.595,1025.565,1024.68375,1027.2075,1021.22625,1030.70875,1032.12125,1031.95875,1026.91625,1025.5325,1027.4575,1022.77375
"D74",1666.99125,1665.07375,1665.64,1676.395,1677.78125,1678.86625,1676.71125,1673.58375,1671.06375,1670.15375,1679.42625,1680.8075,1682.4125,1680.44375
"D75",1646.53125,1654.4825,1654.74,1650.73625,1650.02125,1654.21625,1645.83125,1649.63,1656.3725,1657.6925,1652.5675,1651.59625,1655.08125,1646.5
"D76",1803.10625,1807.22375,1813.83625,1813.87625,1820.505,1807.75,1814.115,1812.595,1815.245,1819.69,1818.7275,1824.63,1812.9475,1818.44875
"D77",1941.68375,1947.605,1946.47125,1950.00375,1949.10375,1947.1125,1944.03875,1947.8325,1952.86125,1951.8775,1952.7975,1949.4875,1948.25125,1944.44875
"D78",3191.21125,3228.4775,3219.5475,3233.03875,3246.55125,3262.39,3204.9375,3208.655,3239.05875,3227.7725,3237.09375,3243.83625,3258.97625,3213.5975
"D79",9962.8125,9983.43,9990.41625,9946.82625,9931.8625,9961.535,9913.76,9995.85875,10002.14125,10005.48125,9958.83375,9935.1825,9966.4475,9927.16875
"D80",2489.8375,2497.26625,2506.65125,2504.3225,2516.7025,2504.50625,2506.4375,2502.32875,2506.61375,2512.02875,2510.28625,2521.265,2511.58125,2512.38375
"D81",1573.03125,1575.98,1571.475,1564.04875,1569.33,1571.795,1568.85125,1577.85875,1579.455,1574.6,1567.225,1570.53875,1572.63125,1569.6375
"D82",1108.45,1110.6775,1114.57875,1113.085,1104.4425,1104.56375,1109.495,1113.1475,1113.42,1117.03625,1113.7225,1104.45375,1104.695,1110.49625
"D83",2929.18125,2928.7975,2967.445,2921.2175,2922.66,2919.10375,2925.92375,2936.78375,2934.0375,2971.99,2920.94875,2919.5175,2919.2075,2929.67375
"D84",1724.05125,1728.33375,1730.485,1731.9475,1730.02,1731.06375,1731.43375,1727.95875,1732.415,1733.94,1732.60875,1729.975,1731.50875,1732.47875
"D85",6445.26125,6369.3825,6376.85875,6389.6225,6437.37375,6392.27875,6334.555,6453.11,6372.77,6384.1525,6398.40625,6434.0575,6400.85125,6357.89
