Q1,6929.0175,6802.7435,6902.3605,6894.9515,7020.3995,6900.6965,7004.7415,6983.668
Q2,7123.2365,7090.305,7191.966,7192.5244999999995,7238.014,7227.0915,7339.231,7312.6225
Q3,7224.9415,7164.775,7209.912,7189.0824999999995,7266.622,7226.713,7274.4974999999995,7237.0125
Q4,7729.943,7761.845,7794.811,7778.7345,7809.257,7851.931,7888.8165,7864.5545
Q5,957.997,839.57055,1138.704,1385.089,979.4766999999999,854.08365,1149.5115,1392.7125
Q6,9819.4375,9728.747,9823.3095,9869.1275,9870.2745,9781.456,9878.122,9928.635
Q7,3374.5635,3358.1005,3353.6795,3366.252,3378.0905000000002,3359.5545,3354.6875,3372.4955
Q8,2599.0225,2558.281,2602.0190000000002,2632.137,2613.217,2572.1045,2612.043,2643.5805
Q9,2498.696,2472.9945000000002,2488.5095,2496.82,2490.524,2466.7095,2484.4845,2498.336
Q10,2560.5295,2539.852,2563.84,2559.1245,2557.1725,2540.9415,2567.6435,2564.6910000000003
Q11,1169.781,1161.731,1157.4235,1157.044,1171.0815,1163.5305,1160.311,1159.548
Q12,3156.444,2942.1425,3224.6445,3392.8605,3174.455,2948.7709999999997,3222.9895,3392.017
Q13,1764.124,1763.0695,1782.6495,1784.2165,1807.4245,1805.0695,1821.2694999999999,1823.4
Q14,12335.755,12205.95,12245.515,12556.025,12649.07,12583.725,12626.845,12916.83
Q15,1201.826,1168.9455,1265.292,1298.069,1229.548,1195.492,1291.043,1318.774
Q16,2031.821,2041.3285,2129.6965,2122.287,2102.605,2108.7705,2207.621,2198.3665
Q17,2449.23,2472.4165,2422.7035,2482.917,2477.5435,2499.829,2451.7695,2511.55
Q18,4666.021,4448.872,4899.081,4745.384,4678.9925,4441.4225,4888.5725,4731.499
Q19,5726.907,5693.7654999999995,5782.825,5799.275,5750.132,5719.3415,5809.27,5830.3445
Q20,6296.795,6300.1335,6290.5935,6368.788,6340.1605,6336.755,6329.073,6412.68
Q21,9735.058,9694.784,9783.088,9861.917,9763.0055,9724.11,9815.9695,9916.4725
Q22,5064.642,5067.108,5177.4425,5237.256,5123.054,5136.942,5248.215,5319.533
Q23,5958.951,5845.184,5996.5235,6066.973,5955.7384999999995,5847.598,5998.8355,6072.05
Q24,2306.655,2291.9805,2334.448,2324.972,2305.67,2286.153,2326.0605,2316.005
