"id","V2","V3","V4","V5","V6","V7"
"Y1",7252.54625,7297.02875,7331.2325,7373.91625,7425.05,7467.78
"Y2",1615.8775,1632.9025,1668.16375,1691.6125,1703.59375,1718.245
"Y3",8587.03375,8794.7725,9003.04875,9212.58,9443.12625,9664.72875
"Y4",9905.03875,10138.275,10370.7,10605.5625,10860.2125,11098.875
"Y5",7111.40125,7345.80125,7585.10125,7819.63625,8063.935,8298.38125
"Y6",4291.3875,4481.39375,4666.00625,4838.105,5007.9875,5176.455
"Y7",3936.89625,4085.53375,4231.04625,4357.55,4487.9175,4613.11
"Y8",2416.47125,2429.835,2438.90625,2449.07875,2457.78875,2463.975
"Y9",2328.99625,2352.84125,2371.26125,2390.60375,2408.96,2423.5575
"Y10",2388.475,2415.09375,2434.92625,2453.65875,2473.2675,2487.6875
"Y11",1505.7275,1519.51625,1530.32125,1541.615,1552.285,1560.205
"Y12",2024.44375,2067.50125,2106.52375,2145.4525,2182.485,2217
"Y13",4694.2025,4814.56375,4941.7575,5078.0825,5202.98625,5336.0175
"Y14",5122.3025,5236.61375,5358.58875,5484.81625,5599.50375,5724.7125
"Y15",5477.92625,5636.43125,5802.8925,5976.2525,6135.495,6308.0075
"Y16",2545.16375,2587.54375,2629.73,2676.27625,2718.41375,2758.8
"Y17",3854.83125,3945.58875,4041.23625,4142.0025,4230.57125,4322.68125
"Y18",3159.935,3212.855,3266.88375,3326.3625,3379.24875,3431.76625
"Y19",3183.915,3323.5575,3501.75375,3679.51875,3824.49875,3998.86
"Y20",6635.4725,6765.92,6882.595,7004.43625,7127.85625,7248.13875
"Y21",9935.53375,10339.475,10747.45,11134.4375,11524,11903.8375
"Y22",4813.7175,5028.93,5268.1275,5474.48875,5682.3025,5908.535
"Y23",10477.725,10652.125,10838.55,10976.2375,11143.225,11281.15
"Y24",9713.31625,9963.38125,10231.9875,10442.1875,10670.7,10898.1375
"Y25",2550.815,2638.56125,2726.6825,2804.2925,2884.43,2959.095
"Y26",8103.735,8424.53375,8779.72125,9093.28125,9406.04,9753.865
"Y27",1913.2475,1979.78125,2049.92125,2109.58125,2173.4025,2235.62375
"Y28",1867.55,1929.265,1992.60875,2047.8775,2106.5375,2164.17125
"Y29",4333.96625,4397.8125,4447.34125,4495.27625,4545.80125,4586.4975
"Y30",4573.97,4684.73625,4788.36875,4889.5925,4985.9825,5077.40125
"Y31",3854.5775,3886.0725,3907.78375,3927.37375,3947.43125,3955.96875
"Y32",5526.9075,5601.6725,5663.27125,5724.26,5783.90375,5831.87
"Y33",1282.6,1299.61375,1314.19625,1329.43,1342.79,1354.08125
"Y34",1716.20125,1735.365,1750.75875,1766.10625,1780.55125,1791.59
"Y35",3483.22,3553.14375,3614.48875,3675.18875,3734.6725,3787.75625
"Y36",1181.21,1192.59375,1200.9875,1209.81,1218.4275,1224.55125
"Y37",4101.65375,4178.09875,4243.27125,4305.74,4370.52375,4424.78125
"Y38",3783.38125,4171.715,4521.585,4763.38,5087.25875,5311.99125
"Y39",3822.61,3928.04125,4050.92875,4179.5575,4312.52,4418.7575
"Y40",4794.97625,4946.08125,5109.5475,5273.0975,5464.325,5636.6975
"Y41",14765.85,15063.7875,15370.2375,15692.975,16062.4625,16363.725
"Y42",5901.65,6208.72,6513.97,6823.10625,7148.53375,7468.53875
"Y43",2945.1425,3072.3975,3200.9425,3332.86625,3473.62,3610.20625
"Y44",10268.1375,10576.3875,10884,11202.2625,11558.6,11873.4125
"Y45",10244.8875,10528.4625,10802.3625,11092.0375,11412.225,11704.8375
"Y46",6423.39125,6686.4125,6949.085,7230.38125,7498.5575,7751.2725
"Y47",6430.63625,6708.92,6989.91,7287.53625,7580.14875,7841.81875
"Y48",6726.88125,6752.51875,6741.67375,6721.62875,6732.085,6716.225
"Y49",2516.0325,2540.63,2557.52875,2575.31625,2597.07,2610.29375
"Y50",18698.2125,18960.4375,19183.05,19399.1375,19680.55,19882.2625
"Y51",8237.6825,8346.9775,8434.51,8513.89,8626.825,8706.18625
"Y52",18063.35,19259.4375,20493.5375,21765.075,22975.5,24241.1375
"Y53",19816.375,21121.325,22560.0875,23939.8125,25339.1625,26471.375
"Y54",9101.175,9865.3475,10642.3625,11432.9875,12240.3375,13035.525
"Y55",2810.8725,3042.97875,3283.34375,3519.3475,3759.90875,3998.775
"Y56",12497.225,13731.725,14986.9125,16236.3625,17504.2625,18693.95
"Y57",2133.1275,2235.44375,2342.545,2447.25,2553.10375,2657.7825
"Y58",10089.5875,10313.2875,10549.6875,10801.5375,11060.5625,11293.925
"Y59",10135.675,10301.95,10434.1875,10577.225,10747.6375,10891.975
"Y60",10186.225,10404.9625,10617.5125,10840.6625,11083.6625,11319.425
"Y61",10066.075,10219.875,10330.7125,10467.8125,10661.6625,10841.05
"Y62",10103.13125,10317.6375,10617.475,10908.2,11273.65,11509.55
"Y63",10301.6875,10674.35,11094.8875,11496.725,11977.15,12474.1625
"Y64",13458.05,13781.9625,14099.475,14437.675,14779.1875,15147.8625
"Y65",10708.7625,11041.875,11430.7625,11822.6625,12218.3875,12625.95
"Y66",10424.2625,10813.7875,11244.05,11676.7875,12109.875,12553.4
"Y67",10118.55,10335.8875,10555.1625,10782.1625,11045.5125,11251.7375
"Y68",10021.46875,10164.025,10295.2625,10417.7125,10591.125,10701.4125
"Y69",10236.9375,10528.1875,10858.3625,11197.1625,11524.4125,11853.1625
"Y70",10101.625,10263.3625,10402.525,10548.525,10760.725,10964.8
"Y71",10076.97875,10279.6125,10476.7875,10654.5125,10921.425,11174.6125
"Y72",10340.1,10634.2,10936.175,11240.8375,11544.1625,11823.05
"Y73",10177.7875,10289.15,10364.4375,10431.775,10511.125,10585.8875
"Y74",10239.8375,10445.425,10636.6625,10832.075,11021.2875,11181.8375
"Y75",10086.4,10190.8375,10275.2625,10350.1375,10435.55,10491.1375
"Y76",10178.375,10348.45,10514,10671.4875,10839,10988.3625
"Y77",10310.5125,10587.1,10854.9625,11130.7375,11441.45,11752.2125
"Y78",9933.7775,10298.375,10698.3125,11095.0125,11553.3625,11979.7625
"Y79",4991.01,5279.80625,5537.11875,5820.98,6104.10625,6326.03125
"Y80",3828.17,4025.41,4194.03625,4375.71375,4516.04625,4624.78625
"Y81",4519.6475,4689.5925,4861.02875,5044.0375,5225.11125,5384.51375
"Y82",11224.5375,11721.4125,12162.05,12611.2625,13243.6625,13776.4625
"Y83",9630.7825,10013.5625,10420.8375,10834.525,11299.3875,11747.925
"Y84",3731.29625,3736.29125,3726.38,3720.805,3723.02875,3724.84875
"Y85",1597.27625,1617.9,1630.20125,1646.11875,1662.065,1675.23
"Y86",2555.88625,2598.65875,2622.24625,2647.91125,2685.5625,2716.50125
"Y87",10108.7625,10303.5,10466.2,10656.2625,10866.2,11067.1375
"Y88",9661.32,9780.4025,9901.76,10046.2675,10137.8375,10225.9725
"Y89",1073.06125,1161.3775,1242.2875,1307.82375,1389.54625,1431.82
"Y90",6459.0575,6625.4525,6840.02375,7024.3675,7191.215,7304.0075
"Y91",8060.485,8159.2675,8210.19125,8277.8925,8354.8375,8405.39125
"Y92",1827.72125,1943.0875,2025.00375,2113.55875,2208.18125,2293.7325
"Y93",8032.39125,8047.25875,8030.445,8024.05,8035.155,8031.825
"Y94",6669.185,6677.71375,6650.21625,6629.66625,6624.8175,6605.955
"Y95",6473.07125,6469.4125,6429.12125,6395.73875,6373.535,6338.84375
"Y96",7361.495,7367.58875,7329.61125,7308.92,7306.78625,7300.14875
"Y97",6394.35125,6398.87,6372.57375,6358.64375,6352.0125,6329.86
"Y98",8733.14625,8743.55,8719.86625,8709.845,8700.80375,8669.1925
"Y99",8109.12375,8142.5375,8148.64,8166.2725,8180.59125,8169.765
"Y100",8321.7325,8340.85,8339.63375,8338.94875,8340.1275,8313.10125
"Y101",1605.7025,1598.955,1592.525,1579.60625,1579.7025,1582.685
"Y102",8876.15,8920.1475,8967.2675,9010.69875,9059.19125,9049.74125
"Y103",3665.7625,3696.28875,3727.38375,3752.7575,3792.78375,3834.4775
"Y104",1801.705,1806.8225,1802.21,1802.81,1805.27875,1810.34875
"Y105",2037.5375,2025.2825,2022.4325,2017.31125,2006.4675,1991.13875
"Y106",2122.37875,2140.1875,2180.67625,2222.125,2253.575,2264.6725
"Y107",3060.75,3067.65625,3064.86,3058.375,3055.7475,3050.57
"Y108",1219.50875,1223.30125,1225.39125,1226.22875,1228.25375,1222.06375
"Y109",2520.82125,2540.23,2557.355,2581.86625,2621.28125,2641.12375
"Y110",1994.8475,2003.375,2007.93375,2011.725,2012.78125,2006.9725
"Y111",2719.7125,2750.66875,2781.61125,2811.68625,2840.20125,2842.04
"Y112",1267.52875,1259.915,1247.83375,1233.91375,1223.685,1214.10125
"Y113",1818.6675,1825.0575,1829.8475,1833.23875,1837.2225,1830.00875
"Y114",1889.67125,1885.015,1878.89125,1869.9875,1864.05,1851.0225
"Y115",1622.47375,1615.60125,1610.38875,1608.01,1603.88875,1596.175
"Y116",2165.3525,2175.58625,2186.48125,2201.6175,2214.49875,2221.24
"Y117",2186.37375,2200.205,2223.6075,2244.71,2264.2925,2273.49875
"Y118",1838.9975,1850.41125,1865.57625,1870.14875,1870.34,1859.375
"Y119",2508.77375,2512.9325,2508.46625,2505.2925,2502.7275,2492.63625
"Y120",1997.78875,2025.3675,2077.5675,2115.255,2137.29625,2155.51
"Y121",3891.05875,3911.11,3962.88875,3991.64625,4040.85625,4068.42375
"Y122",2278.9475,2283.965,2283.83375,2286.8475,2287.83625,2284.6975
"Y123",2391.38125,2408.125,2410.45125,2420.06875,2436.85875,2454.59
"Y124",2554.13375,2596.09625,2641.2025,2677.94125,2727.6525,2758.63
"Y125",7943.49625,7910.035,7830.5575,7760.04625,7715.53625,7668.8875
"Y126",4233.62,4265.1875,4291.245,4309.95375,4344.935,4372.4625
"Y127",6983.7475,6983.28,6976.07875,6959.76,6956.00375,6919.0675
"Y128",9526.3775,9559.7825,9550.1675,9549.5975,9554.56625,9553.975
"Y129",3376.0525,3341.2825,3308.88375,3272.9175,3232.615,3199.41625
"Y130",6748.85,6749.04,6717.33375,6693.89625,6679.245,6649.105
"Y131",8228.98,8251.20875,8242.45875,8243.255,8253.2225,8241.42875
"Y132",7246.8425,7255.205,7227.79125,7211.6675,7204.4725,7178.545
"Y133",4852.0275,5109.54625,5369.82125,5639.75875,5872.89375,6117.1875
"Y134",10897.075,11279.225,11668.8125,12050.6875,12442.575,12818.575
"Y135",8773.10875,9178.18375,9577.13125,9991.39625,10423.1,10887.425
"Y136",3431.93375,3623.88375,3826.15375,4024.9275,4247.76125,4486.42
"Y137",3375.94625,3498.93625,3629.245,3755.4575,3894.32125,4026.51125
"Y138",11775.375,12077.15,12405.3625,12770.3625,13160.175,13475.25
"Y139",10170.55,10513.7,10908.0125,11304.5,11644.2375,11950.3875
"Y140",6297.47125,6464.3425,6609.97625,6756.515,6908.53375,7019.82875
"Y141",4384.94875,4624.9875,4865.675,5107.13625,5357.1075,5621.125
"Y142",4876.44625,4990.31625,5085.55,5185.89375,5296.43,5404.7
"Y143",4608.42375,4807.755,5007.0225,5216.48375,5412.07625,5608.545
"Y144",5225.7025,5385.55375,5544.985,5703.24125,5862.0425,6016.27625
"Y145",13044.7625,13564.3875,14100.35,14661.7125,15235.5875,15804.1
"Y146",8180.30875,8406.1675,8641.93125,8890.0025,9156.065,9371.8025
"Y147",2289.59375,2432.955,2576.2525,2720.0725,2862.61625,3007.93
"Y148",6874.15375,7081.03125,7295.075,7509.83625,7739.3925,7938.75375
"Y149",2931.5825,3058.05625,3189.38125,3325.925,3467.685,3603.75375
"Y150",8717.9575,8887.53,9039.2375,9184.13625,9333.82,9461.065
"Y151",2024.81625,2112.08,2199.055,2290.80625,2386.63625,2482.30625
"Y152",7872.7025,8178.47625,8468.09875,8772.8675,9075.6025,9454.19
"Y153",10184.475,10551.6125,10933.8,11287.3,11670.8,12032.7375
"Y154",3312.485,3386.9125,3458.3175,3532.4175,3620.16375,3699.66
"Y155",12142.975,12397.8,12704.325,13007.0875,13299.4375,13568.1625
"Y156",3349.53875,3471.29125,3600.0625,3726.77,3864.345,3992.43875
"Y157",3175.92375,3347.3175,3524.14,3705.96,3901.5725,4116.755
"Y158",3370.2425,3496.7375,3624.69,3756.0475,3893.305,4021.815
"Y159",5327.3725,5531.53375,5732.24625,5942.27875,6144.78,6351.9725
"Y160",3114.555,3225.42625,3339.2275,3457.79,3586.88125,3716.21625
"Y161",9143.34625,9307.18125,9479.0575,9649.71875,9862.7375,10059.3975
"Y162",11961.8,12389,12813.0875,13270.625,13778.9,14290.3875
"Y163",3051.78625,3179.84375,3305.085,3428.58125,3557.535,3682.375
"Y164",7090.47875,7190.5025,7277.3,7365.835,7466.345,7545.97625
"Y165",10113.3625,10568.925,11018.975,11463.35,11906.575,12418.0875
"Y166",15754.825,16271.525,16811.65,17344.1,17850.525,18425.2625
"Y167",13641.675,14008.6125,14388.075,14762.925,15164.4875,15514.525
"Y168",3388.33,3516.78375,3644.89125,3774.30625,3911.585,4034.255
"Y169",8722.39625,9083.3875,9441.49875,9808.44125,10201.475,10592.2375
"Y170",6529.01375,6745.05875,6959.6425,7172.01625,7404.3,7624.285
"Y171",3212.55375,3312.31125,3416.595,3519.8475,3637.2225,3758.47
"Y172",2128.11375,2110.86375,2079.77125,2048.465,2028.27875,2006.07375
"Y173",18556.1,18985.5375,19422.1625,19887.975,20390.6875,20840.5125
"Y174",3248.14,3311.37875,3374.1,3441.25625,3513.51,3575.08625
"Y175",3534.66625,3566.8775,3598.59625,3634.2625,3676.94875,3713.13375
"Y176",1124.6775,1124.43,1120.0325,1117.26875,1118.1875,1118.2125
"Y177",4021.47125,4134.805,4258.06375,4382.26625,4515.45375,4635.9125
"Y178",1596.7075,1616.0075,1627.74875,1644.89125,1661.4425,1681.93875
"Y179",1972.7725,1999.9125,2024.09,2049.68375,2076.53875,2094.88125
"Y180",4150.77375,4285.6125,4418.71,4552.99625,4698.6225,4846.415
"Y181",8847.1575,8995.89,9111.83,9245.5925,9387.555,9519.9
