"id","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"D1",2034.9175,2028.425,2033.92125,2032.925,2035.90625,2035.94625,2037.5625,2039.96875,2033.7075,2037.28,2036.03625,2036.855,2038.5375,2040.58875
"D2",2964.32,2954.9675,2970.0425,2977.60375,2984.76875,2990.21625,2979.67,2975.995,2967.3775,2977.01875,2981.535,2983.8825,2990.1825,2984.10625
"D3",1122.18375,1120.63125,1117.695,1116.74625,1116.9525,1115.805,1129.08625,1128.9675,1123.605,1119.59,1117.70125,1116.2,1115.90625,1132.31
"D4",1201.36,1207.75875,1203.025,1190.07375,1184.2725,1173.88875,1233.72375,1223.3175,1212.5325,1200.44375,1188.94,1178.27,1171.85375,1247.71375
"D5",5870.16125,5873.13375,5872.8075,5902.12125,5902.24375,5894.61875,5891.03125,5882.55375,5886.33625,5884.51375,5912.59,5910.19125,5903.40125,5896.3475
"D6",3030.2,3074.09875,3046.91375,3066.2825,3083.3825,3119.7325,3114.9125,3048.28375,3081.3625,3051.12375,3067.94625,3082.32,3119.72,3117.46125
"D7",6362.53375,6283.795,5244.95125,5321.54,4926.48875,5688.085,5290.92125,6182.9275,6176.38,5335.75625,5458.1275,5048.01625,5629.0075,5309.24375
"D8",1732.40625,1727.63625,1739.84375,1737.99625,1737.55125,1735.43375,1739.2625,1739.54875,1734.42625,1743.00375,1740.71,1738.20625,1737.345,1741.49625
"D9",1585.31,1581.87375,1592.12625,1590.3375,1589.79125,1587.5675,1590.7875,1590.99625,1587.265,1594.96,1593.345,1590.1675,1589.42625,1592.90375
"D10",2628.635,2634.23625,2631.89125,2637.50375,2643.6125,2641.1625,2630.69375,2639.965,2645.5875,2637.96,2642.0825,2645.22625,2643.0725,2633.56
"D11",2438.4375,2438.12375,2435.315,2440.10375,2421.5975,2434.7675,2452.1375,2446.17125,2443.71,2441.895,2444.03625,2425.12,2439.34375,2455.24625
"D12",3677.2025,3667.3625,3693.87375,3683.46875,3675.185,3697.15875,3682.91875,3690.32375,3682.035,3704.32875,3692.30875,3680.12,3701.6425,3686.93125
"D13",7206.28375,7215.05125,7229.26875,7320.60625,7306.60125,7245.21375,7268.07125,7240.78,7254.5425,7258.7525,7334.695,7305.7025,7253.255,7276.9975
"D14",5662.37375,5671.39375,5651.78875,5666.585,5695.6675,5716.7625,5698.6675,5686.4025,5686.7725,5660.14375,5674.4875,5700.95625,5723.07125,5708.52125
"D15",8374.7375,8719.8075,8384.61,7855.59125,7949.54625,8098.4025,8014.105,8315.9125,8638.95,8364.45375,7915.40625,8018.005,8099.79375,8017.27625
"D16",3083.55875,3079.9675,3066.1725,3091.08625,3084.66875,3059.97375,3086.2425,3094.895,3088.91625,3074.31875,3094.5375,3085.525,3064.32375,3089.47375
"D17",4047.5125,4047.7725,4063.625,4068.65875,4067.04375,4072.65875,4052.9675,4060.31125,4062.715,4073.3775,4073.85375,4067.64375,4075.27125,4059.15
"D18",9572.895,9582.8525,9637.54,9560.56375,9575.3475,9577.5875,9571.53125,9596.1225,9602.74125,9650.655,9578.8625,9583.44875,9598.085,9589.47875
"D19",2677.60375,2688.8,2707.47125,2685.94,2754.1525,2714.35,2699.70375,2688.3,2698.46625,2713.96625,2690.93625,2750.68375,2714.065,2703.99625
"D20",10845.3,10819.4375,10862.375,10855.15,10873.85,10884.2,10875.875,10879.05,10851.2875,10889.6875,10877.1125,10886.825,10905.675,10893.375
"D21",2666.65,2680.8375,2698.2025,2674.815,2743.25875,2702.87,2688.2675,2677.04625,2688.585,2704.555,2680.0925,2740.0375,2703.5425,2693.22
"D22",2846.90625,2866.7125,2898.98125,2895.41,2917.4075,2895.38875,2869.42875,2863.35,2873.87,2905.3275,2897.72125,2915.32,2898.5875,2874.1925
"D23",1915.96625,1927.1425,1942.825,1943.55,1953.34875,1933.6975,1930.99125,1919.95125,1929.52125,1947.33,1944.995,1952.845,1936.225,1933.5775
"D24",2540.41375,2559.74125,2589.22,2583.66875,2601.2725,2582.16,2560.1225,2555.30875,2567.21375,2595.3075,2586.81375,2600.15125,2584.80125,2564.67375
"D25",1587.41125,1596.52875,1608.56375,1610.03,1616.35125,1600.9275,1599.67375,1591.98,1599.97625,1613.3675,1611.65125,1616.81125,1603.58625,1602.58125
"D26",2362.8575,2379.82,2406.485,2403.60625,2419.15375,2401.97625,2381.245,2377.625,2388.20375,2412.38875,2406.07625,2416.59875,2403.0375,2384.95625
"D27",1707.5725,1717.42,1731.95375,1732.95,1739.96625,1723.75375,1722.91375,1712.34375,1721.085,1736.85625,1734.48,1739.445,1725.97625,1725.1
"D28",427.2195,430.079875,429.861875,429.007625,429.467,425.516875,425.594,427.694,431.422625,431.548,430.311,430.534375,426.634,426.165875
"D29",6413.83875,6452.7725,6411.115,6421.71,6441.8625,6441.88875,6424.4325,6427.825,6465.8275,6424.555,6435.2125,6443.42375,6452.555,6432.9975
"D30",613.86025,617.952375,617.659,617.02,617.820375,611.888,611.909,614.77,619.683875,619.684,618.758,619.606125,614.009875,613.149625
"D31",2124.325,2098.3575,2112.85,2134.015,2169.63625,2135.09375,2131.7175,2127.225,2103.81125,2121.3025,2142.48875,2170.87125,2137.6225,2135.16375
"D32",1928.1825,1903.1525,1916.485,1933.07125,1964.14375,1934.9675,1934.11125,1932.56375,1907.6725,1923.71875,1937.79,1964.79125,1939.54875,1939.3675
"D33",6696.0025,6695.205,6848.51375,6817.5075,6808.55375,6793.835,6781.24875,6721.905,6734.49375,6867.26375,6832.84625,6814.44,6803.50125,6787.57625
"D34",2277.585,2276.12625,2300.95875,2297.61,2294.12,2289.77375,2287.0575,2283.44875,2280.86125,2307.22375,2300.8625,2294.18625,2289.29375,2287.0875
"D35",1665.0575,1676.05625,1662.76375,1659.98375,1651.95875,1663.52625,1669.50875,1677.37375,1685.7975,1667.32625,1662.37,1649.39625,1667.11375,1674.17625
"D36",3787.45625,3780.47375,3773.475,3767.49375,3838.88375,3811.48625,3795.91125,3797.26375,3792.7025,3786.215,3779.9675,3839.96125,3817.46,3802.7175
"D37",2454.79875,2494.39375,2487.9725,2504.35,2534.5625,2485.18625,2453.35125,2464.87875,2503.1225,2494.19625,2503.59125,2529.2175,2486.86875,2458.045
"D38",2253.075,2321.23125,2260.09375,2330.87375,2372.13875,2273.525,2300.5325,2267.295,2327.1925,2266.60875,2334.12125,2365.1475,2277.36125,2304.03
"D39",2467.205,2475.82,2498.13125,2527.23375,2574.8325,2531.565,2536.11375,2479.66875,2495.65,2507.07875,2537.3825,2572.59375,2532.055,2534.30375
"D40",3922.83,3936.62625,3962.39,3952.62,3936.12875,3913.30375,3911.695,3933.9175,3945.58625,3973.66875,3961.4175,3939.6225,3917.71625,3919.78625
"D41",6595.6425,6681.3775,6400.5125,6464.73625,6526.785,6570.5825,6559.7125,6634.055,6693.64125,6435.4625,6503.2975,6547.04625,6592.37125,6571.38125
"D42",7024.9825,7081.89875,7078.61125,7085.12625,7072.5425,7103.41875,7011.99125,7066.47875,7098.9525,7077.3825,7090.17875,7074.39875,7115.21625,7030.5025
