"id","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49"
"H1",617.187875,555.647125,521.90875,492.875375,474.211625,463.957,463.697875,489.017,496.134,536.67825,584.4925,648.072625,720.94475,774.220625,810.53575,824.255,834.7535,824.472875,824.77375,806.067375,775.5805,755.406125,727.62425,681.454,609.34375,546.53,508.745375,478.99125,461.174125,449.445375,451.226625,470.29625,481.82475,523.21925,576.21275,651.659125,731.980625,794.74475,837.534,866.01625,862.874375,837.69425,827.072375,808.78525,786.8115,744.4355,725.090375,673.377875
"H2",2794.83,2480.58625,2251.97375,2066.20625,1925.095,1905.1925,1865.6425,1930.30875,2056.5575,2208.73375,2392.59125,2602.145,2851.5275,3081.04,3280.59625,3468.16375,3590.16875,3703.555,3781.67875,3799.07,3718.575,3531.11125,3323.07375,3196.0775,2890.145,2549.245,2288.225,2085.60625,1961.78125,1857.5875,1843.15625,1900.09875,2025.53,2251.355,2511.30125,2773.58,3039.47375,3323.92375,3562.23375,3732.955,3866.8975,3922.7425,3967.305,3959.30875,3866.1925,3652.0175,3440.3325,3266.71
"H3",1459.1025,1396.32625,1252.07375,1122.48875,1030.98125,971.656125,941.831625,908.589,928.901125,983.31275,1067.7575,1153.8325,1210.125,1252.86875,1305.41,1345.1025,1388.50125,1425.09375,1463.5125,1489.1475,1521.58625,1523.46375,1498.8975,1449.01625,1412.82375,1370.5375,1235.90375,1112.23,999.677875,942.42075,912.23,887.8105,903.34075,950.77225,1027.6025,1102.36125,1172.7575,1215.35875,1257.855,1290.92625,1327.1225,1346.4725,1382.19,1421.41875,1437.00125,1443.24875,1410.7825,1365.58625
"H4",5359.62375,5113.73,4739.255,4348.24875,4026.91,3791.8625,3585.74875,3470.94375,3446.75375,3495.69625,3595.22875,3781.03,3966.8025,4182.11625,4429.9,4647.37,4853.61625,5121.005,5362.2775,5621.67375,5804.26375,5865.42875,5737.93875,5616.9375,5477.345,5202.31875,4821.42125,4466.1325,4199.63375,3963.14,3768.86875,3666.7925,3646.475,3698.50625,3738.6725,3851.775,3998.2,4199.40625,4412.27875,4615.13625,4782.4375,4990.38875,5197.6225,5374.695,5512.75,5460.39875,5266.14625,5141.4025
"H5",3609.0225,3286.4925,2840.12875,2450.22375,2170.22125,2002.0675,1887.77,1809.15625,1815.655,1892.58625,1982.77375,2123.34875,2258.3925,2376.16,2643.83625,2819.8475,3028.8225,3236.5125,3438.87875,3578.6175,3689.41125,3766.59,3634.00125,3405.5225,3150.84875,2935.55,2589.5175,2276.94875,2052.4875,1896.9175,1801.335,1732.26625,1738.04875,1805.22625,1874.53375,2002.53875,2132.5975,2289.49375,2444.09375,2615.7725,2834.57625,3082.74625,3317.02,3525.37375,3689.26,3791.24625,3713.11875,3516.1525
"H6",5155.83375,5343.1125,5684.69125,6012.92125,6296.9275,6499.88125,6666.16625,6799.6275,6932.6875,7091.43875,7178.495,7213.555,7322.4775,7386.06625,7293.52375,7107.6175,6888.61125,6741.05,6361.1775,5863.46875,5519.24,5246.95375,5029.66625,4925.01375,4941.55875,5023.4825,5160.455,5451.08875,5840.32625,6141.2425,6327.40375,6500.23125,6638.98,6740.7275,6827.26625,6883.3875,6936.13875,7001.05875,6934.22,6832.21125,6669.13125,6496.1575,6114.20375,5661.71875,5316,5014.99375,4854.11875,4780.1275
"H7",48714.1875,47145.1125,44405.975,40144.0625,36194.5625,33474.3375,31989.825,30932.8875,30562.7375,30814.5,31731.175,33422.7625,35750.1,37721.5125,39750.5375,41750.325,43565.2375,45205.825,47416.0125,49057.9375,50331.225,51288.8875,50868.9625,49360.4125,47240.7,45931.375,43418.975,39435.6,35719.2,33166.0125,31787.6625,30534.5125,30012.7625,30282.7,31156.6625,32702.325,35001.1125,37191.6,39353.125,41707.9125,43707.5375,45461.725,47414.9,49299.5375,50501.5875,51338.425,50799.925,48139.175
"H8",28932.125,26781.35,25075.1625,23913.15,23223.25,23038.1375,23814.1375,25087.7875,26360.375,28054.7375,30090.3625,32370.9125,34577.2,36470.1,38164.8875,39313.8,40162.15,40328.525,39392.0375,37830.2125,36367.6875,35380.8875,34395.2875,31739.075,28982.175,26537.425,24962.0875,23782.05,23109.1125,22968.6125,23628.875,24654.125,25747.625,27362.525,29098.2375,31182.2,33075.6625,34738.5875,36465.7,37898.45,38861.8125,39412.175,39152.4625,37935.375,36118.8,34645.1875,33513.825,31032.35
"H9",35409.55,32554.0625,30326.275,28716.7125,27602.075,26906.725,26636.325,27322.175,28359.075,29724.575,31673.825,33929.525,36297.725,38615.85,40473.1375,41989.8,42797.525,43540.2125,43893.525,43552.1625,42838.85,41722,40159.1875,39053.5875,36593.8,33762.7875,31524.5625,29803.225,28537.05,27665.75,27362.0875,27815.7375,28676.925,30131.7375,32417.125,34855.6125,37436.725,39858.1375,41833.3,43451.2875,44133.375,44698.8875,44811.675,44273.5125,43333.8375,42048.875,40341.7875,39118.375
"H10",462.416,457.0185,442.03725,423.997625,410.865125,402.983375,401.252625,398.479,398.38875,399.558375,423.602875,417.877125,426.658625,440.229,441.80375,451.39125,457.3225,460.062375,470.272,475.575125,471.14375,476.096625,476.725375,463.54025,459.5495,453.6325,441.426375,423.35075,413.102125,404.9645,402.425125,399.33325,399.009,398.909125,422.875875,422.168625,431.243375,442.732875,448.8705,451.76725,453.316875,464.5395,470.733625,469.458875,443.287875,482.492,481.210875,467.1085
