Y1,7256.048,7298.53025,7334.559,7378.95275,7426.309,7468.21675
Y2,1628.29225,1645.41775,1678.86625,1710.8715,1725.28125,1741.3545
Y3,8587.5275,8799.26575,9011.37525,9227.83525,9457.42725,9679.5705
Y4,9903.617,10136.67,10373.885,10611.2225,10861.9025,11101.015
Y5,7115.20875,7352.4395,7599.6375,7844.335,8090.64175,8332.15525
Y6,4297.001,4488.92575,4684.75325,4870.42025,5047.224999999999,5219.5995
Y7,3936.3085,4081.75,4233.1897500000005,4369.46575,4499.38225,4626.26
Y8,2418.76275,2430.80675,2441.1325,2451.22575,2460.6820000000002,2465.848
Y9,2328.28025,2351.033,2371.504,2391.37,2410.17375,2424.8897500000003
Y10,2391.0344999999998,2416.9575,2439.902,2460.607,2480.1665,2495.161
Y11,1506.99075,1520.2325,1532.49975,1544.1734999999999,1555.3142500000001,1563.2435
Y12,2026.136,2068.84375,2110.2625,2151.04975,2189.035,2223.88525
Y13,4691.2655,4811.192,4935.5905,5068.279500000001,5198.62625,5324.39675
Y14,5122.06325,5235.5112500000005,5352.63775,5477.4245,5596.961,5715.9645
Y15,5481.17325,5641.5145,5805.997,5978.45875,6145.58,6316.16175
Y16,2545.3975,2585.458,2624.6735,2669.421,2710.104,2748.00675
Y17,3857.5625,3947.5595,4040.80875,4139.911999999999,4232.57275,4323.07675
Y18,3166.1865,3216.48525,3267.38825,3324.54375,3377.36675,3426.43875
Y19,3217.5845,3386.17775,3567.71825,3752.1535,3913.3045,4107.4892500000005
Y20,6644.62225,6776.71275,6906.359,7033.5925,7163.20175,7284.02625
Y21,9935.29625,10336.8925,10766.23,11174.145,11574.015,11962.85
Y22,4842.63825,5063.0985,5309.34075,5537.67325,5751.86225,5977.96025
Y23,10508.789999999999,10680.4225,10880.6975,11037.865,11196.8275,11335.38
Y24,9761.3085,10008.7215,10285.20125,10520.9975,10746.0425,10966.225
Y25,2554.2895,2641.6005,2734.57275,2818.6875,2900.2475,2976.2995
Y26,8140.618,8472.4265,8848.051,9191.06725,9516.4375,9864.548
Y27,1924.732,1992.797,2067.59775,2133.7635,2198.10275,2261.944
Y28,1876.9032499999998,1940.3375,2008.9325000000001,2069.9787499999998,2129.273,2188.89375
Y29,4331.76625,4393.35725,4449.868,4500.9515,4550.39875,4592.5855
Y30,4573.02275,4680.8015,4787.564249999999,4891.44275,4989.1357499999995,5079.7167500000005
Y31,3856.49275,3885.93925,3911.6015,3933.23925,3953.05675,3962.472
Y32,5521.6485,5593.2185,5659.6065,5722.3755,5781.30425,5830.00825
Y33,1285.13275,1301.917,1318.1535,1334.08175,1348.483,1360.024
Y34,1717.41825,1735.9392500000001,1752.8035,1769.16875,1784.0397500000001,1795.2635
Y35,3481.87525,3550.0445,3615.96825,3678.718,3737.99975,3791.15225
Y36,1183.8185,1195.16375,1205.17725,1214.7269999999999,1223.649,1230.27225
Y37,4106.13975,4181.69475,4253.255,4320.00825,4383.8975,4440.2785
Y38,3764.95725,4176.68125,4537.47825,4813.66975,5076.149,5358.41525
Y39,3828.66525,3939.5695,4054.71275,4184.72725,4313.22275,4420.487
Y40,4787.2607499999995,4938.79625,5087.60825,5257.4095,5434.37,5595.781
Y41,14741.22,15048.4975,15333.5675,15662.6525,16003.9525,16299.44
Y42,5893.135,6201.87875,6511.3640000000005,6832.75325,7159.77475,7471.3575
Y43,2944.844,3072.82075,3202.06025,3339.9415,3481.45925,3614.43525
Y44,10265.67,10574.065,10877.335000000001,11202.34,11544.0925,11845.057499999999
Y45,10240.567500000001,10521.02,10788.6175,11079.105,11383.05,11657.7425
Y46,6421.3585,6692.0160000000005,6969.1885,7260.0255,7541.92525,7796.21
Y47,6427.95,6704.551,6982.30875,7277.55275,7560.60475,7815.625
Y48,6726.81775,6740.31125,6725.5125,6712.0685,6707.914,6698.969
Y49,2518.01675,2542.65375,2559.55775,2579.406,2599.8195,2615.576
Y50,18707.33,18983.927499999998,19207.0025,19460.68,19719.3825,19933.1325
Y51,8235.656500000001,8344.242250000001,8423.191,8511.384,8607.796,8688.38575
Y52,18108.965,19325.4425,20590.8975,21880.5375,23162.1225,24440.835
Y53,19895.97,21236.52,22689.8975,24180.475000000002,25543.62,26860.185
Y54,9097.42525,9855.06025,10639.8325,11456.775,12295.1,13082.5625
Y55,2810.72225,3046.59925,3291.848,3543.0105,3795.89475,4041.7475
Y56,12524.9375,13762.78,15010.077500000001,16302.5025,17586.615,18810.13
Y57,2138.4700000000003,2245.32575,2359.3785,2472.12225,2583.65125,2692.24525
Y58,10087.6325,10317.815,10549.865,10803.54,11065.68,11288.06
Y59,10133.8575,10298.2325,10426.4725,10574.2075,10732.705,10879.105
Y60,10189.5925,10406.865,10623.675000000001,10851.96,11094.815,11324.315
Y61,10070.28225,10233.772500000001,10350.39,10494.835,10679.82,10865.9775
Y62,10077.73625,10337.51,10628.93,10970.195,11288.475,11544.6
Y63,10296.135,10686.9525,11088.765,11522.98,11999.3825,12483.5325
Y64,13471.14,13808.5225,14146.8325,14495.0025,14853.585,15221.4875
Y65,10723.165,11069.155,11467.2825,11863.61,12258.1675,12671.7075
Y66,10411.73,10804.22,11239.98,11676.4825,12117.442500000001,12556.09
Y67,10077.347749999999,10284.5025,10485.1025,10705.3275,10941.657500000001,11148.8575
Y68,10004.391,10142.115,10252.960000000001,10379.8425,10521.64,10631.69
Y69,10236.575,10530.5525,10859.25,11203.5075,11543.5825,11862.1225
Y70,10084.46275,10247.4275,10371.8575,10517.235,10705.1825,10893.8475
Y71,10058.83575,10264.5275,10445.3225,10639.9525,10880.039999999999,11128.5275
Y72,10346.705,10654.0575,10961.0175,11275.3675,11581.39,11859.3475
Y73,10176.3075,10289.045,10366.455,10451.51,10522.815,10605.3625
Y74,10234.535,10435.1175,10611.93,10809.5425,10983.585000000001,11148.225
Y75,10095.6525,10194.835,10277.32,10361.887499999999,10441.4925,10502.9425
Y76,10184.6975,10360.99,10526.4575,10696.755,10864.9625,11023.800000000001
Y77,10306.365,10588.57,10857.855,11144.815,11445.615,11754.835
Y78,9922.23925,10297.7925,10674.0825,11094.8325,11541.6425,11935.49
Y79,4979.43275,5264.87425,5526.86375,5804.1465,6069.435,6298.88975
Y80,3831.4035,4030.92925,4208.9485,4384.38125,4515.40775,4643.22325
Y81,4516.3265,4687.701,4859.626,5044.526,5225.1145,5380.2435
Y82,11204.38,11689.725,12125.22,12603.605,13162.4,13703.140000000001
Y83,9617.268,10005.33175,10395.305,10826.795,11293.27,11704.4725
Y84,3733.42375,3736.44575,3730.038,3726.344,3725.2915,3727.39875
Y85,1598.5615,1617.9,1633.2124999999999,1650.074,1664.23725,1680.4705
Y86,2553.25625,2596.12525,2622.079,2655.735,2685.56125,2721.1785
Y87,10085.0705,10289.6675,10461.3925,10659.995,10862.695,11065.655
Y88,9665.1005,9799.2235,9937.637,10100.1075,10190.08225,10312.77475
Y89,1057.086975,1150.07725,1234.263,1308.47175,1378.67975,1436.50875
Y90,6462.71825,6621.76075,6808.662,6996.19225,7142.02025,7263.1359999999995
Y91,8059.507,8148.45975,8211.531,8280.705,8345.20025,8406.572
Y92,1820.4315,1928.228,2016.3145,2102.231,2184.78175,2273.19525
Y93,8034.3665,8042.36,8030.377,8027.72875,8032.253,8032.63475
Y94,6674.9985,6674.4625,6652.5085,6636.577,6623.11075,6609.1955
Y95,6478.7342499999995,6465.835,6433.43625,6401.00375,6371.985,6341.3875
Y96,7365.93925,7365.629,7339.055,7323.8335,7310.402,7310.052
Y97,6398.88625,6395.28625,6375.847,6361.4875,6347.0985,6329.00425
Y98,8731.56225,8731.3935,8714.5635,8706.48225,8689.20925,8664.45675
Y99,8116.78175,8142.2615000000005,8151.94,8166.2385,8174.24225,8166.0485
Y100,8332.14825,8345.664,8349.89425,8355.885,8350.5415,8338.8695
Y101,1606.85675,1602.43275,1595.544,1586.869,1583.4370000000001,1587.202
Y102,8887.94,8932.22375,8974.4025,9021.5865,9062.9475,9060.083
Y103,3671.12225,3706.16075,3738.5795,3772.82375,3808.22825,3855.69975
Y104,1803.6505,1808.79875,1808.026,1809.971,1809.6277499999999,1817.049
Y105,2042.6755,2030.0435,2025.08225,2018.49025,2009.69775,1994.3120000000001
Y106,2120.00725,2143.462,2178.24275,2217.66075,2248.6435,2257.67575
Y107,3063.697,3068.0840000000003,3064.5035000000003,3064.254,3059.0477499999997,3057.48775
Y108,1220.1285,1221.497,1223.9869999999999,1224.83975,1224.77575,1221.5065
Y109,2522.65325,2543.0635,2564.1305,2591.90625,2624.2110000000002,2657.5995000000003
Y110,1999.49525,2005.5945,2009.77,2013.7555,2013.958,2009.2875000000001
Y111,2720.2185,2753.0865,2785.35775,2814.3655,2836.599,2843.37275
Y112,1264.13925,1256.14975,1246.06,1234.5720000000001,1223.549,1215.44775
Y113,1820.53025,1826.952,1832.209,1836.8487499999999,1840.092,1833.33225
Y114,1890.684,1885.311,1878.2024999999999,1871.019,1863.356,1849.62025
Y115,1623.1015,1616.15175,1612.1545,1608.45675,1604.05225,1596.7875000000001
Y116,2169.8112499999997,2180.558,2193.3377499999997,2207.5967499999997,2220.9355,2231.1385
Y117,2186.108,2202.87925,2225.10675,2244.2885,2263.523,2277.99275
Y118,1842.1715,1852.2085,1865.80175,1871.88075,1868.80375,1862.98025
Y119,2511.68525,2513.306,2511.2925,2508.1,2503.976,2497.72075
Y120,2001.3665,2031.45275,2077.875,2118.0080000000003,2141.18375,2156.3360000000002
Y121,3898.468,3927.2115,3976.77025,4023.004,4062.28325,4102.464
Y122,2279.23175,2280.73925,2283.6459999999997,2285.7045,2285.95325,2288.63025
Y123,2391.68475,2406.879,2413.7595,2425.26525,2437.76525,2459.93425
Y124,2539.77175,2577.78075,2621.07725,2661.84,2704.97375,2741.631
Y125,7951.8785,7911.57975,7843.4890000000005,7782.2195,7727.059,7685.39
Y126,4238.02025,4269.735,4293.1165,4317.4805,4344.3075,4365.242
Y127,6990.918000000001,6991.009,6983.92475,6975.06,6965.6965,6928.20525
Y128,9531.79025,9560.34225,9560.87525,9564.54,9561.78325,9561.9655
Y129,3383.87775,3343.44225,3308.0335,3274.35975,3238.01875,3201.7385
Y130,6756.133,6747.66025,6721.74275,6697.9565,6676.86275,6649.26925
Y131,8238.27875,8250.903,8246.14575,8246.94675,8249.37375,8241.94775
Y132,7254.60525,7255.632,7236.884,7223.54725,7209.1015,7189.86475
Y133,4853.32625,5116.39725,5384.948,5651.34975,5885.478,6146.753
Y134,10907.885,11299.550000000001,11694.835,12100.81,12499.465,12882.8175
Y135,8779.6845,9194.629,9621.8935,10052.7885,10486.1925,10946.4425
Y136,3429.482,3623.25925,3824.99,4033.6995,4259.93825,4491.44725
Y137,3375.43925,3502.97275,3630.5232499999997,3765.346,3902.83025,4031.52725
Y138,11773.555,12085.4375,12419.039999999999,12776.5025,13150.42,13464.5925
Y139,10160.9925,10513.67,10896.84,11291.6525,11626.89,11936.84
Y140,6301.94575,6480.22125,6644.587,6810.529,6967.14825,7092.80725
Y141,4377.63925,4619.814,4862.039,5114.45925,5379.6395,5626.7225
Y142,4877.57875,4987.54775,5082.09375,5180.5805,5278.46025,5376.67125
Y143,4603.4105,4803.189,5006.17,5215.47925,5419.62525,5621.13625
Y144,5226.7595,5390.24575,5552.366,5718.0085,5873.66925,6027.51275
Y145,13048.2725,13585.3475,14141.495,14714.425,15299.005,15878.755
Y146,8173.35275,8405.90275,8654.16775,8906.59925,9154.643,9376.61775
Y147,2289.377,2434.88475,2578.2725,2726.48475,2872.476,3017.208
Y148,6871.36475,7080.31075,7291.498,7508.915,7724.21025,7923.24375
Y149,2931.9,3062.44675,3194.3345,3335.20525,3477.4575,3611.49375
Y150,8738.389000000001,8914.62525,9076.7705,9232.92525,9380.71275,9520.33225
Y151,2024.75475,2111.04975,2197.6435,2290.042,2384.96975,2478.7005
Y152,7880.68475,8183.54075,8480.1405,8792.5785,9094.3055,9472.62925
Y153,10209.4,10607.4025,11046.34,11463.619999999999,11875.2725,12296.005
Y154,3307.8855,3383.34875,3451.53575,3524.3505,3600.8505,3679.73575
Y155,12125.0975,12402.315,12704.1725,13014.8225,13308.1825,13593.9675
Y156,3349.2205,3476.0555,3602.05375,3735.7165,3871.80575,3998.9835000000003
Y157,3172.0164999999997,3345.33775,3525.1485,3713.9865,3915.2725,4123.8615
Y158,3370.18075,3497.2085,3624.69175,3757.733,3895.38125,4024.38475
Y159,5340.5365,5552.7697499999995,5771.19475,5988.16525,6194.59975,6410.76075
Y160,3112.46075,3229.4715,3342.907,3465.2505,3591.34725,3717.621
Y161,9136.38675,9314.7885,9480.925500000001,9660.49725,9865.43475,10054.96275
Y162,11971.08,12413.9825,12854.25,13331.5325,13835.7775,14362.720000000001
Y163,3048.779,3177.02975,3302.64825,3432.361,3561.07675,3682.3935
Y164,7100.95225,7205.844,7301.1475,7398.38625,7503.62225,7591.21975
Y165,10095.79125,10554.37,11001.855,11469.9725,11925.1775,12442.105
Y166,15734.455,16240.73,16803.1725,17362.8225,17832.325,18437.98
Y167,13639.81,14017.42,14394.11,14784.8825,15177.29,15525.3
Y168,3387.8995,3517.349,3649.9505,3785.23025,3919.019,4044.76075
Y169,8735.59975,9104.73725,9482.15125,9868.95025,10260.29,10641.3925
Y170,6529.46325,6757.4845,6977.975,7205.2429999999995,7432.425,7660.9525
Y171,3209.85875,3311.505,3414.73275,3524.26,3638.19475,3761.09775
Y172,2128.2777499999997,2105.6355,2077.7455,2046.7649999999999,2021.3895,2003.8464999999999
Y173,18531.2025,18968.96,19380.8,19841.4875,20323.5975,20765.2575
Y174,3243.89925,3309.18775,3368.96575,3434.95375,3502.83575,3563.9325
Y175,3536.29525,3567.69625,3598.0992499999998,3632.609,3671.12675,3708.2635
Y176,1125.1312500000001,1123.7145,1119.7115000000001,1117.39425,1116.928,1116.732
Y177,4021.68375,4142.48775,4262.782,4397.9385,4531.388,4653.25075
Y178,1606.77825,1626.21025,1646.54475,1665.5372499999999,1680.0395,1707.10425
Y179,1974.5355,2002.49175,2026.5997499999999,2051.88875,2076.2560000000003,2096.1475
Y180,4151.42825,4287.2195,4420.3705,4560.29275,4699.84725,4847.347
Y181,8847.87625,8999.48825,9137.72075,9279.16375,9419.8205,9561.566
Y182,2261.80375,2331.1305,2406.4335,2481.9575,2553.877,2628.429
Y183,11615.8625,11804.1175,11967.1225,12140.7325,12308.0375,12462.66
Y184,2021.83075,2042.9705,2059.10425,2077.0565,2095.37975,2111.08775
Y185,1339.207,1337.72725,1332.31,1326.8915,1323.2305,1318.733
Y186,2050.24,2060.9184999999998,2066.16175,2072.77025,2079.8755,2084.658
Y187,4595.71025,4612.36275,4616.585,4623.60875,4631.03675,4634.3835
Y188,2227.36225,2230.70725,2227.6995,2225.50175,2224.89475,2222.2975
Y189,10036.76,10166.485,10272.82,10389.532500000001,10510.755000000001,10615.0575
Y190,7542.6445,7657.14525,7861.83375,8041.5795,8129.60225,8240.8135
Y191,4235.2074999999995,4285.2775,4349.86,4418.40125,4476.64425,4536.77275
Y192,5395.817,5393.56775,5396.97175,5385.131,5377.6585000000005,5363.69175
Y193,11229.2325,11381.645,11517.1175,11635.395,11722.1675,11832.7525
Y194,9150.3925,9301.32975,9432.11225,9551.02575,9632.021,9745.88025
Y195,12678.9825,12953.69,13225.4825,13468.9925,13664.1325,13884.28
Y196,10595.295,10780.1225,10960.9175,11111.6975,11223.76,11356.7125
