"id","V2","V3","V4","V5","V6","V7"
"Y1",7244.98875,7289.43875,7333.3575,7380.9675,7426.56875,7468.95125
"Y2",1624.75875,1641.6725,1672.38375,1711.8475,1739.55625,1750.37375
"Y3",8578.70125,8789.84875,9010.53125,9224.85125,9440.9775,9666.7725
"Y4",9885.63625,10114.3625,10356.5125,10592.2875,10829.875,11071.5875
"Y5",7100.41375,7334.95875,7580.18375,7828.6775,8057.13875,8294.39625
"Y6",4267.54375,4446.855,4624.01375,4804.2275,4957.35625,5129.0625
"Y7",3954.93625,4099.60875,4241.805,4385.7675,4505.46375,4630.5675
"Y8",2418.10125,2428.73,2440.37375,2449.1025,2458.36375,2463.58625
"Y9",2327.4425,2349.38,2370.3225,2389.2875,2406.85625,2422.28375
"Y10",2394.59,2419.04125,2441.3725,2460.9475,2478.55,2493.995
"Y11",1505.41625,1517.79875,1530.01,1540.81,1550.9325,1559.06625
"Y12",2026.7625,2069.655,2112.4375,2151.83,2189.16125,2225.925
"Y13",4694.6675,4816.80125,4942.085,5071.19,5205.16125,5329.86125
"Y14",5119.35,5234.73125,5359.81375,5481.805,5605.60375,5729.88
"Y15",5481.5275,5644.545,5819.3125,5986.03125,6163.3575,6334.71
"Y16",2542.09875,2586.035,2626.46625,2674.13625,2715.79125,2754.9775
"Y17",3855.33625,3948.99875,4047.64375,4145.16625,4244.09875,4334.855
"Y18",3167.09625,3220.98875,3274.57875,3333.0025,3386.845,3438.40125
"Y19",3212.84,3362.2675,3542.89125,3735.01875,3886.85875,4060.9425
"Y20",6633.52,6761.1475,6889.24125,7012.3625,7134.0025,7254.14625
"Y21",9918.52125,10317.2,10720.9375,11130.05,11501.7375,11886.75
"Y22",4864.40875,5075.94125,5304.28875,5535.8675,5735.8975,5946.8125
"Y23",10438.6875,10584.5375,10726.125,10889.4375,11020.35,11131.3625
"Y24",9786.09125,10008.29375,10242.3,10483.4625,10690.125,10882.5625
"Y25",2556.7325,2639.36125,2724.04625,2809.19,2882.50125,2956.7725
"Y26",8137.8425,8451.9275,8787.355,9135.10875,9452.5925,9759.82375
"Y27",1932.35625,1997.35375,2065.66125,2134.4825,2194.55,2253.72625
"Y28",1874.4575,1934.89875,1995.9775,2057.06375,2110.94625,2165.83375
"Y29",4328.2625,4385.2725,4439.0025,4487.9575,4531.43625,4574.72125
"Y30",4572.245,4678.03625,4785.985,4886.515,4980.62625,5075.50875
"Y31",3858.66125,3884.58875,3907.95875,3928.68125,3944.04375,3955.125
"Y32",5522.3325,5591.395,5658.145,5718.5225,5774.1125,5824.71
"Y33",1282.85625,1298.585,1314.29375,1329.06125,1342.4075,1354.05375
"Y34",1717.78125,1735.78875,1752.91875,1768.74,1782.5025,1794.37375
"Y35",3478.7775,3545.54,3611.3275,3672.05625,3727.84375,3784.39
"Y36",1185.60875,1196.7025,1207.04,1216.43625,1224.73625,1231.8675
"Y37",4102.1075,4175.08375,4243.76125,4307.4125,4365.64875,4423.3975
"Y38",3960.5175,4360.82625,4634.40375,4931.99,5171.26875,5528.44875
"Y39",3813.57,3920.3575,4038.02,4156.40125,4282.2175,4383.69
"Y40",4771.21125,4928.30625,5077.115,5243.68875,5420.56625,5582.48
"Y41",14725.9875,15035.0625,15329.075,15632.0875,15964.825,16255.825
