"id","V2","V3","V4","V5","V6","V7"
"Y1",7259.7325,7291.5125,7334.165,7369.135,7418.69875,7458.7575
"Y2",1634.97125,1651.47875,1679.2925,1716.21375,1729.31375,1740.87875
"Y3",8587.065,8799.51625,9020.07375,9234.94625,9465.02375,9696.77875
"Y4",9906.59625,10139.6,10385.1125,10621.2,10870.4125,11114.2375
"Y5",7104.6525,7331.1825,7575.46625,7823.39125,8062.975,8306.77125
"Y6",4304.095,4494.58625,4691.52625,4888.35125,5055.5075,5232.31875
"Y7",3945.105,4091.70875,4240.6425,4387.125,4509.19125,4635.30875
"Y8",2420.1625,2431.2325,2442.38375,2448.89,2459.395,2465.35125
"Y9",2329.25,2351.86,2373.6125,2391.36,2410.09,2426.00875
"Y10",2392.7875,2418.8225,2443.035,2461.08125,2480.37375,2496.055
"Y11",1506.7975,1519.41125,1531.9275,1541.8625,1552.74375,1561.32125
"Y12",2031.40625,2075.06375,2118.57875,2160.075,2197.52,2234.75375
"Y13",4688.25625,4803.82875,4928.34125,5055.43375,5187.25,5314.85125
"Y14",5122.11375,5234.015,5355.8375,5473.60375,5596.56125,5722.01375
"Y15",5480.11375,5636.1325,5802.92375,5964.96375,6132.31125,6306.49375
"Y16",2543.94,2578.57125,2616.45625,2661.60375,2700.8525,2740.33625
"Y17",3852.97625,3937.85375,4033.41,4126.62875,4218.21875,4309.6925
"Y18",3172.3,3216.44875,3266.3,3319.9025,3370.73375,3420.93
"Y19",3238.9575,3411.26375,3602.745,3781.3975,3948.71625,4146.1625
"Y20",6648.14375,6782.5725,6919.82625,7044.2125,7176.12,7302.9375
"Y21",9947.29875,10345.5125,10781.3,11213.4,11608.525,11992.9625
"Y22",4850.93375,5074.02625,5315.6075,5560.66125,5775.62625,5992.37625
"Y23",10498.55,10674.55,10863.175,11030.7375,11176.1,11298.6875
"Y24",9730.0875,9976.80125,10233.4125,10487.8875,10692.3,10888.75
"Y25",2565.0925,2656.33125,2751.615,2845.725,2925.56375,3002.98375
"Y26",8218.375,8571.24625,8950.7475,9332.90875,9663.31125,9999.96
"Y27",1934.985,2003.94,2077.51125,2149.5175,2210.12625,2273.85375
"Y28",1882.12125,1946.085,2014.5825,2079.8725,2137.56375,2195.5175
"Y29",4332.02875,4393.94125,4451.46,4498.75,4544.50375,4588.91625
