"id","V2","V3","V4","V5","V6","V7","V8","V9"
"Q1",6929.9475,6822.13,6902.45,6904.4225,7028.215,6924.785,7018.9975,7002.745
"Q2",7146.9475,7108.52,7197.2825,7201.32,7245.7075,7233.9575,7339.515,7320.5325
"Q3",7225.7225,7167.855,7209.4125,7206.0425,7272.4575,7236.4975,7291.86,7275.585
"Q4",7753.2825,7779.445,7799.405,7794.0725,7832.065,7878.9675,7911.905,7890.9325
"Q5",959.9905,843.0795,1138.6075,1386.08,976.579,851.27125,1143.4925,1386.1475
"Q6",9824.9725,9722.6575,9821.195,9861.445,9883.6375,9784.6525,9872.315,9919.99
"Q7",3376.9525,3363.045,3360.265,3369.0175,3382.2375,3364.465,3359.5225,3373.88
"Q8",2602.3325,2560.335,2605.05,2631.14,2613.19,2569.22,2607.9925,2636.9375
"Q9",2498.52,2476.67,2490.15,2500.505,2493.3225,2469.2,2484.3425,2498.115
"Q10",2561.9525,2544.1125,2566.7875,2560.7125,2560.3675,2544.835,2570.7075,2565.27
"Q11",1169.3175,1161.6275,1156.595,1155.29,1169.025,1161.8175,1157.91,1156.3875
"Q12",3164.7525,2944.1775,3240.9175,3390.535,3189.5625,2955.2675,3248.65,3394.2675
"Q13",1764.14,1763.7325,1784.33,1784.995,1808.2525,1804.76,1821.4,1823.5175
"Q14",12309.75,12169.375,12212.875,12540.55,12601.65,12537.125,12607.575,12909.9
"Q15",1192.94,1161.2375,1252.635,1288.95,1221.3475,1187.73,1282.2975,1313.1375
"Q16",2038.185,2036.5975,2134.315,2119.835,2111.8175,2107.9825,2213.6375,2199.025
"Q17",2450.3075,2470.4575,2424.5,2483.335,2477.915,2497.53,2451.81,2509.79
"Q18",4662.52,4437.4275,4897.47,4739.0025,4684.9525,4434.3775,4890.9625,4723.9225
"Q19",5740.175,5699.6375,5789.5125,5808.965,5772.1475,5738.6625,5827.4775,5848.1325
"Q20",6306.065,6307.085,6297.04,6375.6475,6351.225,6340.735,6335.1875,6418.3575
"Q21",9763.7525,9722.115,9820.8825,9886.7675,9801.855,9753.4575,9844.3975,9924.8775
"Q22",5064.8275,5074.8675,5177.6525,5239.4375,5130.1275,5147.7925,5253.07,5326.9825
"Q23",5961.385,5843.86,5988.4125,6055.805,5953.6475,5837.84,5981.9775,6046.775
"Q24",2304.5175,2296.145,2336.0025,2326.0075,2306.865,2293.055,2331.38,2320.35
"Q25",1359.4675,1354.41,1381.5525,1376.1575,1353.645,1348.665,1375.285,1365.835
"Q26",7451.905,6790.165,7575.4375,9101.75,7439.3675,6866.2725,7685.705,9293.1575
"Q27",9145.105,9035.37,9239.8225,9271.93,9215.9875,9070.1725,9247.8425,9268.885
"Q28",5146.785,5148.3775,5038.7175,4978.815,5172.19,5199.1425,5103.3525,5038.9275
"Q29",1959.67,1928.5525,1897.73,1887.845,1967.5875,1936.5625,1912.7775,1900.4375
"Q30",3127.1,3145.3325,3083.51,3094.615,3140.955,3161.8375,3102.3825,3113.935
