"id","V2","V3","V4","V5","V6","V7","V8","V9"
"Q1",6958.805,6829.9575,6929.025,6902.08,7051.82,6921.6775,7033.3225,7002.165
"Q2",7118.965,7107.9075,7206.52,7183.675,7222.755,7226.6575,7337.425,7302.0975
"Q3",7214.4125,7143.175,7197.7775,7191.255,7291.3825,7223.315,7281.405,7258.5625
"Q4",7735.67,7749.6125,7809.9275,7771.735,7809.055,7829.485,7903.3175,7851.3975
"Q5",954.73975,842.50075,1134.9725,1389.08,979.301,855.26075,1148.45,1402.12
"Q6",9801.3325,9715.0075,9816.9325,9860.185,9852.285,9776.4175,9874.3125,9926.3375
"Q7",3369.3525,3354.2125,3343.1025,3363.3025,3371.785,3351.9525,3339.1275,3362.675
"Q8",2594.7575,2556.1525,2599.91,2632.41,2610.82,2571.4175,2611.5325,2645.6525
"Q9",2499.2425,2470.0075,2487.2075,2495.5225,2491.2775,2459.83,2477.525,2490.4725
"Q10",2559.04,2539.505,2565.505,2561.4325,2559.705,2542.7575,2568.465,2566.25
"Q11",1168.3375,1160.7725,1155.845,1156.035,1170.2625,1162.2675,1158.5425,1157.8575
"Q12",3161.0525,2942.39,3236.1875,3404.0425,3190.4475,2954.6925,3242.19,3412
"Q13",1766.45,1765.7125,1786.7675,1783.74,1807.7075,1806.6625,1823.6375,1821.63
"Q14",12371.675,12254.85,12309.925,12605.5,12721.4,12652.975,12690.225,12973.425
"Q15",1183.855,1147.8775,1245.8625,1281.2625,1219.4125,1184.655,1282.0375,1311.64
"Q16",2032.9325,2047.89,2125.195,2123.3175,2103.5575,2111.1875,2205.525,2199.9025
"Q17",2452.435,2469.1525,2425.51,2479.0675,2484.8475,2496.4125,2453.84,2505.7975
"Q18",4648.67,4433.98,4875.625,4728.945,4668.6975,4431.0975,4871.855,4724.7025
"Q19",5723.6025,5699.1125,5782.8725,5809.1625,5759.87,5743.1725,5831.5025,5859.165
"Q20",6291.24,6300.375,6286.86,6370.86,6346.0225,6347.0675,6338.165,6430.1125
"Q21",9739.7875,9704.0725,9788.965,9866.29,9782.415,9740.8575,9831.9775,9926.0475
"Q22",5076.1475,5076.885,5168.4,5212.815,5119.6775,5135.52,5233.035,5285.76
"Q23",5953.825,5844.7675,5996.3075,6064.325,5946.6525,5840.9825,5990.7125,6057.9675
"Q24",2300.8125,2287.4975,2330.6325,2327.885,2306.49,2285.295,2324.865,2318.4525
"Q25",1359.37,1354.1275,1379.4475,1376.1875,1356.17,1350.9575,1377.4375,1370.515
"Q26",7477.2725,6783.35,7599.46,9058.31,7438.19,6848.2525,7672.98,9227.59
"Q27",9141.62,9032.4625,9217.4675,9273.11,9199.46,9054.1575,9226.7375,9258.9875
