"id","V2","V3","V4","V5","V6","V7"
"Y1",7247.02125,7286.985,7313.95,7361.12625,7399.17375,7439.16375
"Y2",1625.1275,1650.54625,1691.23125,1730.0925,1748.90375,1767.62625
"Y3",8591.02,8803.48875,9014.39875,9234.525,9462.83,9682.07125
"Y4",9906.7125,10142.4,10381.025,10619.1125,10870.4,11111.1875
"Y5",7107.22375,7348.39625,7593.01125,7839.85875,8085.23625,8333.4325
"Y6",4303.92875,4500.54875,4694.39,4882.77125,5073.5425,5242.59
"Y7",3926.54,4075.4325,4223.6175,4358.60625,4499.62625,4623.46
"Y8",2418.53125,2430.335,2439.1775,2449.22,2459.045,2463.65
"Y9",2327.6475,2350.93125,2370.77375,2390.18625,2410.93875,2425.385
"Y10",2389.0975,2416.0725,2437.435,2458.45,2481.14,2495.88
"Y11",1506.3975,1519.8875,1531.46875,1542.73625,1555.13,1562.78
"Y12",2024.47125,2066.75,2107.68125,2147.435,2187.1075,2220.91125
"Y13",4700.28125,4819.77375,4943.94,5073.41375,5204.33125,5326.55625
"Y14",5125.16,5239.95375,5354.9625,5481.79625,5599.6625,5715.07
"Y15",5495.28125,5662.3525,5834.67875,6014.82,6192.6575,6367.66625
"Y16",2539.4025,2581.175,2619.14625,2664.78625,2705.27375,2742.715
"Y17",3866.1375,3957.70125,4050.8525,4151.76125,4247.2875,4337.05
"Y18",3169.02875,3220.2275,3269.71875,3327.75125,3379.02125,3426.14
"Y19",3215.60125,3381.40625,3549.75125,3731.00125,3874.29375,4075.6775
"Y20",6648.0125,6780.63125,6909.88375,7033.4975,7172.53875,7288.1925
"Y21",9928.1525,10336.5125,10760.15,11157.5,11578.825,11969.6375
"Y22",4858.04625,5089.875,5332.89125,5565.935,5793.32625,6018.83875
"Y23",10525.775,10725.525,10928.675,11096.4,11292.3,11444.325
"Y24",9767.09375,10032.81375,10305.2,10544.2375,10802.15,11024.4125
"Y25",2549.31375,2637.26125,2726.80875,2808.3675,2894.36375,2969.435
"Y26",8123.555,8467.93375,8840.10375,9184.39625,9531.92875,9878.24375
"Y27",1918.83875,1988.97375,2062.1375,2127.3625,2196.63625,2259.70875
"Y28",1876.37,1943.21625,2011.4475,2073.14625,2138.6475,2198.4025
"Y29",4337.19,4402.97125,4459.66,4511.62375,4570.20125,4612.9
"Y30",4567.03125,4674.04,4776.235,4878.065,4978.81625,5065.6
"Y31",3857.48875,3889.56625,3912.59,3934.85875,3959.9225,3969.80375
"Y32",5517.60125,5590.60875,5654.64125,5715.47875,5780.60875,5828.78125
"Y33",1284.05625,1300.945,1316.3525,1331.88125,1347.30875,1358.485
"Y34",1717.31125,1736.5325,1752.90625,1768.8625,1786.09875,1797.36625
"Y35",3476.02875,3544.67125,3607.7975,3668.995,3732.9675,3783.945
"Y36",1183.92125,1195.72625,1205.45375,1214.88125,1225.335,1231.9825
"Y37",4107.07125,4185.35,4255.37375,4322.9875,4392.9225,4448.14625
"Y38",3611.78625,4002.13625,4322.1225,4557.6725,4856.32125,5094.9425
"Y39",3827.51875,3941.59375,4042.6875,4171.4975,4300.78,4399.23125
"Y40",4791.0175,4942.55875,5097.32625,5277.8825,5443.27625,5603.4375
"Y41",14740.425,15055.3875,15335.7625,15675.2625,15999.2875,16289.5
"Y42",5882.21625,6189.10625,6507.72375,6831.54375,7145.0325,7452.8875
"Y43",2942.07625,3067.00375,3198.48,3337.78625,3472.435,3601.895
"Y44",10249.05,10540.2125,10837.45,11158.8875,11478.0375,11764.05
"Y45",10224.2625,10488.45,10752.5625,11040.25,11315.25,11571.675
"Y46",6413.74875,6695.6525,6987.11875,7283.6,7569.54625,7823.35625
"Y47",6414.91125,6701.935,6984.16625,7287.27125,7559.50875,7808.00125
"Y48",6719.0825,6725.185,6707.33625,6699.39375,6676.98375,6665.46875
"Y49",2515.765,2538.86,2554.815,2573.66,2591.3425,2604.89125
"Y50",18710.9125,18990.2875,19221.8,19494.6875,19728.5125,19930.25
"Y51",8242.0075,8351.4325,8434.56625,8538.23,8626.43625,8699.60375
"Y52",18145.0625,19371.1125,20663.275,21966.3125,23236.625,24542.8125
"Y53",19626.125,20942.575,22206.1,23586.0875,24786.85,26121.6625
"Y54",9091.62375,9858.3675,10640.15,11468.725,12300.95,13078.45
"Y55",2802.56375,3042.82375,3287.11125,3540.90875,3797.465,4042.7825
"Y56",12482.725,13737.7375,14982.6625,16288.7625,17592.6375,18844.5375
"Y57",2132.1025,2237.43875,2348.64875,2461.335,2570.99625,2678.055
"Y58",10086.7625,10316.6125,10546.35,10797.85,11053.55,11276.1125
"Y59",10131.175,10292.2375,10430.7,10575.9125,10727.85,10869.5125
"Y60",10190.2875,10397.7125,10607.4125,10831.675,11065.9125,11275.9875
"Y61",10081.2,10241.4125,10376.9375,10526.4375,10703.675,10884.7
"Y62",10076.56375,10355.0125,10624.875,10977.6625,11323.525,11589.525
"Y63",10293.925,10699.175,11085.8625,11543.8625,11995.075,12478.8
"Y64",13477.35,13816.4875,14172.9375,14522.95,14878.8375,15248.9625
"Y65",10705.1,11044.9625,11423.95,11822.575,12202.8875,12594.4
"Y66",10422.65,10822.375,11271.95,11714.675,12155.95,12606.5375
"Y67",10076.875,10276.4125,10469.0125,10688.7375,10909.4125,11113.9875
"Y68",9990.585,10122.175,10220.375,10342.975,10464.2,10563.8625
"Y69",10251.05,10551.8625,10879.4875,11239.9,11585.9375,11904.0875
"Y70",10091.9375,10246.7375,10380.025,10530.325,10704.4625,10870.6
"Y71",10081.94625,10279.675,10464.55,10672.925,10906.2125,11150.35
"Y72",10342.7875,10656.1625,10974.4625,11301.3,11608.5,11880.2
"Y73",10178.1375,10299.925,10380.1625,10473.6125,10550.725,10624.5
"Y74",10235.8,10441.675,10601.2125,10813.8125,10988.0625,11144.3375
"Y75",10088.9625,10188.1625,10261.2375,10350.925,10426,10486.95
"Y76",10182.925,10362.4375,10530.4625,10715.55,10884.4875,11046.075
"Y77",10303.7,10589.1125,10867.7375,11160.75,11457.925,11764.125
"Y78",9915.05625,10282.0125,10651.3,11074.525,11490.2875,11886.1625
"Y79",4935.26625,5196.96375,5434.11125,5695.505,5951.96125,6178.7825
"Y80",3856.3975,4062.98375,4257.9725,4420.88375,4590.475,4710.68625
"Y81",4502.26625,4672.85,4850.66625,5035.0875,5208.97125,5364.27625
"Y82",11216.75,11671.2,12097.175,12582.6625,13101.9,13686.95
"Y83",9597.27125,9970.34125,10353.5625,10791.1125,11224.6125,11624.3875
