"id","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49"
"H1",616.417,555.299,521.61875,493.149125,474.495875,464.57625,464.512125,490.1295,497.00825,537.675625,585.509,649.381625,722.69125,776.507125,813.342375,827.877,839.22425,829.11375,829.741,811.208375,780.245125,759.82775,731.595375,684.92675,612.3435,549.2015,511.005,481.168375,462.77475,451.044625,452.42825,471.19375,482.552125,523.736875,576.682625,652.192625,732.3895,795.548625,838.881625,867.118625,864.166625,838.488375,827.4525,807.995125,785.44675,742.642375,723.411625,672.268625
"H2",2796.3125,2483.86875,2255.6075,2069.6125,1930.98,1910.64875,1871.0275,1936.21,2063.195,2214.2525,2395.065,2605.4725,2854.685,3082.16625,3282.25875,3469.98625,3593.55625,3710.9375,3787.5475,3807.99625,3724.10875,3535.1525,3328.1425,3203.05875,2898.84875,2558.47375,2296.955,2092.20625,1968.0125,1864.42375,1849.68125,1908.0475,2033.80375,2259.79375,2518.46125,2779.2225,3045.6275,3325.8025,3562.4075,3731.815,3866.6575,3926.45625,3970.36,3964.7225,3868.78625,3654.35125,3442.47875,3269.44
"H3",1458.7125,1394.83625,1250.15375,1120.48625,1028.3925,969.0285,939.29125,906.9715,927.617,982.3135,1066.95125,1153.2975,1210.5,1252.7375,1305.80625,1345.97125,1388.67875,1427.0475,1465.3775,1491.18375,1524.6425,1527.3675,1502.48375,1453.53125,1417.485,1375.65375,1240.16375,1115.85625,1003.196625,945.5605,914.876125,890.72775,906.177625,953.059,1029.19875,1104.21875,1174.48,1217.62,1259.84875,1293.0775,1328.6525,1347.985,1383.18125,1421.5325,1438.61125,1445.51625,1413.80375,1369.31625
"H4",5352.36,5107.81625,4736.18,4344.72375,4024.18625,3787.03125,3582.0075,3469.01375,3443.615,3492.76375,3591.52375,3776.69625,3963.12625,4177.89,4426.40375,4642.57375,4848.57,5115.60375,5354.97125,5614.19125,5796.7625,5858.80875,5730.36625,5608.56125,5467.345,5192.97875,4815.25375,4459.9925,4194.7025,3961.695,3771.70375,3670.305,3649.29625,3700.615,3740.97875,3854.155,4000.5475,4201.67,4414.96,4617.37625,4785.14,4995.845,5201.865,5381.075,5516.8925,5463.20875,5268.9525,5141.66375
"H5",3597.2725,3271.2775,2824.47,2435.3075,2156.39125,1988.31125,1876.0225,1798.34875,1806.68,1885.7075,1976.70875,2120.01125,2255.2575,2368.34875,2639.2875,2814.70375,3024.9625,3237.92375,3441.32125,3586.27875,3700.51875,3782.36125,3652.24625,3420.62625,3158.89375,2941.53875,2592.36125,2280.97,2055.37625,1899.9275,1806.175,1737.42875,1743.025,1810.755,1880.51625,2010.11375,2137.7625,2293.30375,2446.545,2617.455,2833.6075,3081.9025,3319.19125,3527.67875,3694.02,3798.33875,3719.27625,3518.80875
"H6",5156.81125,5345.48,5687.06,6014.69625,6292.93,6493.72625,6657.3475,6789.6725,6927.16625,7086.6975,7175.655,7210.06375,7320.4,7381.7475,7292.41625,7107.18,6889.9275,6747.67875,6364.34,5870.0375,5527.54125,5255.095,5036.945,4933.16,4946.385,5027.665,5163.93875,5452.545,5832.6025,6130.1875,6316.7775,6487.07375,6626.4925,6728.5375,6816.28125,6873.8925,6930.855,6997.48375,6934.79125,6835.61625,6676.95,6509.2925,6124.43625,5673.6075,5327.09375,5025.3975,4863.805,4788.72
"H7",48689.85,47072.1375,44309.3,40022.7375,36063.5375,33336.725,31837.4875,30784.4125,30410.4625,30673.7125,31599.5375,33307.0875,35660.3,37648.35,39698.025,41706.8125,43515.825,45154.4125,47354.2875,48977.775,50224.8875,51177.05,50760.4,49227.025,47075.0375,45744.375,43233.5375,39272.7875,35583.225,33031.0625,31653.3625,30402.3375,29882.4625,30158.5625,31050.225,32595.8625,34899.45,37093.2875,39269.1875,41636.5,43618.9875,45391.275,47366.0875,49230.2,50456.575,51280.5875,50739.1,48078.95
"H8",28909.4875,26752.2375,25027.75,23858.7375,23162.0875,22973.075,23740.0625,25013.3875,26288.375,27975.425,30011.9375,32278.95,34479.4,36365,38059.3625,39209.975,40090.6125,40287.8375,39366.375,37812.1375,36377.6375,35397.2875,34386.025,31725.7625,28956.35,26508.0375,24933.075,23755.5375,23076.1625,22932.7625,23589.9625,24610.475,25701.3,27298.6375,29038.3625,31127.3375,33032.45,34729.1375,36482.6,37926.275,38919.9375,39481.8625,39228.8125,38006.0375,36176.6,34693.575,33559.45,31070.8875
"H9",35371.825,32536.8,30336.0375,28733.1625,27636.4875,26945.5875,26692.9125,27393.8875,28451.4875,29837.3,31798.2125,34079.0375,36436.075,38729.4875,40562.875,42007.4625,42810.1125,43520.4375,43872.775,43551.075,42848.05,41760.1125,40235.2125,39151.8375,36694.1,33870.8125,31654.9875,29925.2,28646.6,27775,27474.4125,27939.5125,28821.3125,30296.5875,32607.3875,35075.725,37660.6,40089.55,42050.9,43657.3875,44307.975,44865.2625,44981.975,44434.025,43466.1,42200.3,40508.3875,39283.525
"H10",462.0955,456.703875,441.808875,423.9375,410.819,402.833375,401.12975,398.364125,398.35025,399.543625,423.5875,417.852875,426.46075,439.4835,441.125875,450.644,456.5165,459.543375,469.836375,475.0465,470.879375,475.90725,476.431375,463.559375,459.60925,453.887875,441.8915,423.976125,413.675125,405.50925,403.084125,399.95525,399.6555,399.38975,423.3745,422.618,431.449375,442.706125,448.7355,451.51925,453.034625,464.337,470.365875,469.120875,443.56225,482.041875,480.86625,467.122
"H11",27173.55,26160.4125,25631.2125,25774.3875,26236.5875,26958.325,28145.625,29745.4875,31505.3375,33150.0125,34448.8375,35712.6375,37303.675,38500.4875,39303.925,39846.2875,39565.425,38833.2875,37769.1625,37097.0375,35202.8375,32202.15,29654.6,27959.8875,27422.0625,26366.625,25662.65,25667.6125,25855.5375,26386.0875,27484.5,28750.6375,30094.4375,31639.7375,33336.275,34889.6875,36754.525,38101.5125,39002.6625,39425.075,39379.15,38555.5375,37248.7125,36281.8625,33043.675,29884.9625,26887.0125,25618.3
