"id","V2","V3","V4","V5","V6","V7","V8","V9"
"Q1",6940.25,6802.0125,6897.7425,6898.49,7022.29,6906.9775,7010.7475,6997.105
"Q2",7109.36,7065.0475,7200.265,7177.2575,7228.3025,7210.69,7327.735,7302.56
"Q3",7207.0275,7162.155,7213.7325,7207.24,7266.765,7246.5075,7296.1375,7275.535
"Q4",7749.9175,7768.6475,7801.9775,7772.9825,7814.1475,7857.7625,7881.7925,7867.35
"Q5",952.9215,841.53925,1137.485,1390.405,977.68875,857.3585,1154.0675,1404.8325
"Q6",9821.655,9730,9826.0275,9865.54,9876.8,9785.915,9890.3275,9935.465
"Q7",3374.76,3356.415,3347.9675,3362.8,3373.455,3355.7925,3348.475,3369.8425
"Q8",2599.2925,2559.7925,2603.8725,2633.7875,2616.985,2578.5025,2618.25,2651.215
"Q9",2498.44,2472.2125,2480.92,2493.135,2484.68,2461.255,2475.88,2492.915
"Q10",2561.725,2539.665,2561.9575,2556.3475,2556.6925,2539.035,2564.6075,2561.695
"Q11",1169.375,1160.57,1157.5125,1155.8875,1170.0375,1161.8775,1159.2925,1158.2675
"Q12",3148.8625,2937.9425,3209.3175,3382.6875,3157.4675,2942.0175,3207.1825,3389.6375
"Q13",1763.4325,1763.145,1781.37,1783.9075,1807.94,1807.225,1822.955,1826.17
"Q14",12348.825,12184.25,12247,12584.075,12670.6,12590.2,12656.625,12961.375
"Q15",1203.0825,1171.2575,1267.715,1297.11,1226.945,1197.63,1294.96,1320.975
"Q16",2035.6825,2035.1775,2129.5125,2123.54,2101.29,2103.7175,2205.65,2199.34
"Q17",2447.65,2474.6075,2421.09,2482.685,2474.8975,2503.7175,2452.9975,2517.105
"Q18",4656.97,4434.565,4899.405,4742.0425,4663.9675,4427.79,4881.1275,4728.76
"Q19",5722.185,5697.625,5780.67,5795.7025,5743.73,5717.12,5806.91,5825.4975
"Q20",6300.6425,6300.535,6288.37,6379.4725,6351.0775,6345.63,6336.9475,6432.1475
"Q21",9734.8625,9687.9325,9775.065,9858.7725,9757.96,9709.375,9806.795,9915.5025
"Q22",5060.54,5065.2425,5173.4425,5229.64,5116.3225,5134.7025,5244.615,5318.4025
"Q23",5948.9925,5831.85,5980.74,6057.9175,5942.94,5834.0825,5985.685,6066.0775
"Q24",2309.175,2286.455,2329.4975,2319.565,2300.49,2279.0375,2318.97,2311.3
"Q25",1361.4925,1352.3275,1382.3075,1373.25,1353.6025,1348.14,1377.8975,1367.79
"Q26",7401.52,6736.07,7540.4025,9078.315,7420.975,6843.45,7650.8275,9277.5525
"Q27",9156.7825,9038.515,9208.1825,9246.985,9193.76,9044.8925,9210.44,9233.95
"Q28",5152.0175,5144.04,5050.77,4977.3525,5187.2425,5209.6375,5120.01,5048.1825
"Q29",1961.835,1924.3,1898.0575,1887.4925,1968.77,1934.8825,1908.1225,1897.5275
"Q30",3125.5275,3141.03,3082.665,3092.8625,3141.54,3159.095,3101.04,3113.55
"Q31",2509.4825,2553.49,2517.1925,2508.2975,2511.72,2563.4225,2531.46,2527.3575
"Q32",4857.6525,4730.245,4739.22,4735.7175,4918.9325,4803.265,4808.325,4798.175
"Q33",8275.2725,8353.695,8333.495,8336.1475,8385.56,8459.25,8437.685,8435.7525
"Q34",7179.8,7322.72,7260.16,7285.105,7264.1325,7407.33,7350.4275,7361.8125
"Q35",10130.9,10298.675,10251.2,10134.875,10229.55,10409.275,10349.9,10234.225
"Q36",9221.2125,9177.4725,9197.4725,9227.405,9333.0425,9316.4475,9352.5725,9391.65
"Q37",4495.0475,4458.615,4483.56,4499.7525,4523.8025,4521.235,4552.0275,4578.7875
"Q38",6373.385,6375.69,6507.5,6498.8575,6464.295,6477.915,6615.05,6613.805
"Q39",5529.85,5702.285,6227.215,6048.7325,5604.16,5817.4425,6402.1275,6195.0525
"Q40",5279.1225,5331.3,5300.2075,5296.385,5334.3175,5393.5425,5373.635,5374.69
"Q41",1917.0025,1918.6575,1921.2775,1923.2675,1942.2675,1944.8275,1949.1025,1952.655
"Q42",2134.4,2130.7,2128.74,2127.1025,2160.92,2157.72,2156.915,2158.2975
"Q43",5505.955,5598.89,5527.675,5550.16,5566.7275,5670.8675,5616.6,5644.5525
"Q44",1288.655,1299.0025,1287.0575,1288.3875,1308.32,1316.9875,1304.3,1306.0775
"Q45",1931.8925,1932.57,1937.405,1939.36,1957.25,1959,1962.6025,1966.08
"Q46",3380.675,3403.6325,3441.0625,3424.1575,3430.4025,3463.5225,3490.2275,3469.86
"Q47",9621.9125,9740.67,9711.64,9813.405,9757.225,9880.04,9835.7075,9935.87
"Q48",1410.4275,1386.8875,1413.5275,1435.9875,1429.8675,1414.7725,1439.43,1460.515
"Q49",8915.5925,9123.115,9013.2375,9003.195,9014.815,9243.2525,9152.275,9118.0025
"Q50",9203.41,9562.2375,9310.8975,9401.6425,9320.65,9657.85,9478.6475,9502.1625
"Q51",1493.3475,1513.7625,1502.1675,1462.505,1519.8,1543.285,1532.695,1481.51
"Q52",5816.095,5846.98,5858.58,5864.8325,5867.4175,5900.4275,5922.0575,5926.175
