Y1,7206.9922,7190.8466,7187.5829,7193.1698,7204.8103,7220.5646
Y2,1603.2136,1576.459,1554.9419,1537.3741,1522.82,1510.5882
Y3,8537.229,8693.8866,8850.5443,9007.2019,9163.8596,9320.5172
Y4,9827.4434,10003.5584,10177.4978,10352.4323,10526.9116,10701.5991
Y5,6975.4953,7111.7884,7248.6887,7386.1937,7524.3011,7663.0085
Y6,4385.8447,4669.8016,4955.673,5243.5276,5533.4368,5825.4743
Y7,4363.5523,5234.5394,6328.7036,7727.2901,9540.9536,11920.3452
Y8,2411.4287,2414.5312,2418.0978,2422.0506,2426.3245,2430.8657
Y9,2315.7259,2332.7471,2349.8375,2366.9976,2384.2282,2401.5299
Y10,2353.9163,2384.363,2389.6511,2394.9555,2400.2763,2405.6135
Y11,1473.8503,1482.9821,1492.1408,1501.3267,1510.5398,1519.7805
Y12,2034.8951,2095.3283,2156.069,2217.1236,2278.4989,2340.2017
Y13,4909.8072,5028.435,5148.462,5269.9022,5392.7691,5517.0756
Y14,5116.0893,5203.7453,5290.2349,5375.5907,5459.8473,5543.0398
Y15,5476.504,5606.8546,5737.2052,5867.5558,5997.9064,6128.257
Y16,2634.1069,2657.3888,2680.3966,2703.1301,2725.5897,2747.7762
Y17,3839.3763,3908.907,3977.8712,4046.2681,4114.098,4181.3628
Y18,3187.156,3230.1965,3272.7861,3314.9368,3356.6608,3397.9705
Y19,3462.3004,3892.2279,4331.8062,4781.9158,5243.5173,5717.6581
Y20,6521.2493,6611.2698,6701.2903,6791.3108,6881.3313,6971.3518
Y21,9565.5585,9861.607,10157.6554,10453.7039,10749.7524,11045.8009
Y22,4216.8859,4312.1824,4408.4128,4505.6034,4603.7811,4702.9736
Y23,10041.0773,9911.2022,9824.0469,9764.9444,9724.2634,9695.6791
Y24,7493.3812,7499.8306,7506.28,7512.7295,7519.1789,7525.6283
Y25,2478.2216,2542.6159,2608.831,2676.951,2747.0637,2819.2611
Y26,7650.4171,7767.0365,7883.8962,8000.9986,8118.346,8235.9408
Y27,1893.3361,1997.2511,2112.0543,2239.1246,2380.0154,2536.4768
Y28,1819.4844,1836.6783,1853.8721,1871.066,1888.2599,1905.4537
Y29,4294.1625,4466.1789,4638.1952,4810.2115,4982.2278,5154.244
Y30,4543.0273,4628.0999,4714.2785,4801.5927,4890.0729,4979.7502
Y31,3625.4997,3605.1646,3589.2015,3576.736,3567.0686,3559.6396
Y32,5646.5281,5895.1369,6133.7542,6364.1639,6587.8314,6805.9604
Y33,1267.8303,1279.1623,1290.4942,1301.8262,1313.1581,1324.4901
Y34,1727.7103,1748.6407,1765.2192,1779.0467,1791.1352,1802.1244
Y35,3356.0177,3400.4531,3445.1835,3490.2136,3535.5484,3581.1929
Y36,1213.4949,1270.4099,1324.8747,1377.4047,1428.4069,1478.2026
Y37,4138.7151,4300.7998,4473.9371,4658.9042,4856.5242,5067.6691
Y38,0,0,0,0,0,0
Y39,3912.9443,4036.0116,4083.6053,4079.3296,4078.765,4119.1481
Y40,4596.6251,4513.1982,4449.0332,4401.1456,4353.258,4305.3704
Y41,14546.1051,14639.8889,14763.3839,14904.6046,15056.411,15214.5496
Y42,5834.4147,6102.66,6375.5272,6653.0598,6935.3005,7222.2917
Y43,2916.199,3008.0166,3100.3876,3193.3038,3286.757,3380.7396
Y44,10171.7848,10369.0927,10557.0497,10750.6505,10940.845,11133.0954
Y45,10155.2437,10313.2317,10471.2197,10629.2077,10787.1958,10945.1838
Y46,6350.1237,6585.9603,6826.2399,7071.0552,7320.4994,7574.6662
Y47,6360.9406,6598.4572,6840.4852,7087.1196,7338.4558,7594.5898
Y48,6852.9891,6879.8377,6802.6589,6801.0172,6781.7389,6748.88
Y49,2501.4343,2505.223,2512.2071,2519.1698,2525.877,2531.9662
Y50,18632.786,18785.5675,18971.4656,19138.4526,19316.2387,19487.858
Y51,8180.4111,8237.9551,8300.3043,8365.021,8430.9224,8497.4347
Y52,18119.9801,19467.1561,20848.8716,22264.0161,23712.2234,25193.3678
Y53,22540.4802,27481.3632,33223.437,39815.3772,47337.7244,55898.7249
Y54,8919.4341,9520.1634,10144.3816,10793.743,11469.562,12173.0743
Y55,2796.0435,3050.4033,3326.7363,3626.3298,3951.2733,4304.0007
Y56,12610.8971,14179.7473,15883.5163,17722.0824,19699.1251,21821.0117
Y57,2125.9856,2227.3425,2330.5945,2435.8392,2543.1793,2652.7226
Y58,10120.3506,10272.7427,10425.2986,10578.0163,10730.8939,10883.9296
Y59,10028.2737,10070.8239,10113.0761,10164.9388,10214.0948,10270.3888
Y60,10057.839,10206.8467,10354.9596,10502.1939,10648.5656,10794.0903
Y61,10038.7029,10098.226,10169.5634,10244.2948,10320.3605,10397.2599
Y62,9993.3462,10011.9308,10030.5154,10049.1,10067.6847,10086.2693
Y63,10129.5444,10289.8235,10450.1027,10610.3819,10770.6611,10930.9403
Y64,13324.4797,13553.5335,13784.1963,14016.4754,14250.3782,14485.9121
Y65,10571.6576,10681.2438,10790.8299,10900.4161,11010.0023,11119.5885
Y66,10265.1954,10463.7825,10642.8019,10805.0065,10952.7451,11088.0226
Y67,9938.3026,9969.1423,10020.1899,10088.6455,10172.1855,10268.8844
Y68,9875.164,9948.2691,10021.3742,10094.4794,10167.5845,10240.6896
Y69,10224.4621,10449.0183,10672.2826,10894.2776,11115.0255,11334.5484
Y70,10016.0836,10123.9849,10243.2506,10365.144,10487.0514,10608.2052
Y71,9576.9562,9554.6482,9651.9346,9795.5086,9947.1776,10095.1257
Y72,10276.8239,10536.9732,10797.9035,11059.589,11322.0031,11585.1195
Y73,10026.3075,10046.437,10066.1201,10085.3858,10104.2617,10122.773
Y74,10139.4837,10265.2843,10391.2741,10517.452,10643.8169,10770.3678
Y75,10143.4076,10237.3609,10325.4193,10410.4177,10493.8332,10576.4356
Y76,10202.1126,10349.2992,10497.155,10645.6792,10794.8709,10944.7293
Y77,10188.5436,10354.7749,10529.089,10701.8522,10876.1628,11051.0165
Y78,9827.6003,9948.7968,10079.9478,10214.928,10356.1405,10502.9607
Y79,4617.7932,4864.2288,5128.1725,5266.2645,5269.0057,5219.1326
Y80,3590.0321,3606.9181,3623.804,3640.6899,3657.5758,3674.4617
Y81,4492.7979,4634.0877,4776.2306,4919.2136,5063.0245,5207.6514
Y82,10017.9232,10299.6403,10994.5022,11502.1068,11744.9016,11992.8499
Y83,9336.624,9374.9549,9422.1689,9490.3799,9568.7891,9656.2792
Y84,3723.0218,3725.6428,3728.1773,3730.6331,3733.0171,3735.3356
Y85,1417.7253,1440.3961,1449.8896,1459.383,1468.8764,1478.3699
Y86,2648.9091,2655.3714,2661.8338,2668.2962,2674.7586,2681.221
Y87,10148.9888,10173.6602,10198.2897,10222.8795,10247.4316,10271.9481
Y88,9674.4715,9697.3867,9720.3019,9743.2171,9766.1323,9789.0475
Y89,574.7147,521.2359,498.1348,489.7537,488.5055,490.7135
Y90,6337.9664,6348.7328,6359.4992,6370.2655,6381.0319,6391.7983
Y91,8062.2624,8216.016,8334.5122,8420.1962,8483.943,8537.7118
Y92,1833.1052,1878.1315,1909.0303,1931.6026,1949.2674,1964.0399
Y93,8051.7489,8064.4038,8075.8846,8086.4261,8096.2162,8105.4051
Y94,6768.1445,6769.4643,6770.7842,6772.1041,6773.424,6774.7438
Y95,6468.7969,6466.2711,6463.7452,6461.2194,6458.6936,6456.1677
Y96,7306.8427,7292.816,7280.1165,7268.6018,7258.1446,7248.6313
Y97,6390.4961,6386.9755,6383.455,6379.9345,6376.414,6372.8935
Y98,8759.199,8754.1891,8749.1792,8744.1693,8739.1594,8734.1495
Y99,8101.2415,8099.8925,8098.5436,8097.1946,8095.8457,8094.4967
Y100,8343.6198,8348.4498,8353.2798,8358.1098,8362.9398,8367.7698
Y101,1577.3757,1563.8405,1550.3053,1536.7702,1523.235,1509.6998
Y102,8923.0839,8933.1702,8943.2566,8953.3429,8963.4293,8973.5156
Y103,3614.3293,3619.0555,3623.7817,3628.5079,3633.2342,3637.9604
Y104,1748.2765,1739.5559,1733.049,1728.1314,1724.355,1721.3979
Y105,2005.6336,1958.4209,1911.7939,1865.7069,1820.1185,1774.9908
Y106,2046.9891,1978.9603,1941.6353,1918.7414,1903.2963,1892.14
Y107,3081.7824,3141.1854,3200.1362,3248.5116,3284.0054,3308.1008
Y108,1238.1928,1231.1273,1224.0617,1216.9961,1209.9305,1202.865
Y109,2562.5993,2553.3313,2552.5912,2547.8411,2544.9765,2541.2253
Y110,2014.1696,2020.9593,2026.2571,2030.3826,2033.5872,2036.0681
Y111,2677.9482,2689.5172,2701.0987,2712.6928,2724.2993,2735.9184
Y112,1177.3085,1184.543,1176.1173,1174.5588,1169.989,1166.7397
Y113,1843.5025,1836.43,1836.4994,1836.5689,1836.6384,1836.7078
Y114,1929.1191,1906.5303,1883.9414,1861.3526,1838.7637,1816.1749
Y115,1623.9161,1622.5879,1620.104,1618.1168,1615.9162,1613.8073
Y116,2186.7319,2191.2331,2195.7342,2200.2354,2204.7366,2209.2378
Y117,2113.7215,2154.7128,2128.4444,2165.8392,2142.975,2177.1475
Y118,1787.8793,1786.0994,1784.3874,1782.7385,1781.1481,1779.6123
