"id","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49"
"H1",617.357,555.742875,521.747,492.78175,473.89025,463.59825,463.493875,488.849,495.82125,536.081125,583.745625,647.530375,720.3085,774.276375,811.948375,826.828,838.81525,829.004375,828.628125,809.15725,777.225125,755.9455,727.618125,681.519375,609.984125,547.082375,509.244625,479.217625,461.168,449.3435,450.868375,469.4485,480.89125,521.849625,574.543625,649.406875,729.3195,792.616875,836.875875,866.49775,864.67025,839.588625,828.5705,809.047875,786.469125,743.407125,724.108,672.768625
"H2",2804.91375,2492.83,2265.765,2078.67125,1939.9825,1917.91375,1877.76375,1940.66125,2067.86625,2218.785,2401.07375,2610.34625,2859.2975,3089.9475,3293.12875,3482.35375,3607.02,3721.435,3797.69875,3815.20375,3733.14125,3545.85375,3342.36625,3218.32875,2913.91375,2571.63125,2310.4625,2105.64875,1981.945,1879.05625,1862.0125,1919.275,2047.205,2272.92,2532.74375,2796.39875,3064.9625,3351.67875,3589.78125,3763.5625,3899.02125,3957.78625,4001.17375,3993.62625,3898.25375,3681.74625,3467.97625,3294.29125
"H3",1459.14875,1397.945,1254.6,1125.0125,1032.25375,972.804375,942.075125,909.0225,928.82275,983.179375,1067.805,1154.245,1210.7425,1252.96,1303.94375,1342.06125,1382.7925,1417.83375,1454.95125,1479.67,1510.845,1514.10625,1491.4275,1445.13875,1411.85625,1372.1525,1239.405,1116.605,1004.333375,946.9715,916.46025,892.472375,907.9635,955.245625,1031.53875,1107.26625,1177.3575,1219.74375,1260.37375,1292.2525,1326.79,1345.2125,1379.51625,1417.3,1432.08875,1437.66125,1407.30125,1364.35
"H4",5359.3525,5116.9975,4744.5225,4354.7375,4032.22,3796.86375,3589.66125,3476.82875,3450.98625,3499.72,3597.82375,3784.235,3970.78875,4186.59125,4438.00375,4656.30375,4864.23,5132.6575,5374.8075,5634.65125,5819.90375,5884.46625,5756.43875,5635.01625,5494.0925,5219.69125,4839.21,4482.00125,4216.37625,3981.58125,3789.18,3688.81875,3666.28625,3717.51625,3754.3725,3867.13375,4015.25375,4217.74875,4431.2025,4635.29875,4802.025,5014.06125,5221.56625,5401.58375,5541.935,5489.2325,5294.06375,5168.4
"H5",3602.4375,3279.21625,2836.8725,2446.79125,2168.265,2000.91375,1887.2075,1809.6125,1816.87875,1894.255,1984.045,2124.4075,2256.7625,2373.86625,2636.29875,2803.35875,3004.5875,3207.70375,3406.2975,3545.67,3663.05625,3746.74625,3622.39875,3399.17125,3149.93125,2940.52,2598.15375,2289.16,2063.80125,1908.4325,1812.0925,1742.8425,1746.07375,1812.82625,1881.29375,2008.005,2136.76375,2289.95125,2443.62,2611.1875,2827.7125,3072.67875,3305.73375,3512.55,3680.385,3784.37875,3712.91125,3516.1925
"H6",5159.83875,5346.7525,5688.265,6015.92125,6296.72375,6496.4525,6662.22,6793.82875,6925.85625,7081.17875,7165.29375,7198.145,7307.40875,7370.9475,7281.26875,7096.57125,6883.68375,6739.21625,6358.86,5861.84,5521.68875,5249.44375,5033.86375,4932.25375,4950.0075,5033.05375,5167.82,5457.4375,5841.46375,6139.21625,6324.47875,6491.03125,6626.97375,6727.1675,6811.45625,6865.86625,6919.4975,6981.505,6921.36,6822.39375,6662.48375,6494.495,6111.13625,5661.25375,5316.9525,5014.3625,4855.03875,4782.485
"H7",48659.4875,47053.7,44316.625,40045.15,36099.85,33388.0125,31893.2625,30839.9625,30463.625,30719.7,31636.125,33332.9625,35680.45,37682.6375,39700.1375,41690.5375,43481.4625,45077.7625,47244.8625,48870.55,50123.0625,51104.575,50748.325,49249.7375,47162.6875,45853.4,43375.9875,39424.8125,35730.025,33158.4125,31763.6875,30510.0125,29978.7125,30245.625,31134.6875,32674.4,34976.975,37168.9125,39339.95,41694.9375,43691.6375,45420.7,47364.8875,49231.8125,50445.325,51253.525,50744.925,48088.7
"H8",28898.6,26706.1875,25002.9875,23832.2,23140.45,22957.175,23737.2,25015.825,26295.9875,27996.7375,30036.5375,32329.025,34555.0875,36467.0125,38176.15,39317.9875,40144.1,40288.2875,39359.625,37812.325,36360.0875,35339.9625,34333.3875,31652.35,28864.15,26409.5625,24816.1625,23632.5375,22954.3375,22817.9625,23481.7125,24503.3125,25605.0875,27214.225,28963.0875,31037.6,32929.4125,34566.0875,36287.9375,37681.7625,38638.375,39155.4125,38884.6625,37670.6125,35884.875,34408.625,33303.0375,30844.35
"H9",35443.4125,32627.8125,30417.425,28817.0875,27703.3,27000.3625,26723.025,27411.2125,28456.7375,29831.4625,31803.6625,34084.0375,36470.55,38800.6875,40684.05,42167.35,42986.3625,43703.325,44041.7875,43694.2,42984.8625,41860.9375,40321.45,39257.225,36797.05,33975.0375,31738.7375,30009.45,28739.0625,27863.6125,27544.1125,28011.7875,28891.075,30386.8125,32683.825,35137.4625,37742.6,40178.175,42162.6625,43791.65,44468.8625,45044.0375,45157.3875,44583.5125,43622.6875,42316.4125,40599.9,39391.1125
"H10",462.30375,456.83575,441.980875,423.916375,410.913,402.883625,401.284625,398.523125,398.508625,399.65775,423.694,417.846125,426.545375,439.733375,441.241625,450.996875,456.90825,459.8095,469.97975,475.174375,470.72675,475.437,476.19425,463.395875,459.711625,453.96375,441.999625,424.050625,413.785375,405.49725,403.172875,399.915375,399.6285,399.481625,423.527375,422.69975,431.669125,442.87725,449.142625,451.888625,453.464,464.7065,470.38275,469.094,443.9165,481.669,480.49625,466.9135
"H11",27214.6875,26209.525,25690.6375,25837.8875,26299.025,27020,28190.475,29753.6375,31477.6375,33088.65,34362.775,35565.1875,37109.45,38288.5625,39104.175,39668.4,39397.875,38683.05,37626.2625,36945.4,35066.8375,32075.025,29546.6875,27840.4375,27336.7375,26307.4125,25627.5125,25658.2,25854.2125,26386.6,27480.5875,28726.6125,30052.7875,31570.1625,33260.0875,34804.1375,36668,38021.6625,38980.225,39424.25,39401.1875,38579.2125,37278.925,36298.3,33057.3375,29853.8,26825.95,25525.3875
"H12",8043.92375,7247.22375,6767.26,6407.3725,6222.9525,6171.79625,6426.2525,6790.675,7232.63,7806.81125,8442.175,9020.62375,9509.72625,10015.21,10479.5625,10918.2,11149.0125,11256.1375,11060.4875,10664.6875,10193.025,9856.49125,9395.5175,8575.3575,7700.14625,6985.95625,6511.24625,6178.69125,5992.05,5938,6188.75,6492.2425,6859.2225,7413.6225,8025.60125,8661.32875,9250.63125,9753.28375,10248.125,10701.85,10996.9,11083.1125,10965.1625,10622.0625,10048.08,9552.2475,9127.025,8359.2325
