"id","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"W1",36516.5125,36343.175,36345.5375,36237.975,36287.1125,35824.025,35664.8375,35690.2125,35762.1875,36240,36241.2375,35198.675,35560.025
"W2",3618.81,3617.86125,3611.4475,3593.84625,3606.9075,3578.895,3550.9975,3529.89125,3553.73625,3646.83,3578.5175,3501.08625,3506.00125
"W3",9795.83375,9873.325,9752.34375,9584.3925,9653.32625,9922.9325,9884.89375,9752.715,9673.85625,9947.565,9902.58375,9781.20125,9613.44625
"W4",2152.1225,2254.365,2350.27125,2635.29375,2482.75,2758.7825,2640.11,3373.67,2860.68125,3002.83375,3373.50875,3966.3525,4364.81125
"W5",1591.97,1617.735,1630.79625,1723.51125,1728.64625,1867.8825,1759.22,2148.06625,2151.3675,1877.94875,2153.645,1553.25875,1311.575
"W6",522.049375,566.88725,534.339625,627.720375,648.6625,774.501375,716.16775,828.479625,1260.0125,1063.30125,958.24225,807.974625,693.83075
"W7",3494.56125,3000.8325,2703.08125,2283.1625,4613.285,3215.9875,3072.44625,2255.8775,7075.32,7456.23125,3795.99,2867.76,2982.4475
"W8",3986.52,4488.7075,5467.00125,4351.165,6347.85875,5248.4275,5238.77625,3983.56375,4907.8225,6668.0275,4275.23375,3306.205,3103.3875
"W9",8180.26875,7970.01625,9086.135,8554.19375,9581.18,7957.31,8273.82375,9990.925,10056.27625,10115.7775,8039.6675,7416.20625,7348.44875
"W10",5012.2625,5000.62625,4949.295,5445.70625,5327.32375,5347.19625,5354.41875,5353.29375,5298.06375,5121.31625,5043.6075,4959.80875,4802.755
"W11",372.085625,347.75775,360.5555,357.22125,406.907125,468.095375,359.97625,368.3955,393.446125,429.06475,390.413875,361.47075,389.382
"W12",1046.31625,1071.26125,1078.05875,1075.245,1070.35125,1064.01,1054.52125,1049.075,1039.02375,1031.20375,1040.01875,1050.85375,1049.97875
"W13",2329.225,2337.45,2372.2075,2386.21,2378.27,2421.15125,2488.09625,2500.60625,2478.395,2380.9875,2493.40625,2575.565,2574.1375
"W14",2308.96875,2342.6975,2347.62875,2333.13625,2382.65375,2433.5975,2431.72125,2471.0525,2485.9075,2464.66625,2534.605,2700.9775,2443.7925
"W15",4362.8525,4664.4,4864.48375,4474.48375,4235.5775,4565.64125,4296.43875,4212.81875,4028.64375,3639.45625,5139.47,7043.145,4422.48875
"W16",4318.95,4651.34625,4807.45125,4429.96875,4187,4548.36125,4312.59625,4198.59625,4325.4525,4304.13625,5239.425,7088.85125,4378.4875
"W17",11996.825,11971.975,11971.7,11952.575,11989.425,12030.3375,12051.525,12079.2375,12090.7,11993.8,11948.8,11974.3375,12021.925
"W18",4337.43875,4347.94125,4394.37875,4381.64625,4378.62125,4294.8625,4320.85125,4267.60625,4310.76,4370.33375,4386.65875,4359.505,4361.0275
"W19",2858.30375,3217.845,2652.94,2843.49375,2686.23875,3753.00875,3029.58375,3255.345,3688.0075,7522.87,6812.475,4090.79125,3005.62
"W20",3960.405,4278.32625,3866.30875,3910.56125,2992.42375,4223.43625,4014.48875,3779.14875,2683.645,3536.95875,5598.435,4707.02125,4186.09875
"W21",2428.4875,2238.76125,2160.57125,2681.06,2996.4675,2612.44125,2283.8875,2741.81,3495.32875,3417.16,3441.79375,2321.9125,1887.62125
"W22",3308.85,3400.44,3170.75625,3069.1225,2722.61875,3453.11,3013.58,3761.42125,2499.2475,3010.03375,4387.665,3628.48125,3057.84625
"W23",738.584625,764.006,757.4335,725.554875,560.83225,781.144,750.438875,747.67675,544.585375,758.932125,1055.90625,921.60775,799.3285
"W24",7158.86,8283.90125,7035.83,6738.09875,6821.4575,12787.025,7798.33875,7442.6725,7527.28375,20225.9375,17622.375,10168.36375,7211.0475
"W25",1457.70125,1735.9675,2031.28625,2323.4875,2408.92,2720.4675,2421.275,2489.44625,2657.4975,2762.9225,2845.01,2250.18875,1961.26375
"W26",2879.875,3172.90625,3078.73875,3733.43,3549.1025,4226.9375,4016.1775,4479.055,4729.79625,5431.015,8565.03625,4185.77875,3798.2675
"W27",2015.11,2581.8625,1997.83125,2607.1825,2687.5525,3071.43,2560.44125,3347.24,3690.54875,4315.55,4308.71875,2796.01375,2524.295
"W28",5290.7725,4604.57375,5043.2475,6245.5825,7256.55625,5946.04125,5371.3975,9352.8075,13632.3875,11167.3125,9100.8475,5854.6025,5489.8925
"W29",901.89425,1084.5425,959.043,977.084375,1006.01475,1481.3825,1278.80125,1229.01875,1078.98875,1655.685,2087.575,1309.7725,1020.9465
"W30",3710.86875,3892.8175,3556.83125,3952.11875,4028.89875,4506.66375,4119.85375,4767.555,6717.24375,5252.915,6268.745,4702.12125,4271.88875
"W31",867.071375,940.855875,1042.49,1264.6325,1422.44375,1584.2675,1295.01625,1840.4175,1941.91125,1780.89875,1597.005,1234.06,1085.8725
"W32",4864.7925,4249.71125,5504.2125,4713.0375,6534.34875,5176.6875,5770,6411.4425,7330.89625,6750.20375,6343.1825,5048.1375,5232.63125
"W33",1703.705,1641.55625,1870.8575,2071.5475,2789.6675,2014.78375,2111.44375,2729.9525,3459.41,3387.28125,2195.35125,1869.62375,2096.43375
"W34",1545.67,1487.84,1563.68,1382.88,2037.67375,1808.85125,1890.35875,1524.9775,1767.8125,2550.75625,1708.06625,1432.225,1470.9075
"W35",1182.94125,1204.88625,1201.965,1068.20125,2124.03375,1901.26375,1475.3125,1155.36875,1264.14,2507.66125,2090.715,1514.21625,1620.14875
"W36",16181.5375,14728.225,13336.075,14426.4625,12381.7375,10711.0125,12247.075,15230.1,19023.1,16252.8125,13019.05,13558.075,17217.2875
"W37",2921.57875,2975.43875,2974.185,2969.04,3011.25125,3017.9025,3017.39125,3001.69,2980.19,2977.40875,2999.73375,2960.09375,3020.97375
"W38",3164.19125,3219.52875,3201.04875,3194.8375,3174.77625,3226.25625,3236.95125,3285.295,3274.64625,3282.745,3278.11625,3243.49375,3297.96
"W39",5847.08125,5840.69375,5804.25375,5762.44,5747.635,5729.5925,5729.15375,5770.11125,5798.47375,5796.01625,5801.03625,5814.97875,5810.2075
"W40",5829.00125,5809.72125,5767.19,5715.36375,5747.5325,5753.8825,5748.34125,5769.8525,5813.5425,5814.86,5842.20375,5786.87625,5798.69625
"W41",6182.37875,6268.645,6271.8,6197.2525,6185.2775,6137.86375,6133.83625,6216.005,6311.79375,6332.20125,6302.2275,6357.78875,6388.3875
"W42",6163.19875,6289.47,6284.78375,6242.34125,6186.71125,6104.2825,6166.97,6224.7325,6279.64625,6354.30625,6289.46,6327.44875,6353.13625
"W43",6183.92875,6257.94625,6254.6025,6209.4125,6228.53875,6148.3225,6123.8725,6253.85625,6316.03875,6356.1875,6324.6425,6373.5125,6365.4025
"W44",5832.41,5841.38,5821.8875,5771.81,5786.33375,5784.35625,5783.61375,5800.66125,5831.06375,5830.10125,5814.22125,5815.59625,5844.415
"W45",2974.0175,3003.71875,2987.44375,2966.5325,2902.94125,2942,2946.83125,2991.03875,3015.63875,2983.76375,3014.31375,2962.3525,2938.99375
"W46",3383.59625,3472.78125,3450.92625,3343.74625,3300.65125,3216.3475,3242.27125,3216.72875,3230.42125,3234.035,3279.18,3327.33375,3290.49375
"W47",2955.60875,3006.97875,2970.67875,2941.35125,2893.1975,2949.32125,2938.44125,2977.9575,2999.82625,2985.13875,2992.795,2968.71875,2922.86125
"W48",3101.46,3116.3875,3032.4975,3025.0575,2955.675,2925.0725,2919.9275,2881.66,2918.50375,2912.1875,2952.67625,2906.51,2879.85125
"W49",3280.15,3356.415,3301.63375,3292.44125,3244.39375,3282.07125,3254.27625,3267.79,3301.5075,3311.91875,3335.44875,3264.8425,3170.12875
"W50",3296.62375,3362.54,3305.74,3304.80875,3230.68375,3281.1075,3271.66625,3261.57625,3298.44125,3317.325,3351.58375,3301.07875,3189.48375
"W51",6512.4425,6557.075,6580.92375,6492.155,6466.07,6458.09625,6408.48625,6413.0575,6389.5525,6427.41375,6467.23,6524.65875,6504.29125
"W52",7121.58875,7252.4625,7165.84125,7027.10875,6900.2525,6955.18125,7000.715,7079.3425,7076.88625,7059.8275,7075.38875,7226.62125,7170.3675
"W53",1886.645,1954.63125,1730.27375,1781.8125,1861.44875,1833.0025,1922.6025,1961.02375,1979.485,1836.28125,1976.4175,2044.8275,2014.005
"W54",2498.715,2502.83,2465.335,2472.08375,2471.49375,2505.39,2500.30875,2511.96375,2544.97625,2570.43125,2619.58375,2604.915,2603.365
"W55",4765.69625,4740.74625,4730.79875,4565.6125,4435.61875,4352.2375,4278.4625,4075.72875,3979.985,4028.9225,4064.3825,3889.56375,3731.1275
"W56",3002.15625,3066.25,3119.76375,3207.79625,3269.85375,3341.25125,3447.01375,3552.95625,3601.21,3666.965,3727.705,3772.35,3719.03875
"W57",2117.78625,2046.08875,1939.14,1885.01125,1837.90875,1777.93875,1754.06125,1710.65,1633.035,1577.64625,1550.355,1509.325,1499.13375
"W58",3380.27875,3325.325,3299.41625,3241.36625,3214.2925,3191.54875,3255.9175,3261.02,3256.935,3218.38125,3118.89375,3025.155,3051.36875
"W59",2176.71875,2116.27125,2352.4225,2362.8925,2700.2575,2530.76625,2521.39875,2544.4175,2682.375,2027.28375,2159.22875,2261.375,2156.65375
"W60",8894.845,8893.98375,8992.195,9057.0475,9172.11625,9194.06125,9189.01,9180.73,9179.8375,9169.24375,9226.61,9246.21,9328.2575
"W61",9804.52875,11705.6625,11765.7375,10445.5875,10295.1125,11246.525,11333.85,11027.3,10838.325,10254.1625,10337.8375,10680.5625,10600.9375
"W62",7210.47125,7009.7775,6999.885,7040.28625,7056.905,7141.13625,7124.74875,7295.775,7311.95375,7573.97125,7579.92375,7639.9475,7659.685
"W63",6003.49125,6135.67,6114.955,5923.62625,5907.385,6180.71875,6212.15625,6319.7825,6250.36625,6475.7425,6494.4725,6643.67,6617.51125
"W64",12651.3625,12186.3,13000.7875,14084.6375,14392.6625,12464.625,12803.6625,13941.8125,14490,12671.45,13213.6875,14713.8,15932.65
"W65",17967.0125,17373.3125,18426.825,19542.5375,19977.1625,17659.05,17995.1875,19296.4875,19917.2625,18056.6125,18654.3625,20418.95,21614.875
"W66",7545.4075,7607.22125,7501.93375,7349.43375,7411.38625,7711.7475,7647.25375,7474.38625,7490.17125,7735.92125,7729.66625,7545.87125,7410.41625
"W67",13364.65,13384.0375,13434.8375,13713.475,13807.7375,13677.9375,13710.2125,13752.0625,13674.6,13603.275,13663.8875,13744.1125,13742.75
"W68",6899.44125,6883.22125,6869.665,6900.0575,6884.29,6763.86625,6793.685,6725.565,6723.7225,6639.165,6662.9275,6670.2475,6647.32625
"W69",6886.2975,6878.3175,6879.74625,6883.2175,6770.40375,6772.21875,6710.19875,6683.5875,6641.005,6631.84875,6638.71375,6646.73875,6694.17625
"W70",2593.12,2581.0975,2568.795,2585.38625,2585.37625,2572.075,2606.29875,2625.43125,2635.33875,2626.03125,2607.605,2627.0875,2606.49625
"W71",1963.38875,1946.66,1931.385,1945.45,1945.35625,1935.67625,1935.7725,1920.24125,1923.545,1908.61625,1913.66125,1914.84625,1934.155
"W72",1949.2225,1945.44875,1936.50625,1939.4775,1945.73,1955.87375,1945.60375,1920.39,1931.39625,1904.33,1890.46125,1905.0075,1923.35375
"W73",1956.42125,1935.19875,1933.9325,1944.3375,1953.91,1936.235,1941.315,1908.6625,1919.5525,1899.76625,1897.015,1933.73125,1953.70625
"W74",4601.72625,4464.37875,4595.98125,5036.87,4049.0925,4109.115,4435.57875,4401.22875,4096.50625,4345.26,5001.89625,6055.56875,5955.0375
"W75",24528.7125,24800.2375,26419.4125,26094.2375,25373.7875,25171.2375,25442.5375,24146.3125,24613.575,25362.2875,25922.2625,27765.175,25797.4875
"W76",531.063875,585.87525,588.9305,586.226375,476.918,489.6805,507.22175,523.170875,524.302875,528.46925,535.469125,546.445,548.4295
"W77",3309.4975,3753.29875,3300.75375,2569.67875,4062.14,4871.43375,5372.71625,4839.61125,4674.8825,4072.39125,5098.095,5245.37125,4939.56625
"W78",3457.005,3536.125,2846.4075,2753.3025,3855.81375,4517.4325,4499.5825,4497.81125,4602.765,5028.42875,4807.045,5460.4225,4554.40125
"W79",1432.1625,1354.75,1451.12125,1471.72875,1473.91625,1463.61625,1412.23125,1426.39625,1444.22,1401.16375,1439.6875,1486.1,1513.2325
"W80",1363.8325,1446.05375,1471.37875,1471.7475,1478.5675,1419.22125,1422.38625,1460.45125,1422.1425,1447.65125,1477.81125,1518.44625,1549.21
"W81",24641.575,25030.4125,26130.3375,26877.9125,25932.6625,25862.6375,25512.7875,25271.35,24386.5125,25557.95,25957.3875,27601.35,27562.15
"W82",4418.73875,4435.3825,4427.65125,4442.2775,4437.7425,4434.215,4456.77625,4444.4825,4474.9,4466.4425,4495.84375,4465.8825,4463.44625
"W83",6082.20375,6075.48875,6112.105,6091.745,6092.525,6114.475,6144.57375,6174.32125,6154.70875,6126.295,6145.47125,6119.2675,6092.0875
"W84",6014.38875,6051.765,6051.7125,6068.7325,6064.94125,6090.84375,6135.33375,6097.97875,6082.22375,6105.4475,6088.65625,6053.9225,6028.215
"W85",17315.5125,17292.625,17163.175,17237.7125,17164.5875,17141.525,17144.3375,17154.5875,17201.7625,17328.15,17381.4,17180.65,17124.05
"W86",17235.625,17169.5125,17085.625,17181.95,17066.8625,17184.0375,17228.075,17210.575,17137.1625,17157.1625,17082.0875,17052.05,16836.8
"W87",1089.03,1083.39875,1081.22625,1084.1025,1087.5325,1090.15125,1085.9525,1084.62375,1090.9525,1092.86,1087.9575,1083.645,1077.365
"W88",11993.75,12089.2125,12006.025,12018.0875,11959.825,11971.4,11989.75,12096.6,12104.75,12020.825,12138.075,12374.2625,12435.9625
"W89",1242.6575,1279.555,1251.195,1285.55875,1329.3275,1330.19625,1249.5475,1257.6625,1265.59125,1281.87125,1267.82125,1254.11125,1223.835
"W90",1916.8,1909.145,1932.2125,1924.55125,1926.89625,1937.40125,1944.85625,1936.3625,1919.0225,1920.90375,1912.03875,1929.2175,1867.04125
"W91",20316.2875,20287.0375,20643.95,20525.8,20745.525,20668.7,20602.15,20611.7125,20409.5375,20457.9125,20352.25,20491.5875,19951.575
"W92",24406.7,24630.075,24357.025,24509.4875,24613.55,24717.725,24217.6625,24277.65,24459.05,24684.7,23879.2625,23256.9125,22033.5875
"W93",1740.84875,1729.62625,1719.015,1722.76125,1750.135,1759.5425,1749.2625,1746.5575,1754.125,1745.2025,1743.1125,1751.6075,1755.88
"W94",1747.74,1740.2825,1718.5175,1742.2575,1760.4125,1760.93625,1795.2,1806.97375,1781.47,1772.70125,1750.7225,1714.67875,1714.1175
"W95",1576.7175,1553.92625,1554.83875,1559.98125,1583.3725,1581.83,1602.78875,1611.335,1585.7825,1582.43125,1558.955,1526.0625,1552.6625
"W96",11326.1,11436.275,11264.1625,11324.0875,11378.4875,11464.825,11408.75,11458.475,11466.4875,11466.125,11507.85,11557.55,11628.6875
"W97",503.676375,519.0815,500.040625,517.415875,517.071375,532.89625,513.71275,517.236875,516.1505,519.922875,504.968375,481.241875,466.67425
"W98",641.103125,656.2455,637.357875,648.126625,653.233375,670.0415,645.004375,655.288875,652.718,656.749625,633.77825,612.1205,604.513
"W99",15295.6,15294.2375,15172.4375,15213.175,15248.7125,15035,15266.5,15395.6125,15346.6,15416.8375,15353.5125,15522.8625,15513.8875
"W100",11352.125,11403.4625,11278.6125,11276.1625,11340.3375,11483.15,11367.9125,11354.225,11330.2,11373.8375,11408.8,11485.3,11485.2
