"id","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49"
"H1",620.31125,558.96025,524.960875,495.9405,476.90825,466.81275,466.64125,491.874,498.5215,538.54175,585.982125,649.319125,721.716,775.092375,810.951375,824.789875,834.421875,823.368875,822.881,804.007125,773.819375,753.755,726.70725,681.934625,611.9735,549.90325,512.370125,482.379875,464.31075,452.3265,453.795125,472.102875,483.210125,523.8335,576.273375,651.34325,730.555625,793.0025,835.519,863.704125,861.17,836.34325,825.307875,806.364,783.57425,740.7605,722.077,672.236
"H2",2798.80125,2487.30625,2259.40625,2073.315,1935.6575,1916.07,1876.65125,1942.3125,2071.0725,2224.11125,2406.51625,2615.44,2862.64,3090.68125,3292.5525,3483.3175,3611.07,3731.6025,3814.48625,3836.82125,3756.3425,3563.71,3353.4875,3222.8025,2911.99125,2566.5675,2301.57375,2094.0225,1967.59,1863.9125,1848.28875,1906.72,2033.8025,2259.4075,2517.45625,2775.9075,3042.74,3328.0575,3565.96,3739.36875,3879.04375,3938.26375,3985.24375,3979.12875,3882.8675,3663.44875,3446.7975,3271.09375
"H3",1459.6,1396.96125,1252.205,1122.7975,1029.74875,970.994125,941.25075,908.66325,929.398,984.938,1070.14375,1157.36625,1215.075,1258.465,1311.6975,1352.3925,1395.06875,1432.13625,1470.6575,1495.2925,1527.9075,1530.22875,1504.915,1456.41375,1421.69375,1380.545,1245.44875,1120.80875,1007.498625,949.88775,919.29125,894.0905,909.391875,956.32775,1033.175,1108.51625,1179.1525,1222.9875,1264.97875,1297.78375,1333.805,1353.6125,1388.565,1427.235,1443.5425,1449.8875,1417.38,1372.75875
"H4",5358.265,5112.0425,4734.75375,4344.28625,4021.82375,3788.09125,3583.055,3471.68125,3447.6925,3498.20375,3599.0275,3785.63375,3971.7375,4186.48875,4435.38,4650.9,4855.99875,5122.56875,5362.98375,5623.6925,5807.22375,5872.23375,5746.1925,5625.2475,5486.55125,5208.1125,4825.725,4468.055,4201.25125,3968.4225,3777.17625,3679.66375,3660.13375,3714.32875,3756.2475,3871.4375,4018.7875,4221.3825,4433.79375,4635.91,4800.485,5006.865,5210.37,5385.9675,5522.465,5468.5525,5272.5075,5146.36
"H5",3620.075,3288.40625,2836.17125,2442.23875,2160.8425,1991.35875,1874.72,1796.66875,1801.38125,1879.96375,1967.22375,2107.61,2237.2425,2351.62625,2611.41625,2780.43375,2984.2225,3189.06875,3393.545,3538.34625,3657.795,3739.78625,3609.445,3385.15875,3133.755,2924.25375,2581.12625,2270.67875,2045.44,1890.79875,1794.34375,1723.96,1726.945,1792.49,1859.445,1985.35375,2111.91,2266.5,2419.375,2588.6325,2806.6825,3054.0325,3291.39375,3501.27875,3668.4925,3774.74,3699.345,3504.2325
"H6",5159.63125,5345.60125,5686.0475,6013.01125,6294.39125,6495.8875,6662.655,6799.40625,6934.15375,7096.54375,7180.95,7212.3625,7320.805,7378.71375,7285.3225,7098.98125,6884.37125,6739.31625,6360.45,5863.655,5523.11,5251.965,5034.80625,4931.115,4944.7225,5024.64875,5157.17375,5444.2175,5827.115,6125.49125,6314.83625,6487.19875,6626.645,6727.78125,6811.93625,6867.4075,6920.8675,6983.3,6919.99625,6820.15875,6659.3475,6491.70625,6110.2475,5658.43875,5312.48,5011.68125,4852.1575,4778.64625
"H7",48735.5625,47100.225,44324.4,40035.875,36078.5875,33352.4375,31846.4,30783.25,30401.15,30665.9375,31582.3875,33286.1625,35628.8375,37636.075,39698.3375,41734.2,43551.1,45205.2125,47419.025,49066.8,50326.3,51296.0875,50891.025,49332.85,47177.2375,45840.2,43327.5,39351.9375,35641.6875,33083.0625,31697.1375,30438.5,29915.5,30186.15,31069,32603.3375,34923.1625,37131.3625,39327.775,41712.3125,43733.1375,45508.525,47510.5375,49416.675,50635.5625,51467.375,50915.1625,48186.8
"H8",28895.0875,26733.4,25016.6125,23851.9625,23156.725,22967.1,23740.825,25019.1375,26291.225,27977.8625,30004.45,32279.675,34483.925,36380.15,38072.1875,39223.0625,40083.2625,40246.8875,39308.7875,37746.525,36293.2625,35309.775,34297.75,31641.525,28868.975,26424.75,24852.55,23676.4375,23001.5,22867.2375,23536.7,24564.4375,25663.7125,27272.0875,29007.2875,31070.2625,32944.2125,34592.2625,36311.225,37749.1875,38731.025,39293.125,39037.85,37838.3375,36015.2375,34535.95,33412.6875,30932.9125
"H9",35461.7875,32653.15,30440.075,28853.05,27754.3875,27057.075,26787.85,27474.25,28514.375,29872.0875,31812.55,34061.9,36395.5875,38685.975,40561.3625,42059.9,42897.375,43665.325,44052.4375,43770.45,43092.925,41998.075,40458.3625,39366.925,36884.45,34032.1125,31765.9,30027.75,28729.0375,27856.775,27533.175,27995.6,28862.1,30329.725,32617.6125,35042.85,37609.3625,40021.6375,41989.45,43605.9875,44298.925,44879.175,45024.0875,44500.125,43531.0375,42237.3125,40519.9875,39307.5625
"H10",462.205375,456.90675,442.067375,424.052375,410.941875,402.930375,401.19425,398.413875,398.364625,399.56475,423.635,417.81825,426.349,439.621125,441.158875,450.657875,456.5765,459.40575,469.66575,475.146375,471.0365,476.084125,476.75825,463.86725,459.891125,454.122,442.039875,423.979375,413.670875,405.436,403.151875,399.967,399.613375,399.45025,423.454,422.5645,431.441,442.48875,448.52525,451.335,452.929125,464.083125,470.134625,468.985625,443.020125,481.75675,480.736,466.931625
