"id","V2","V3","V4","V5","V6","V7","V8","V9"
"Q1",6918.68,6800.605,6901.335,6878.2525,7012.0325,6896.0175,6995.7725,6956.7075
"Q2",7098.495,7071.685,7171.23,7191.49,7211.4675,7191.3275,7319.8,7275.88
"Q3",7238.35,7195.6575,7217.575,7201.0375,7277.7575,7243.3325,7275.36,7235.29
"Q4",7709.66,7753.305,7780.8375,7778.24,7799.3025,7850.9,7874.3725,7852.885
"Q5",966.86675,839.76375,1144.0525,1400.99,996.52775,863.69725,1164.3125,1416.98
"Q6",9826.3475,9732.425,9828.08,9878.04,9891.5125,9804.2525,9901.01,9951.405
"Q7",3373.985,3360.045,3350.215,3367.5675,3377.9375,3360.8475,3352.915,3376.025
"Q8",2598.18,2554.795,2598.0925,2630.7375,2612.4475,2570.525,2611.4075,2645.005
"Q9",2499.7425,2472.8125,2488.8025,2497.2525,2489.78,2466.2825,2484.405,2499.1175
"Q10",2562.5975,2542.6375,2565.7775,2561.95,2561.805,2547.9225,2572.8425,2571.0975
"Q11",1169.9575,1162.92,1157.8925,1158.36,1172.43,1165.4175,1161.79,1161.64
"Q12",3149.865,2946.6175,3227.5,3408.085,3173.11,2958.8375,3221.6925,3408.3475
"Q13",1766.585,1765.015,1784.37,1785.07,1808.255,1805.7575,1822.4875,1823.2825
"Q14",12358.775,12251.375,12241.625,12560.95,12671.025,12615.65,12610.175,12902.575
"Q15",1199.66,1161.35,1264.8475,1292.8175,1230.08,1191.52,1293.335,1315.4025
"Q16",2028.8125,2051.2675,2127.75,2126.96,2100.58,2118.4575,2207.62,2203.38
"Q17",2451.3025,2469.065,2421.2075,2480.0225,2477.5675,2493.9975,2448.74,2505.8025
"Q18",4690.5275,4481.635,4910.64,4776.5225,4706.28,4479.5525,4902.2725,4764.1725
"Q19",5717.1825,5682.0025,5780.82,5806.065,5748.345,5723.2225,5815.545,5846.37
"Q20",6295.3225,6303.185,6293.8475,6373.03,6343.15,6350.2525,6339.545,6427.745
"Q21",9703.34,9675.7975,9757.9225,9843.8775,9740.775,9729.815,9809.065,9920.7925
"Q22",5091.8625,5079.9975,5195.5825,5246.0525,5149.4975,5155.385,5278.635,5338.475
"Q23",5965.435,5854.665,6002.17,6078.005,5972.415,5865.7525,6013.47,6091.2375
"Q24",2305.0475,2289.2625,2332.405,2325.285,2303.975,2283.08,2324.225,2317.01
"Q25",1360.395,1354.015,1377.92,1374.1925,1355.8725,1350.2825,1374.4375,1367.525
"Q26",7493.81,6805.13,7590.045,9077.71,7463.6575,6863.665,7676.475,9229.33
"Q27",9154.71,9064.99,9243.76,9304.215,9229.4875,9105.1,9262.9125,9302.6925
"Q28",5167.5,5157.1575,5051.24,4977.7925,5184.7275,5199.36,5095.2975,5026.5075
"Q29",1964.175,1925.3125,1895.5425,1884.805,1967.585,1931.725,1906.9575,1895.8575
"Q30",3126.3225,3145.265,3083.475,3096.425,3144.3075,3163.15,3103.495,3116.56
"Q31",2505.0175,2558.06,2518.69,2511.33,2513.0675,2564.85,2533.395,2525.22
"Q32",4855.8675,4728.4725,4740.755,4739.6775,4907.335,4788.3625,4797.6825,4796.2375
"Q33",8291.44,8378.6225,8339.64,8347.235,8398.0475,8477.7275,8437.075,8438.895
"Q34",7185.2125,7315.4725,7255.555,7294.095,7287.975,7406.03,7348.3875,7361.2725
"Q35",10142.325,10320.4,10262.3,10171.125,10256.875,10449.275,10371.4,10269.575
"Q36",9223.3425,9160.545,9189.0625,9244.2075,9343.6575,9285.345,9331.52,9384.9725
"Q37",4530.14,4508.1775,4514.7775,4534.97,4551.2175,4552.8,4566.67,4598.14
"Q38",6363.7125,6346.425,6483.8875,6492.11,6462.505,6443.7825,6588.825,6613.68
"Q39",5514.8375,5700.105,6195.98,6044.325,5575.4825,5788.3925,6354.54,6171.61
"Q40",5288.395,5334.9775,5305.305,5301.0675,5345.4675,5400.61,5380.8675,5375.9725
"Q41",1918.5625,1920.205,1922.6725,1926.48,1944.0775,1945.675,1948.9625,1953.2725
"Q42",2135.6125,2132.2875,2129.1425,2129.8825,2162.8625,2158.235,2156.6375,2159.1025
"Q43",5513.8075,5597.4025,5534.7975,5554.4675,5576.8675,5673.47,5624.44,5648.54
"Q44",1287.98,1298.7125,1285.8625,1287.22,1305.755,1315.9725,1302.7275,1305.3775
"Q45",1932.6225,1933.92,1937.55,1941.4275,1958.8,1959.25,1961.9375,1965.96
"Q46",3378.61,3406.7975,3436.5425,3426.425,3424.225,3458.35,3481.63,3472.78
"Q47",9618.14,9736.88,9711.4725,9806.4125,9752.2475,9864.48,9810.39,9906.6325
"Q48",1413.4175,1387.9675,1421.1325,1439.855,1433.205,1416.46,1451.255,1467.845
"Q49",8909.985,9120.5125,9018.1325,9011.9975,9015.505,9240.4,9153.175,9121.1225
"Q50",9257.905,9559.86,9369.6025,9419.2225,9400.415,9705.9975,9536.15,9544.48
"Q51",1491.225,1512.6975,1502.8,1462.6075,1519.58,1543.1325,1532.335,1482.2125
"Q52",5803.2425,5854.5775,5866.4275,5873.82,5870.7625,5914.48,5936.5025,5934.1425
"Q53",2667.8125,2662.6375,2719.075,2661.29,2714.345,2709.0275,2752.5875,2698.0425
