"id","V2","V3","V4","V5","V6","V7"
"Y1",7257.91,7296.10375,7329.6425,7368.8725,7415.63625,7453.34
"Y2",1623.325,1642.9925,1666.09875,1689.7725,1704.40625,1722.3225
"Y3",8579.03375,8785.86875,8974.91875,9183.16625,9392.01375,9610.8625
"Y4",9898.92375,10127.1,10341.9,10572.25,10804.4625,11036.6875
"Y5",7103.36875,7335.17375,7564.12625,7805.02375,8038.31375,8272.645
"Y6",4298.8425,4484.625,4672.205,4857.84875,5041.0525,5199.8125
"Y7",3946.55375,4084.995,4229.25375,4364.31625,4497.1125,4618.77625
"Y8",2418.57625,2427.7675,2436.8925,2445.59125,2453.21625,2457.97625
"Y9",2328.3725,2347.54375,2366.9275,2385.4925,2402.58125,2416.75125
"Y10",2394.67,2417.27375,2438.7825,2459.2175,2476.47125,2492.7575
"Y11",1506.36,1517.21625,1528.66875,1539.4125,1549.21625,1556.98375
"Y12",2020.83375,2057.91875,2095.77625,2133.01625,2168.14625,2200.62375
"Y13",4694.55125,4816.26625,4932.3775,5055.65,5185.74375,5304.8175
"Y14",5121.50375,5234.305,5339.91875,5453.10375,5571.09875,5680.81375
"Y15",5480.6075,5642.10875,5796.42625,5960.9,6125.35625,6287.95
"Y16",2548.3025,2584.72875,2623.8375,2664.08,2706.865,2739.43625
"Y17",3857.765,3944.16875,4030.01125,4125.25875,4216.3875,4298.40375
"Y18",3170.345,3217.6375,3266.29875,3319.1075,3373.23375,3417.5875
"Y19",3240.005,3414.66125,3596.23875,3809.2325,3977.075,4177.93875
"Y20",6631.21375,6751.65375,6874.77375,6996.81875,7115.19375,7232.55
"Y21",9925.49375,10304.9875,10721.8875,11122.325,11534.2625,11899.15
"Y22",4837.91125,5051.425,5292.22875,5518.29,5753.13,5958.8125
"Y23",10527.4875,10688.55,10885.225,11047.9125,11205.1375,11352.7375
"Y24",9788.35,10023.835,10293.4625,10534.975,10761.475,10976.9875
"Y25",2548.58125,2627.34,2715.945,2798.015,2878.6875,2951.37875
"Y26",8099.97375,8412.345,8757.02875,9088.62875,9424.18625,9738.05375
"Y27",1936.23125,2000.48875,2072.52,2139.735,2205.70875,2266.84375
"Y28",1891.91375,1954.53125,2022.00625,2085.21,2146.49125,2204.31
"Y29",4335.68625,4390.7525,4444.9275,4494.2625,4539.02375,4583.23
"Y30",4564.875,4663.41375,4761.33,4858.1975,4949.89625,5034.55375
"Y31",3866.465,3890.3125,3913.3875,3935.64875,3950.92875,3964.85625
"Y32",5528.20875,5593.01,5656.69375,5717.065,5772.96625,5822.39625
"Y33",1285.46,1300.4475,1316.35625,1331.44125,1345.27,1356.54875
"Y34",1718.3275,1734.16625,1750.43875,1766.2375,1780.05875,1791.515
"Y35",3487.64125,3552.6925,3617.7525,3679.34,3736.5025,3790.2325
"Y36",1185.84625,1195.8525,1205.87875,1215.49625,1223.61875,1230.77375
"Y37",4109.17,4177.83875,4246.83375,4311.27875,4371.41875,4428.41375
"Y38",3689.675,4092.755,4462.22375,4739.02875,5013.79125,5329.3025
"Y39",3826.075,3922.14375,4044.31875,4181.565,4308.10625,4423.96875
"Y40",4779.6425,4930.26375,5085.7825,5254.385,5419.54125,5595.82125
"Y41",14712.775,15012.25,15285.5,15618.85,15911.4625,16253.5
"Y42",5897.73625,6194.0825,6510.03,6839.67375,7150.85,7475.6475
"Y43",2943.15,3068.2975,3197.62,3337.075,3470.80875,3612.39
"Y44",10271.5125,10567.8,10861.9375,11201.625,11524.35,11846.7875
"Y45",10243.2375,10514.175,10785.75,11088.6875,11376.1,11684.2125
"Y46",6412.73875,6679.93625,6953.2275,7251.90875,7531.00375,7788.3425
"Y47",6434.1725,6699.25875,6976.995,7273.605,7551.21125,7815.04625
"Y48",6736.46,6751.36125,6728.37625,6724.15875,6716.3675,6706.04875
"Y49",2517.89,2540.4175,2554.72625,2577.64875,2590.305,2611.1075
"Y50",18714.7875,18985.1375,19200.475,19475.1125,19709.025,19973.9375
"Y51",8231.57,8331.925,8401.97125,8500.24375,8572.60625,8669.67625
"Y52",18165.7375,19361.45,20618.725,21899.8,23165.55,24414.85
"Y53",19965.4,21535.7375,23016.45,24581.1625,26204.575,27591.7
"Y54",9097.52375,9869.99625,10666.225,11514.775,12336.125,13175.5
"Y55",2813.5625,3045.10125,3288.75,3538.65875,3791.7875,4034.88375
"Y56",12511.125,13747.3375,14974.7625,16265.225,17517.425,18787.4
"Y57",2136.9525,2244.08,2353.6,2469.37,2584.59125,2688.07875
"Y58",10088.175,10336.15,10573.2625,10830.2,11075.6,11320.7625
"Y59",10141.4875,10299.5,10424.9875,10580.8125,10706.3,10882.75
"Y60",10183.975,10402.4875,10609.125,10830.9375,11052.5,11284.5125
"Y61",10064.15,10211.2625,10321.7375,10471.25,10628.0625,10818.1625
"Y62",10126.1575,10442.9375,10702.925,11050.35,11369.1375,11614.6375
"Y63",10280.675,10672.8375,11069.95,11524.2125,11997.1625,12494.225
"Y64",13501.9,13850.7,14184.8625,14530.6625,14877.125,15255.6
"Y65",10733.6,11100.3375,11507.6125,11906.2125,12302.25,12774.3125
"Y66",10414.425,10823,11240.925,11667.8375,12099.0625,12527.4875
"Y67",10072.725,10269.05,10459.425,10664.4375,10883.25,11109.575
"Y68",10004.21625,10140.025,10245.7,10372.2375,10513.8125,10651.825
"Y69",10231.2125,10544.75,10869.175,11211.75,11553.0125,11872.625
"Y70",10090.3375,10242.1,10350.45,10498.55,10648.2375,10859.425
"Y71",10054.08375,10261.6,10436.95,10637.3125,10866.0125,11123.3625
"Y72",10376.85,10689.2125,10997.0125,11333.9875,11642.2375,11942.325
"Y73",10181.5875,10299.8875,10358.0125,10473.55,10516.4625,10625.2875
"Y74",10223.7,10408.45,10569.2875,10768.2125,10919.15,11100.1875
"Y75",10099.9,10192.525,10262.2625,10350.05,10416.025,10495.3125
"Y76",10192.575,10364.55,10526.025,10696.7875,10852.1,11032.6
"Y77",10301.7125,10583.9125,10843.1125,11137.7375,11413.875,11735.5125
"Y78",9912.195,10293.5375,10674.8,11103.45,11502.1625,11934.425
"Y79",5001.55875,5268.9275,5527.94875,5767.77125,6048.47625,6303.62625
"Y80",3887.80625,4077.89875,4250.99875,4444.0125,4592.2325,4720.89875
"Y81",4524.465,4694.10875,4870.4375,5063.2325,5235.84375,5405.96375
"Y82",11180.375,11656.175,12081,12499.7875,13029.7,13574.3125
"Y83",9624.385,9997.81375,10400.4625,10836.175,11250.6125,11694.8125
"Y84",3732.50125,3735.46875,3728.115,3725.93,3723.92125,3724.89125
"Y85",1596.7375,1613.2825,1629.47,1648.45,1660.05875,1677.61125
"Y86",2549.44625,2595.4275,2620.02125,2655.05625,2680.8525,2712.66375
"Y87",10101.2375,10315.85,10475.5125,10704.375,10889.5875,11115.825
"Y88",9658.445,9776.76125,9930.14375,10071.9175,10211.275,10306.975
"Y89",1072.768125,1182.65875,1269.77125,1343.24875,1422.2725,1488.41625
"Y90",6488.75125,6649.52625,6867.60875,7057.65125,7246.6925,7378.9325
"Y91",8042.71375,8122.78125,8176.8225,8254.2925,8299.3175,8373.70375
"Y92",1817.84125,1930.135,2029.65,2110.3325,2207.51125,2295.5575
"Y93",8028.22625,8031.1475,8019.68,8024.515,8019.765,8025.62375
"Y94",6665.27875,6661.325,6638.0475,6631.59375,6616.725,6604.4
"Y95",6478.735,6464.19625,6428.03125,6406.2525,6372.91875,6346.765
"Y96",7355.8975,7354.7225,7333.24,7331.15375,7319.55,7318.8875
"Y97",6393.0875,6389.7125,6373.6275,6367.80625,6353.90875,6338.33375
"Y98",8722.1775,8722.99375,8712.80375,8715.1225,8702.52375,8683.73125
"Y99",8111.12,8134.98375,8148.07875,8171.325,8177.02,8176.01625
"Y100",8317.95625,8329.43375,8329.4375,8339.05375,8337.825,8334.34625
"Y101",1607.48,1605.7975,1595.42125,1589.79125,1586.2725,1591.27125
"Y102",8893.7725,8927.81625,8979.945,9023.0225,9070.98875,9060.54875
"Y103",3663.19375,3694.0725,3718.6075,3750.79375,3770.27375,3818.7125
"Y104",1800.46625,1804.4425,1803.39875,1807.45625,1806.76625,1813.7675
"Y105",2046.905,2034.05,2029.95875,2022.89,2016.5525,1998.65875
"Y106",2116.64,2143.54,2182.0275,2220.89125,2248.02625,2259.48625
"Y107",3065.04875,3069.835,3066.23125,3065.29125,3061.8,3059.305
"Y108",1221.35,1228.04625,1226.965,1232.64875,1231.595,1226.12875
"Y109",2522.51875,2546.7025,2569.1475,2597.90625,2630.29375,2655.4825
"Y110",1996.90625,2003.1775,2005.735,2012.0025,2011.10875,2008.4475
"Y111",2728.08125,2757.81625,2784.96625,2817.505,2840.50125,2861.05875
"Y112",1258.465,1253.99125,1241.0475,1233.915,1222.015,1216.27
"Y113",1820.4525,1825.43625,1829.8925,1834.87375,1836.625,1831.31625
"Y114",1893.425,1887.25,1879.32,1872.79875,1865.0025,1851.6175
"Y115",1622.2075,1615.23,1613.25375,1608.175,1604.51,1597.2775
"Y116",2172.17,2183.09375,2196.645,2208.80625,2222.31375,2232.705
"Y117",2188.55,2203.69375,2220.2375,2242.035,2255.02375,2277.11625
"Y118",1848.79,1862.10875,1866.16625,1876.03625,1875.31125,1874.75875
"Y119",2510.43125,2511.4925,2507.29375,2507.7625,2501.4775,2499.52
"Y120",2004.06875,2031.1675,2073.365,2111.39875,2149.07375,2165.035
"Y121",3928.09125,3958.1525,3994.81375,4041.5425,4075.085,4135.59125
"Y122",2280.56875,2285.35375,2281.725,2290.445,2283.16875,2294.30125
"Y123",2384.33875,2396.95125,2404.7425,2418.555,2429.4175,2451.00625
"Y124",2529.90375,2569.19375,2609.20875,2648.2875,2683.14,2727.6325
"Y125",7945.4725,7903.73875,7833.645,7785.60375,7730.72375,7686.93
"Y126",4236.6175,4275.61,4287.85875,4317.7825,4337.5575,4344.00125
"Y127",6993.3275,6990.92,6981.42875,6969.9375,6958.60625,6925.41125
"Y128",9524.90875,9552.28,9548.12125,9555.3675,9545.0875,9546.43875
"Y129",3407.10125,3365.965,3340.18625,3312.5125,3288.305,3245.17125
"Y130",6751.7325,6741.7375,6715.97625,6701.3525,6677.0225,6653.15625
