id,value
Y1,0.0002466666666666667
Y2,0.0016883333333333334
Y3,0.0012666666666666666
Y4,0.0016633333333333333
Y5,0.0006133333333333334
Y6,0.0041533333333333335
Y7,0.0011083333333333333
Y8,0.0009766666666666667
Y9,0.0002866666666666667
Y10,0.0010450000000000001
Y11,0.001955
Y12,0.0003533333333333333
Y13,0.0005283333333333333
Y14,0.0006399999999999999
Y15,3.3333333333333335e-05
Y16,7.5e-05
Y17,8.833333333333333e-05
Y18,6.333333333333333e-05
Y19,0.0004716666666666667
Y20,0.0014733333333333334
Y21,0.00199
Y22,0.001508333333333333
Y23,0.008993333333333334
Y24,0.00161
Y25,0.003935
Y26,0.012464999999999999
Y27,0.0031333333333333335
Y28,0.0010116666666666666
Y29,0.006741666666666667
Y30,0.00337
Y31,0.0012133333333333334
Y32,0.0017333333333333333
Y33,0.0005866666666666667
Y34,0.00043666666666666664
Y35,0.0011533333333333333
Y36,0.00021
Y37,0.0025133333333333336
Y38,0.0037716666666666667
Y39,0.0009033333333333334
Y40,0.0013499999999999999
Y41,0.0019683333333333337
Y42,0.0007116666666666665
Y43,0.0007283333333333333
Y44,8.833333333333333e-05
Y45,6.833333333333335e-05
Y46,0.00066
Y47,0.003061666666666666
Y48,0.00039333333333333337
Y49,0.0011583333333333333
Y50,0.0007116666666666668
Y51,0.002005
Y52,0.00044500000000000003
Y53,0.010805
Y54,0.0006483333333333333
Y55,0.0005283333333333333
Y56,0.000315
Y57,0.00014833333333333332
Y58,0.0011733333333333333
Y59,0.0003066666666666667
Y60,0.0009516666666666666
Y61,0.000995
Y62,0.0032949999999999998
Y63,0.00025333333333333333
Y64,0.00312
Y65,0.0004966666666666667
Y66,0.000385
Y67,0.002218333333333333
Y68,0.0021233333333333334
Y69,0.00031
Y70,0.00021333333333333336
Y71,0.004358333333333333
Y72,0.0010816666666666668
Y73,0.0004316666666666666
Y74,0.0026583333333333333
Y75,0.0013833333333333334
Y76,0.001
Y77,0.00065
Y78,0.0031483333333333333
Y79,0.008903333333333334
Y80,0.000795
Y81,0.00046833333333333335
Y82,0.015245000000000002
Y83,0.0025633333333333337
Y84,0.000355
Y85,0.001535
Y86,0.005091666666666667
Y87,0.00095
Y88,0.0005766666666666666
Y89,0.0010650000000000002
Y90,0.0012416666666666667
Y91,0.0027883333333333336
Y92,0.0004516666666666666
Y93,0.0004266666666666667
Y94,0.0011933333333333334
Y95,0.00039
Y96,0.0011533333333333333
Y97,0.0007883333333333335
Y98,0.0004216666666666667
Y99,0.0012766666666666666
Y100,0.0006283333333333333
Y101,0.0006749999999999998
Y102,0.00014000000000000001
Y103,0.0017783333333333338
Y104,0.0016433333333333335
Y105,0.00038166666666666666
Y106,0.00011499999999999999
Y107,0.0014966666666666663
Y108,0.002788333333333333
Y109,0.0002866666666666667
Y110,0.0017699999999999999
Y111,0.002721666666666667
Y112,0.0035466666666666667
Y113,0.0004983333333333334
Y114,8.666666666666668e-05
Y115,0.0009416666666666667
Y116,0.0004449999999999999
Y117,0.00039333333333333337
Y118,0.004666666666666667
Y119,0.002531666666666667
Y120,0.0017600000000000003
Y121,0.0013633333333333334
Y122,0.0004566666666666667
Y123,0.005815000000000001
Y124,0.0016516666666666667
Y125,0.0003283333333333333
Y126,0.0001566666666666667
Y127,0.00011499999999999999
Y128,0.00174
Y129,0.00077
Y130,0.0005816666666666667
Y131,0.0018000000000000002
Y132,0.00012166666666666668
Y133,0.00282
Y134,0.0003683333333333333
Y135,0.0013383333333333335
Y136,0.00036500000000000004
Y137,0.0012933333333333332
Y138,0.00034500000000000004
Y139,0.0016433333333333337
Y140,7.666666666666668e-05
Y141,0.00233
Y142,0.0002983333333333334
Y143,0.0017
Y144,0.00041833333333333333
Y145,0.0007833333333333334
Y146,0.0029683333333333332
Y147,0.0008283333333333334
Y148,0.0005116666666666667
Y149,0.0008166666666666666
Y150,0.0024183333333333335
Y151,0.0034783333333333333
Y152,0.002885
Y153,0.00016166666666666668
Y154,0.0014566666666666669
Y155,0.00011999999999999999
Y156,0.0007633333333333333
Y157,0.00031999999999999997
Y158,0.00028
Y159,0.00168
Y160,0.0023650000000000003
Y161,0.00046166666666666665
Y162,0.00026000000000000003
Y163,0.0020566666666666667
Y164,0.00019166666666666667
Y165,0.001475
Y166,0.0004083333333333333
Y167,0.0006433333333333333
Y168,0.0021233333333333334
Y169,0.008251666666666666
Y170,0.00014833333333333332
Y171,9.666666666666667e-05
Y172,0.0011066666666666666
Y173,0.0006033333333333334
Y174,0.0013583333333333336
Y175,0.001595
Y176,0.001423333333333333
Y177,0.0006333333333333333
Y178,0.0014916666666666665
Y179,0.0004566666666666667
Y180,0.00021166666666666667
Y181,0.0010683333333333332
Y182,0.00015833333333333335
Y183,0.000175
Y184,0.0012833333333333334
Y185,0.0008433333333333334
Y186,0.0012749999999999999
Y187,0.000435
Y188,0.0009883333333333333
Y189,0.0014966666666666668
Y190,0.00032166666666666666
Y191,0.00033
Y192,0.0003816666666666667
Y193,0.002758333333333333
Y194,0.0007466666666666666
Y195,0.0017466666666666665
Y196,0.0007599999999999999
Y197,0.0010333333333333334
Y198,0.0018716666666666664
Y199,0.009298333333333332
Y200,0.0006633333333333334
Y201,0.00181
Y202,0.0016499999999999998
Y203,0.0007533333333333333
Y204,0.006848333333333334
Y205,0.0006116666666666667
Y206,0.0024016666666666665
Y207,0.0008883333333333333
Y208,0.002663333333333333
Y209,0.0015333333333333334
Y210,0.0018200000000000002
Y211,0.003216666666666666
Y212,0.00017
Y213,0.008931666666666666
Y214,0.0009616666666666667
Y215,0.0019850000000000002
Y216,0.00034333333333333335
Y217,0.0004383333333333334
Y218,0.0007683333333333332
Y219,0.00072
Y220,0.000135
Y221,0.0006916666666666667
Y222,0.00022833333333333334
Y223,0.00511
Y224,0.00203
Y225,0.0027833333333333325
Y226,0.006849999999999999
Y227,0.00067
Y228,0.00013166666666666668
Y229,0.0001
Y230,0.0015966666666666666
Y231,0.011386666666666668
Y232,0.002925
Y233,0.0014866666666666667
Y234,0.00082
Y235,0.0017316666666666667
Y236,0.00040166666666666665
Y237,0.00037500000000000006
Y238,0.0005166666666666667
Y239,0.0004383333333333333
Y240,0.0006
Y241,0.0007033333333333333
Y242,0.00010499999999999999
Y243,0.00016833333333333335
Y244,0.0010933333333333333
Y245,0.0019866666666666665
Y246,0.0013666666666666669
Y247,0.0005083333333333334
Y248,0.0012683333333333333
Y249,0.004001666666666666
Y250,0.0007316666666666666
Y251,0.00030833333333333337
Y252,0.0010866666666666666
Y253,5.833333333333333e-05
Y254,0.00014666666666666666
Y255,0.0004283333333333333
Y256,0.0011799999999999998
Y257,0.0006783333333333333
Y258,0.00043
Y259,0.0008283333333333334
Y260,0.00021833333333333337
Y261,0.00023999999999999998
Y262,0.0001
Y263,0.0016366666666666665
Y264,0.0005816666666666666
Y265,0.00026
Y266,0.0016016666666666668
Y267,0.0009316666666666667
Y268,0.001965
Y269,0.0004116666666666667
Y270,0.00011166666666666667
Y271,0.0005966666666666667
Y272,0.00011166666666666667
Y273,0.0015616666666666667
Y274,0.0027450000000000005
Y275,0.0012583333333333333
Y276,0.00071
Y277,0.0038833333333333337
Y278,0.001425
Y279,0.009025
Y280,0.0011883333333333333
Y281,0.006821666666666666
Y282,0.0007349999999999999
Y283,0.00081
Y284,0.00037833333333333333
Y285,0.00045333333333333337
Y286,0.0007666666666666668
Y287,0.0009666666666666666
Y288,0.00039499999999999995
Y289,0.002565
Y290,0.000645
Y291,0.00035833333333333333
Y292,0.0002933333333333333
Y293,0.001945
Y294,0.00017500000000000003
Y295,5.833333333333333e-05
Y296,0.00254
Y297,0.0006
Y298,0.00018
Y299,0.0018033333333333337
Y300,5.9999999999999995e-05
Y301,0.00028000000000000003
Y302,0.0010383333333333332
Y303,0.0013216666666666665
Y304,0.0006833333333333332
Y305,0.0007866666666666667
Y306,0.00039999999999999996
Y307,0.00044833333333333335
Y308,0.0020366666666666667
Y309,0.0019816666666666667
Y310,0.0016516666666666667
Y311,0.0011149999999999999
Y312,0.005491666666666666
Y313,0.0017166666666666667
Y314,0.00055
Y315,0.0007833333333333333
Y316,0.0017233333333333334
Y317,0.006543333333333334
Y318,0.001405
Y319,0.0005883333333333334
Y320,0.0010566666666666667
Y321,0.00106
Y322,0.001705
Y323,0.00021
Y324,0.0005516666666666667
Y325,0.0018233333333333333
Y326,0.0009450000000000001
Y327,0.0010983333333333333
Y328,0.0006799999999999999
Y329,0.0025350000000000004
Y330,0.000105
Y331,0.0011333333333333334
Y332,0.00042833333333333335
Y333,0.0013033333333333334
Y334,0.0022716666666666666
Y335,0.00011833333333333334
Y336,0.00054
Y337,0.0036033333333333334
Y338,0.00027666666666666665
Y339,0.0009916666666666667
Y340,0.008195000000000001
Y341,0.000165
Y342,0.000395
Y343,0.003688333333333333
Y344,0.0009166666666666668
Y345,0.000345
Y346,0.00029166666666666664
Y347,0.00023666666666666668
Y348,0.000355
Y349,0.0020016666666666664
Y350,0.00012166666666666667
Y351,8e-05
Y352,0.0007783333333333335
Y353,0.0001533333333333333
Y354,0.0003133333333333334
Y355,0.000315
Y356,0.00022833333333333334
Y357,0.00011499999999999999
Y358,0.0003816666666666667
Y359,0.0004
Y360,0.0026049999999999997
Y361,5.833333333333333e-05
Y362,0.0010650000000000002
Y363,0.002823333333333334
Y364,0.0009299999999999999
Y365,0.0005516666666666667
Y366,0.0024066666666666668
Y367,0.00038833333333333325
Y368,0.0006716666666666668
Y369,0.00012
Y370,0.00024
Y371,0.00011500000000000002
Y372,0.0005433333333333333
Y373,0.00017500000000000003
Y374,0.0030833333333333333
Y375,0.00039333333333333337
Y376,0.0017566666666666668
Y377,0.0009416666666666667
Y378,0.00036833333333333336
Y379,0.00015833333333333332
Y380,0.00042333333333333334
Y381,0.00806
Y382,0.002015
Y383,6.833333333333335e-05
Y384,0.00021833333333333337
Y385,0.0024983333333333333
Y386,0.002518333333333333
Y387,0.00040500000000000003
Y388,0.00034500000000000004
Y389,0.0008133333333333333
Y390,0.00024999999999999995
Y391,0.0005283333333333333
Y392,0.0031716666666666664
Y393,0.00035166666666666663
Y394,0.0004583333333333333
Y395,0.0014416666666666666
Y396,0.00108
Y397,0.00037833333333333333
Y398,0.0008366666666666667
Y399,0.00102
Y400,7.5e-05
Y401,0.00012
Y402,0.00012333333333333334
Y403,0.000325
Y404,0.00032500000000000004
Y405,0.0024016666666666665
Y406,0.0002783333333333333
Y407,0.001515
Y408,0.002126666666666667
Y409,0.0025766666666666668
Y410,0.00044333333333333334
Y411,0.01759166666666667
Y412,0.003323333333333333
Y413,0.0008216666666666667
Y414,0.0003416666666666667
Y415,0.0016733333333333333
Y416,0.0004466666666666666
Y417,0.000315
Y418,0.0010316666666666666
Y419,0.0002016666666666667
Y420,0.0010616666666666665
Y421,0.00020666666666666666
Y422,0.00010166666666666668
Y423,0.0012916666666666669
Y424,0.0007166666666666667
Y425,0.00017
Y426,0.0009483333333333335
Y427,0.00011999999999999999
Y428,0.0005666666666666667
Y429,0.0012716666666666666
Y430,0.0006866666666666667
Y431,0.000335
Y432,0.00028000000000000003
Y433,0.00025333333333333333
Y434,9e-05
Y435,0.00029833333333333334
Y436,0.000865
Y437,0.00016166666666666665
Y438,0.00021
Y439,0.00034333333333333335
Y440,0.0023816666666666665
Y441,0.0006883333333333333
Y442,0.0009633333333333334
Y443,0.00044833333333333335
Y444,0.0020433333333333336
Y445,0.002275
Y446,5e-05
Y447,0.0020199999999999997
Y448,0.0003466666666666666
Y449,0.0017066666666666664
Y450,0.0010733333333333335
Y451,0.0020283333333333334
Y452,0.0043349999999999994
Y453,0.00029833333333333334
Y454,0.0012133333333333334
Y455,0.00154
Y456,0.00041999999999999996
Y457,0.0007683333333333334
