"id","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"D1",2033.67,2026.36125,2035.1475,2033.455,2036.645,2038.5825,2036.57,2038.2825,2033.97625,2039.56375,2038.80625,2038.86375,2039.65375,2040.73125
"D2",2964.42625,2954.925,2970.60375,2978.895,2983.59375,2992.61,2980.1975,2977.13875,2969.085,2981.64125,2985.965,2984.01625,2988.6375,2982.2075
"D3",1123.3675,1120.50625,1118.87125,1118.405,1117.44875,1117.94125,1129.725,1131.52,1126.0125,1121.03625,1118.73375,1116.37375,1116.0975,1132.10375
"D4",1209.26,1213.535,1209.12375,1195.18875,1188.6075,1181.14,1236.05,1233.13375,1219.14875,1204.8075,1193.74625,1185.35375,1177.39,1250.9475
"D5",5872.50375,5876.76875,5882.33375,5909.795,5905.8575,5903.93875,5893.89,5885.66375,5897.3925,5905.74,5926.39125,5915.87625,5903.9425,5897.075
"D6",3029.57625,3073.53,3048.755,3069.0325,3081.56,3123.50125,3117.0375,3049.78,3085.02625,3056.24125,3072.3725,3084.99,3119.07125,3119.53375
"D7",6384.27125,6303.14,5241.89,5330.6675,4961.7675,5690.72875,5298.575,6175.62125,6188.79375,5339.74875,5480.38,5060.70125,5619.135,5304.16625
"D8",1732.0075,1727.4025,1739.51875,1738.5975,1736.90375,1736.89,1739.3175,1738.89875,1734.72,1743.6525,1740.93,1738.12,1737.105,1741.095
"D9",1585.39875,1581.3,1593.36125,1592.08,1590.31625,1590.3,1591.0525,1591.99875,1588.655,1597.77125,1596.08625,1592.05625,1590.8875,1593.50625
"D10",2627.35,2632.82625,2629.3525,2637.83125,2642.0025,2641.6825,2629.6875,2638.52,2643.0275,2635.975,2640.3925,2643.6025,2641.7525,2634.0025
"D11",2438.1,2437.04625,2433.92875,2440.19125,2420.45125,2437.25875,2451.79625,2444.84375,2442.69875,2439.7425,2443.97375,2423.06875,2437.785,2452.8525
"D12",3675.9875,3664.17625,3691.325,3684.51875,3674.44875,3698.9475,3682.5175,3689.55125,3681.0225,3702.34125,3692.79375,3677.81,3698.59375,3687.61625
