"id","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"W1",36304.2,36361.6,36264.8625,36246.0375,36062.7,35639.45,35548.9875,35456.7375,35513.925,35974.725,36063.55,34984.3375,35167.425
"W2",3640.9725,3632.925,3621.43125,3606.63375,3622.1275,3603.4075,3520.34125,3513.86,3533.9275,3640.42625,3567.81375,3517.98125,3475.86625
"W3",9779.855,9854.85,9790.6825,9576.3025,9630.5025,9869.55875,9882.40625,9735.55,9772.42625,9998.22875,9979.7875,9771.3125,9666.9675
"W4",2142.1275,2246.7075,2359.14625,2626.02625,2458.3125,2716.75875,2598.11125,3355.01875,2851.35,3015.70125,3380.375,3957.90875,4368.3975
"W5",1605.19875,1628.8025,1629.95375,1740.06125,1731.77625,1877.305,1753.325,2167.695,2173.2625,1904.12375,2168.51375,1560.65875,1318.81125
"W6",522.535625,571.422,547.408,642.305875,653.367875,789.084125,713.567125,830.008875,1284.815,1096.72375,997.19225,828.609125,701.417625
"W7",3535.4875,3020.69125,2730.36375,2387.1575,4643.28625,3162.91625,3049.2175,2297.3375,7129.2475,7093.7175,3717.88625,2841.44875,3026.81875
"W8",3898.48,4451.59125,5482.91,4278.76625,6448.33625,5154.7875,5334.41,4130.27375,4878.8175,6790.76375,4411.13625,3348.175,3177.41125
"W9",8252.47875,7962.93375,9055.85125,8463.39,9608.25375,7926.13875,8224.83375,9927.325,9877.80625,10078.4725,7846.30125,7251.87625,7284.58125
"W10",5044.0125,4983.91,4941.18625,5435.7725,5376.81875,5389.95,5408.99875,5372.63375,5293.15875,5115.25,5071.1375,4941.55,4858.65625
"W11",370.34375,344.855375,360.52625,352.78125,400.551,463.1475,354.800375,361.673375,387.741,426.457125,380.546875,350.25125,385.211125
"W12",1040.23,1059.76375,1077.51625,1074.30125,1062.43375,1064.70625,1057.0025,1049.2175,1041.6925,1036.52,1045.86125,1048.26875,1044.56375
"W13",2319.97875,2350.77875,2375.67375,2387.34125,2393.0475,2440.02875,2492.50625,2496.10375,2497.32875,2416.115,2524.28125,2599.12625,2595.45125
"W14",2298.1875,2333.0275,2335.50625,2331.695,2375.83125,2423.91625,2432.63,2450.8875,2482.29875,2439.10875,2504.45125,2647.16125,2423.775
"W15",4446.4575,4729.00375,4850.72875,4518.4725,4231.66625,4588.225,4350.435,4201.69375,4046.105,3607.7625,5123.1,6805.21625,4321.81125
"W16",4254.62125,4593.32,4743.3075,4365.75625,4137.69875,4477.53,4212.3375,4119.185,4287.12125,4234.54625,5228.5125,7003.45,4347.35875
"W17",11961.2375,11929.3375,11899.725,11914.2,11997.5875,12021.1875,11990.925,11980.85,12012.2,11977.4625,11921.925,11996.8125,12029.175
"W18",4380.79875,4408.75375,4402.945,4373.63625,4398.68125,4362.73875,4351.56125,4329.77,4357.56875,4385.3425,4408.095,4389.5175,4417.0625
"W19",2858.825,3230.2675,2707.51875,2881.67625,2689.32875,3710.22875,2968.025,3243.20375,3629.73125,7365.1025,6866.42125,4135.85,3007.45875
"W20",3965.44625,4293.17875,3917.6725,3886.09,3006.41375,4209.27125,3990.29,3768.50125,2707.35625,3592.54125,5546.865,4626.4925,4122.1975
"W21",2420.785,2232.68125,2181.59625,2714.45625,3059.6325,2626.135,2244.0625,2737.40125,3485.16875,3430.69875,3462.55125,2348.26125,1903.7925
"W22",3346.95375,3423.0125,3173.66,3090.06,2719.27625,3454.64625,3002.99375,3728.35875,2508.8975,2996.88125,4418.1775,3637.16125,3031.385
"W23",744.424875,763.2825,755.409125,726.413875,554.3265,783.25575,743.985625,752.621875,545.44475,765.6305,1060.08625,926.2605,802.649625
"W24",7099.03,8256.6975,7000.06875,6839.2025,6509.2725,12881.9375,7742.95375,7427.67375,7290.2,20670.7375,18726.8125,10490.26875,7031.74625
"W25",1438.5925,1698.0675,2027.21125,2307.05,2398.745,2733.73875,2462.46,2550.605,2615.79,2765.7825,2902.88625,2245.28125,2012.97
"W26",2886.86,3153.28625,3131.4325,3745.92625,3526.02625,4206.48875,3931.275,4437.88125,4621.00625,5395.035,8457.00625,4102.605,3755.55375
"W27",2006.0275,2583.8025,2023.5475,2619.29375,2695.6825,3074.10375,2515.85875,3329.52,3617.11875,4119.48875,4057.47875,2687.59125,2482.20125
"W28",5300.205,4495.6275,5044.76375,6103.1525,7075.59875,5829.25,5238.275,8887.33,13265.375,10904.6,9032.56375,5836.28875,5321.2825
"W29",890.874125,1075.3775,966.9,986.263125,1019.686625,1459.31625,1317.22,1246.1675,1068.51325,1664.445,2076.45875,1315.77,1028.03275
"W30",3717.7725,3895.8925,3536.5675,3954.405,4052.73875,4545.765,4094.315,4717.47625,6706.0175,5247.8375,6214.77625,4651.18375,4191.5625
"W31",880.616875,961.032875,1076.0675,1291.0425,1462.94875,1615.69375,1313.06625,1865.1825,1970.86625,1779.6775,1650.1275,1287.72,1139.51125
"W32",4802.5575,4249.5425,5630.16625,4797.8475,6550.8875,5122.2525,5789.375,6458.13125,7360.22375,6744.83625,6412.87125,5070.31,5333.29
"W33",1717.8675,1664.95875,1919.00375,2089.31,2765.1525,1999.74125,2130.505,2772.86875,3426.855,3403.1175,2220.825,1904.30375,2131.03125
"W34",1534.9475,1482.9125,1572.98625,1380.0275,2014.935,1772.76625,1878.6425,1537.93875,1738.89625,2540.14125,1706.76375,1429.1625,1478.1225
"W35",1170.07,1177.33875,1188.3825,1056.64825,2078.52,1810.1175,1398.5225,1108.985,1169.6675,2382.425,2000.305,1433.00875,1552.40625
"W36",15732.85,14498.6875,13192.35,14195.275,12164.3125,10514.2875,12099.0875,14929.5125,18843.6125,16071.4125,12989.6625,13491.1375,17009.225
"W37",2935.58,2963.69875,2955.57625,2961.04625,2995.05375,3014.52125,2975.7975,2999.12,2984.56875,2973.16875,2977.795,2962.44875,2999.875
"W38",3167.54375,3214.74875,3203.53375,3183.17625,3181.20125,3223.42375,3217.05125,3267.36,3269.14,3280.31,3261.545,3259.3275,3288.71125
"W39",5817.31,5814.09375,5782.01375,5724.82875,5741.69625,5746.41625,5734.9825,5750.0325,5784.65625,5780.95125,5771.24875,5764.91875,5775.91125
"W40",5845.835,5828.81125,5809.05125,5749.005,5768.2075,5771.04875,5760.2175,5784.205,5808.81875,5809.315,5841.57,5816.71875,5790.22875
"W41",6174.715,6255.15625,6258.67375,6186.8675,6179.42875,6118.11,6088.78375,6203.21125,6294.3525,6315.67125,6290.8675,6298.62875,6287.2025
"W42",6185.98,6274.03125,6287.5575,6162.76875,6174.4825,6101.72,6091.26375,6191.525,6252.80875,6334.9275,6300.1875,6312.1275,6298.8825
"W43",6199.1875,6274.7725,6303.91875,6195.19,6172.12875,6139.86375,6111.91375,6221.88875,6315.275,6316.5975,6307.27,6331.96375,6325.58
"W44",5842.16,5846.40625,5819.3425,5765.5525,5765.2925,5758.48625,5755.47125,5760.28875,5758.64,5775.72,5775.68375,5790.8375,5778.16125
"W45",2957.555,3006.46875,2976.05625,2954.48875,2891.3725,2933.7675,2923.5225,2983.75375,2988.7275,2966.2425,2995.25,2987.41625,2917.42
"W46",3373.705,3455.44375,3452.2225,3323.08125,3276.57875,3241.185,3236.205,3196.76875,3190.04,3212.7875,3250.73625,3317.015,3243.2375
"W47",2989.6225,3016.08875,3002.63,2960.835,2903.2525,2968.13375,2959.5875,3006.31,2986.05375,2965.845,3012.19625,2990.80375,2920.64375
"W48",3113.9875,3142.46875,3089.1725,3063.03125,2974.315,2966.22,2928.8225,2906.19625,2926.185,2944.4675,2990.4425,2939.8025,2927.90125
"W49",3296.045,3367.61875,3317.24,3299.08125,3240.90375,3297.0675,3277.37375,3279.315,3276.775,3312.7975,3340.90375,3311.615,3209.6375
"W50",3303.1525,3377.3725,3325.70625,3295.33625,3227.47625,3295.4225,3262.0525,3271.60375,3288.89625,3301.63625,3327.71875,3310.4625,3194.9175
"W51",6531.09375,6609.88375,6581.45125,6484.88625,6461.675,6472.5725,6399.12625,6455.9725,6392.24625,6425.18625,6448.2425,6538.67375,6487.12625
"W52",7167.4775,7288.2475,7187.62625,7039.10375,6958.6275,6978.1825,6991.30375,7034.635,7041.30875,6993.69875,7092.6425,7200.62625,7158.34125
"W53",1907.62125,1997.15125,1776.83,1802.26,1861.62,1840.51625,1954.6225,1987.9975,1998.21875,1833.89,1964.11875,2027.13375,2016.2975
"W54",2495.76875,2495.9775,2460.61375,2464.14125,2470.53,2500.1775,2487.11875,2513.6575,2533.41,2546.95375,2593.37375,2590.10125,2583.11625
"W55",4784.54625,4713.18875,4741.06,4572.7775,4445.19625,4375.15375,4299.52125,4078.8675,3985.59875,4090.66,4060.435,3849.0625,3722.685
"W56",3012.91875,3079.09375,3122.995,3209.55375,3259.93875,3355.815,3472.88375,3528.24375,3635.7725,3691.65875,3750.96375,3801.69375,3760.4975
"W57",2133.27875,2046.65875,1958.89625,1905.80625,1851.21375,1780.39125,1762.67625,1714.0175,1647.95375,1585.89625,1569.68625,1531.9925,1498.85
"W58",3404.445,3325.32875,3306.5,3261.455,3224.71,3233.61125,3269.7775,3253.59625,3203.83375,3209.76125,3084.88875,3013.88875,3011.6675
"W59",2177.9625,2122.555,2339.17625,2365.8725,2646,2529.96375,2540.205,2535.38625,2701.11625,2042.10375,2180.60125,2255.0125,2181.175
"W60",8906.1825,8919.11,8989.95875,9072.73375,9185.11875,9181.62625,9215.07625,9209.34625,9224.52,9198.05625,9247.70875,9251.8225,9350.55125
"W61",9912.295,11703.9125,11703.8125,10401.625,10326.4625,11193.625,11340.4,11044.9,10903.4375,10320.0625,10456.6375,10624.475,10606.1125
"W62",7214.85,6995.79125,6957.65125,7007.435,6997.3425,7080.71625,7075.14875,7226.71125,7267.45875,7576.66,7530.405,7599.8125,7607.7375
"W63",5996.2625,6135.71125,6137.1025,5903.6675,5888.21125,6178.50875,6207.41375,6280.73,6267.2425,6455.42625,6501.67875,6613.28125,6575.81875
"W64",12623.4,12115.6625,13012.8375,14113.3875,14375.65,12380.5625,12710.0875,13772.4875,14404.85,12621.475,13172.6625,14745.5125,15987.4625
"W65",18018.2125,17353.7625,18386.125,19652.025,19879.3875,17587.675,18027.675,19222.325,19965.175,18032.65,18675.1375,20341.2875,21852.95
"W66",7519.83,7614.185,7515.4,7334.50625,7438.48,7658.79125,7682.6425,7458.11625,7465.9525,7721.3675,7703.05875,7522.14375,7409.71125
"W67",13278.4625,13376.075,13408.1375,13681.575,13713.95,13657.375,13630.175,13632.2375,13682.7625,13600.5875,13653.2625,13703.7125,13798.975
"W68",6873.34125,6905.9125,6880.01375,6848.36125,6853.82625,6769.92625,6778.2375,6694.48,6708.66,6678.7275,6672.15875,6656.97,6674.31
"W69",6893.35625,6871.92375,6926.93375,6872.3625,6784.24375,6834.21875,6786.64875,6745.67,6723.91875,6726.75375,6689.20125,6703.22125,6683.785
"W70",2608.98,2590.465,2578.755,2578.665,2585.33125,2583.04375,2617.13625,2619.33125,2642.1275,2641.2,2601.265,2602.52875,2588.915
"W71",1961.67125,1942.94875,1941.94625,1950.2525,1941.01625,1941.385,1941.12625,1920.3925,1937.175,1909.2875,1915.99875,1924.18375,1944.46
"W72",1963.64125,1966.29,1943.80125,1946.79875,1943.78875,1945.6125,1952.365,1926.95375,1936.49375,1914.81,1918.53,1932.32625,1950.5175
"W73",1952.23375,1937.0925,1932.17375,1941.85625,1939.57375,1946.41875,1935.935,1920.96,1936.6225,1920.17625,1919.14375,1909.79375,1925.84625
"W74",4594.2225,4516.62625,4623.975,5001.68625,4049.675,4129.3975,4477.6675,4409.91625,4121.9875,4258.88125,4954.0675,6004.28875,6006.37375
"W75",24501.4875,24877.4375,26488.8875,26374.3,25772.525,25294.925,25557.125,24342.275,24756.375,25648.8,26097.7625,27873.6125,25841.8625
"W76",535.51875,586.508125,580.961625,569.721625,460.55,480.422125,497.017125,502.6265,517.2235,531.639375,530.560625,530.00625,537.763125
"W77",3298.35,3729.0675,3305.25875,2594.6975,3975.9075,4669.98125,5310.58,5021.50125,4869.26,4151.925,5170.47375,5289.32125,4952.93625
"W78",3424.36875,3552.22,2874.125,2878.26875,3955.78375,4569.09875,4660.42375,4777.0725,4847.88,5253.97625,4893.5175,5346.9625,4517.09375
"W79",1447.0525,1374.17,1463.4975,1490.72125,1488.67,1480.25875,1419.92625,1430.965,1459.055,1436.13125,1458.03375,1492.47625,1525.10625
"W80",1364.3375,1449.96625,1489.10625,1474.0325,1470.78625,1408.3325,1427.53,1471.77625,1435.86875,1460.8225,1502.82,1537.85875,1577.9075
"W81",24648.675,25209.575,26188.625,26846.4125,25949.5375,25845.5125,25565.8625,25427.25,24565.45,25429.8,25797.0125,27554.2,27560.675
"W82",4422.3325,4458.74375,4432.125,4454.9275,4454.32625,4443.24,4429.415,4453.05125,4458.83875,4479.05,4505.045,4496.56375,4455.39375
"W83",6063.00625,6056.82625,6088.71625,6072.60125,6084.85,6068.95875,6118.25375,6143.9825,6088.86625,6083.34,6119.5075,6096.21125,6051.92125
"W84",6015.26,6044.95625,6064.81375,6105.58125,6063.33625,6047.165,6087.60125,6080.91125,6095.83375,6074.57375,6110.84625,6103.265,6004.9
"W85",17309.925,17229.8375,17304.1375,17286.6625,17314.8125,17242.05,17260.175,17328.525,17303.9,17236.8375,17235.5875,17153.925,17140.0125
"W86",17238.575,17188.2625,17278.2125,17200.0375,17274.8,17187.075,17196.1625,17182.9625,17186.7125,17159.125,17171.2875,17045.2375,16950.9375
"W87",1084.81375,1086.755,1081.0825,1082.2625,1092.50625,1094.53125,1092.27875,1092.42625,1095.64,1090.035,1091.0975,1080.45875,1085.60125
"W88",12076.675,12093.9125,11964.575,11938.175,12019.075,12074.8,12001.225,12067.7125,12144.15,12089.5125,12223.1125,12411.225,12423.775
"W89",1245.0375,1274.49625,1265.46,1287.17,1332.69375,1334.8225,1255.7925,1273.21375,1281.3375,1301.02875,1279.375,1258.7075,1217.355
"W90",1903.1625,1911.69125,1929.39,1911.75,1922.39625,1925.3425,1926.07875,1936.42125,1917.07,1922.0175,1916.10375,1935.8025,1873.1375
"W91",20420.5375,20368.2375,20549,20555.85,20675.75,20627.0375,20419.825,20571.5875,20540.575,20495.625,20288.6,20421.1375,19966.7625
"W92",24353.2875,24666.7625,24325.9875,24522.3875,24640.875,24725.0625,24090.5875,24063.8875,24198.1,24532.7875,23850.6625,23346.4625,22036.1875
"W93",1747.14375,1738.5525,1732.1075,1739.105,1770.07625,1764.56125,1740.1075,1752.29625,1767.9175,1762.31625,1764.20125,1767.3075,1771.27125
"W94",1748.8675,1715.31875,1707.84625,1734.255,1753.6475,1759.3875,1775.04,1806.1375,1787.825,1779.19125,1748.615,1738.84875,1722.295
"W95",1565.77,1556.07,1557.95125,1562.1325,1579.30875,1584.22125,1611.6175,1621.3525,1592.0075,1599.985,1569.395,1540.02375,1558.4075
"W96",11357.6375,11442.325,11280.8625,11327.6125,11437.5,11487.9375,11427.5625,11499.575,11548.3625,11565.325,11594.4875,11634.725,11603.2375
"W97",503.337625,516.277625,503.521,516.288625,515.223625,532.334375,511.569625,523.91275,520.3635,526.0535,503.6875,483.272125,466.856
