"id","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"D1",2034.445,2031.47125,2037.61625,2038.20875,2038.115,2038.5675,2038.6475,2040.69,2036.1775,2042.41875,2040.71,2040.75,2039.15,2039.09375
"D2",2961.54625,2955.35125,2968.79125,2979.57,2982.535,2988.315,2980.28625,2976.11125,2965.87875,2976.33625,2981.44875,2982.3925,2986.59625,2983.44375
"D3",1121.48125,1119.9975,1116.83125,1117.4,1116.93875,1115.9225,1128.3575,1128.5875,1123.28375,1118.53875,1116.73625,1115.61375,1114.13375,1130.585
"D4",1206.9125,1209.01875,1205.445,1193.1825,1189.62375,1180.15625,1234.26,1227.48125,1216.3325,1204.2875,1189.68125,1183.595,1174.70125,1249.5725
"D5",5871.89875,5882.245,5881.74875,5907.6625,5902.6175,5901.64875,5898.24625,5896.145,5898.165,5902.2625,5919.4725,5911.55125,5903.0075,5898.47625
"D6",3029.24,3073.43375,3048.15875,3070.2825,3079.835,3119.64625,3117.0575,3050.53375,3082.0675,3053.26375,3069.9325,3083.3625,3118.36,3118.01125
"D7",6410.04125,6346.68,5227.72625,5358.745,4939.3125,5682.41,5290.5175,6214.1575,6215.065,5320.94125,5474.03375,5060.37625,5644.62,5295.64625
"D8",1732.26875,1728.85875,1740.27625,1738.915,1736.40875,1736.71,1739.47625,1740.91125,1734.8425,1744.5175,1741.16375,1738.515,1738.2,1742.8725
"D9",1584.665,1581.09,1591.25375,1590.35375,1588.30875,1588.2825,1591.2525,1591.855,1586.21125,1594.63,1591.66375,1589.1,1588.68875,1592.255
"D10",2628.76875,2634.49375,2631.5825,2638.08,2642.6675,2640.18625,2630.23,2644.2425,2646.26,2638.135,2638.35125,2642.66375,2641.055,2634.9275
"D11",2435.71875,2436.77125,2432.51625,2439.63,2419.3,2433.8975,2450.2025,2442.58375,2441.205,2438.2325,2441.01375,2421.85625,2435.2675,2450.72625
"D12",3673.65625,3667.39125,3693.245,3690.8325,3677.45625,3700.16125,3683.07375,3688.80875,3679.175,3702.54125,3694.695,3683.2775,3701.2875,3685.675
"D13",7210.98125,7219.57,7237.27,7328.90625,7307.23375,7248.96375,7275.95875,7251.97,7261.5025,7271.15625,7334.66125,7301.27,7248.065,7283.0675
"D14",5659.58125,5671.60625,5657.10375,5676.00875,5696.435,5722.51125,5701.97875,5691.28875,5688.635,5669.79625,5681.9325,5702.29625,5721.66125,5705.23375
"D15",8372.295,8764.39,8347.33625,7865.63375,7970.9625,8104.82375,8029.3875,8324.84625,8657.22375,8376.53,7916.455,8045.28,8118.55375,8006.43125
"D16",3082.9775,3082.9375,3066.96125,3092.6575,3083.96,3060.84625,3087.57125,3098.26,3091.09,3077.0275,3096.275,3087.4475,3065.76125,3091.20625
"D17",4048.74625,4051.31,4063.515,4071.66875,4064.81375,4072.2225,4055.7625,4062.30125,4065.7075,4076.81875,4074.78375,4068.46125,4071.42625,4059.035
"D18",9558.26875,9577.74,9631.62375,9569.32625,9569.63375,9577.88,9565.1025,9586.4225,9590.165,9641.54625,9575.735,9577.92125,9586.48125,9580.60125
"D19",2677.22125,2692.37625,2708.815,2689.55875,2754.12875,2716.2025,2702.86375,2689.2475,2700.97375,2717.405,2694.60375,2752.7575,2715.20125,2704.14625
"D20",10838.4625,10822.9875,10856.475,10857.3375,10866.3625,10880.375,10870.7875,10878.775,10847.9,10875.9375,10859.7875,10868.3875,10878.825,10875.2125
"D21",2665.45375,2679.67375,2695.475,2674.9125,2741.85375,2704.59375,2692.14625,2678.8925,2687.5975,2702.67625,2677.56375,2740.01375,2704.09375,2693.56125
"D22",2847.18125,2870.21625,2901.3475,2899.07125,2918.52,2898.65125,2872.2625,2865.36875,2878.71625,2910.79125,2902.26375,2919.09125,2900.18625,2876.14375
"D23",1913.8525,1927.4625,1942.23,1943.9475,1951.60125,1933.8925,1931.36875,1919.5975,1929.6325,1947.715,1944.6,1953.61125,1935.46875,1932.5475
"D24",2537.845,2557.07625,2585.72375,2584.745,2599.31875,2581.28625,2559.25375,2553.3625,2563.48625,2591.22125,2584.24625,2597.1575,2580.3825,2561.75375
"D25",1586.86625,1596.995,1606.61,1609.57125,1615.24375,1600.7125,1599.31625,1591.65,1599.9425,1612.11,1610.30875,1615.35125,1601.25375,1599.84125
"D26",2361.43375,2380.36125,2405.23875,2405.0625,2418.07875,2402.0625,2381.2925,2377.39125,2387.9225,2413.11125,2406.705,2417.99625,2404.025,2384.97
"D27",1706.9475,1718.52375,1730.28125,1731.2825,1738.34625,1722.7125,1721.17,1711.3425,1720.105,1734.51625,1730.28625,1737.78375,1722.98,1722.94
"D28",426.784125,430.4545,430.399125,429.6775,429.7725,425.56,425.14825,427.314,431.261,431.843125,430.5415,430.643125,426.180125,425.4105
"D29",6414.14375,6457.9325,6416.22125,6427.4325,6443.3375,6446.62125,6428.79875,6435.52,6469.58875,6430.99,6435.085,6448.72625,6453.4175,6437.33375
"D30",613.199125,617.9585,617.929125,617.237125,617.49975,611.62275,611.33525,613.708125,618.754625,619.30875,618.443,619.509,613.310125,612.209125
"D31",2124.1275,2098.14625,2109.865,2133.84875,2170.67875,2133.5575,2130.93125,2126.57875,2102.24875,2118.41,2137.02125,2169.31375,2134.26,2131.80125
"D32",1928.125,1902.795,1915.0775,1935.715,1967.27875,1936.54,1935.21,1931.0125,1907.48375,1924,1938.43,1966.74375,1937.09875,1936.03875
"D33",6694.42875,6695.87,6858.43125,6828.36875,6813.585,6799.77375,6778.39375,6719.66375,6733.86375,6874.1675,6839.0625,6816.705,6796.34,6778.9575
"D34",2276.055,2276.76625,2298.78125,2299.5275,2295.12375,2290.70625,2287.1575,2283.4425,2281.445,2306.37,2302.14875,2297.2975,2292.095,2288.78
"D35",1665.47125,1676.30625,1664.5175,1663.7575,1653.73375,1663.72875,1668.36375,1677.835,1684.76625,1668.97875,1663.9175,1651.51875,1664.2325,1672.57125
"D36",3784.7725,3781.7525,3769.57125,3765.88,3836.96375,3807.87625,3794.56,3794.97,3789.64,3780.5975,3772.23125,3834.5375,3809.10125,3798.01875
"D37",2456.2625,2498.535,2490.465,2508.9125,2536.085,2488.44875,2452.84375,2466.56625,2504.0375,2497.085,2507.4925,2532.67875,2486.8675,2456.70875
"D38",2252.69125,2321.875,2257.0075,2332.97,2373.07625,2269.35625,2300.49125,2267.1675,2328.28,2265.3375,2334.82125,2363.7325,2271.13625,2302.2825
"D39",2466.89875,2474.7975,2498.6075,2525.97375,2575.1275,2531.9225,2534.495,2477.8425,2490.94,2504.29125,2532.1325,2571.97125,2529.73875,2534.34125
