"id","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"W1",36335.8625,36618.7125,36301.2625,36203.15,36159,36066.625,35800.6,35523.1125,35623.025,36086.275,36138.7625,35238.4,35414.7625
"W2",3625.37,3624.35875,3616.31125,3589.67375,3610.91375,3585.38125,3549.0475,3523.8775,3571.0575,3625.46875,3566.16875,3504.9675,3498.09375
"W3",9826.53625,9965.47875,9779.46375,9620.825,9692.1425,9906.9825,9903.9325,9730.2325,9732.38625,9939.82125,9870.59,9763.5475,9683.81875
"W4",2159.19125,2257.20125,2343.355,2638.675,2472.8175,2723.94125,2632.985,3375.08,2855.2275,3027.9875,3406.41625,3994.1975,4345.66625
"W5",1599.05375,1629.87,1618.71375,1697.57,1714.625,1872.02625,1763.6725,2176.79375,2176.29,1888.30375,2141.98625,1550.7475,1319.47
"W6",532.938,586.577,548.860125,639.57725,649.463625,798.74475,738.440625,844.23475,1320.5675,1113.2625,990.00475,835.347625,709.332625
"W7",3593.31375,3099.16125,2727.96375,2412.8075,4694.15875,3284.9425,3137.395,2300.59625,7261.36375,7216.6975,3728.96,2821.34,2980.12
"W8",4025.4025,4581.32625,5598.33,4465.19375,6680.63,5364.70375,5367.67875,4112.01,4928.32125,6772.76,4387.69875,3374.71125,3200.4775
"W9",8270.6725,8053.8275,9039.58125,8461.1525,9535.6625,7854.22,8337.095,9876.01,9917.43625,9954.68125,7918.83875,7346.93875,7246.1325
"W10",5046.46125,5016.085,4946.38625,5419.98,5297.77875,5339.245,5367.68125,5337.87,5267.44625,5094.1675,5036.4925,4929.8225,4811.4325
"W11",365.88825,341.74225,355.662625,353.306625,398.951125,460.43025,361.2325,365.318125,395.033875,440.243875,395.702875,361.895125,391.882875
"W12",1048.87875,1067.165,1073.54125,1074.92125,1067.64125,1060.61875,1058.82625,1049.14625,1044.36875,1043.04125,1047.01375,1058.215,1043.2625
"W13",2316.32,2333.74625,2356.4675,2377.28125,2376.11875,2414.73625,2481.01125,2500.43375,2462.36,2386.6025,2499.55875,2562.76625,2574.5875
"W14",2284.95,2327.97875,2337.815,2332.7275,2369.78875,2428.61,2437.32125,2462.60625,2478.95875,2436.42,2519.05625,2678.2025,2416.60625
"W15",4361.25,4609.91,4749.9625,4428.86625,4160.3875,4482.64,4233.025,4154.3875,4039.2775,3650.57,5140.5575,6905.13375,4351.61
"W16",4344.68625,4616.99,4744.33125,4411.6375,4168.97625,4511.5625,4251.2975,4181.0825,4346.8775,4330.785,5341.3925,7181.03375,4367.70125
"W17",12055.35,11934.1875,11942.75,11936.325,11891.625,11968.8,12000.9875,12009.5875,11971.925,11942.2125,11922.35,11988.7375,11891.125
"W18",4341.32125,4380.22375,4373.54875,4380.18,4369.94625,4312.14125,4333.84375,4277.81125,4315.02625,4365.7625,4374.9175,4347.70125,4331.2425
"W19",2863.4,3261.76125,2687.065,2857.05875,2641.7825,3742.065,3032.6475,3221.54375,3659.82375,7444.12,7059.23125,4217.82375,3046.7025
"W20",3969.84875,4282.43625,3924.40125,3880.345,3031.5125,4198.71,3983.77625,3775.60125,2734.525,3601.84875,5587.6325,4705.06875,4185.46875
"W21",2406.91,2224.8275,2163.07375,2672.55875,2977.59375,2578.9125,2256.64,2744.6875,3450.4875,3359.4325,3390.49125,2335.56125,1947.585
"W22",3258.70875,3370.925,3149.93875,3057.875,2653.57,3388.285,2995.82125,3736.53875,2513.41375,2976.73375,4409.41875,3665.36125,3093.22
"W23",739.855625,759.526875,749.532125,722.490625,549.401625,770.672125,736.30675,738.154375,536.21225,741.82325,1037.31075,910.66175,792.63475
"W24",7082.42875,8205.48625,6960.67,6790.53625,6484.14875,12790.525,7739.08375,7371.85875,7336.24,20417.25,17970.25,10139.58125,6921.42625
"W25",1489.745,1721.695,2048.32,2304.1025,2436.05,2784.35875,2433.13625,2517.23125,2576.94875,2655.97875,2782.38,2211.76,1955.0325
